"RNUM"	"DBMS"	"EXPERIMENTNAME"	"RUNID"	"BATCHSETID"	"PK"	"NUMPROCESSORS"	"ACTROWPOOL"	"PCTREAD"	"PCTUPDATE"	"ATP"	"MAXMPL"
"480"	"oracle"	"pk-xt-1M-1000-120-8"	1609	9316	1	1	0.666666666666667	0	0.5	0.00652	0
"481"	"oracle"	"pk-xt-1M-1000-120-8"	1609	9318	1	1	1	0	0.5	0.004638	0
"482"	"oracle"	"pk-xt-1M-1000-120-8"	1609	9320	1	1	0	0	0.75	0.004596	0
"483"	"oracle"	"pk-xt-1M-1000-120-8"	1609	9322	1	1	0.333333333333333	0	0.75	0.004584	0
"484"	"oracle"	"pk-xt-1M-1000-120-8"	1609	9336	1	1	1	0	0.75	0.004119	0
"485"	"oracle"	"pk-xt-1M-1000-120-8"	1609	9339	1	1	0	0	1	0.004764	0
"486"	"oracle"	"pk-xt-1M-1000-120-8"	1609	9348	1	1	0.333333333333333	0	1	0.004588	0
"487"	"oracle"	"pk-xt-1M-1000-120-8"	1609	9353	1	1	0.666666666666667	0	1	0.004138	0
"488"	"oracle"	"pk-xt-1M-1000-120-8"	1609	9355	1	1	1	0	1	0.007399	0
"489"	"oracle"	"pk-xt-1M-1000-120-8"	1609	9409	1	1	0	0.01	0	0.001271	0.7
"490"	"oracle"	"pk-xt-1M-1000-120-8"	1609	9412	1	1	0.333333333333333	0.01	0	0.001533	0.6
"491"	"oracle"	"pk-xt-1M-1000-120-8"	1609	9414	1	1	0.666666666666667	0.01	0	0.002182	1
"492"	"oracle"	"pk-xt-1M-1000-120-8"	1609	9416	1	1	1	0.01	0	0.002415	1
"493"	"oracle"	"pk-xt-1M-1000-120-8"	1609	9419	1	1	0	0.1	0	0.002128	1
"494"	"oracle"	"pk-xt-1M-1000-120-8"	1609	9421	1	1	0.333333333333333	0.1	0	0.002273	1
"495"	"oracle"	"pk-xt-1M-1000-120-8"	1609	9423	1	1	0.666666666666667	0.1	0	0.002211	1
"496"	"oracle"	"pk-xt-1M-1000-120-8"	1609	9425	1	1	1	0.1	0	0.002009	1
"497"	"oracle"	"pk-xt-1M-1000-120-8"	1609	9428	1	1	0	1	0	0.00219	1
"498"	"oracle"	"pk-xt-1M-1000-120-8"	1609	9430	1	1	0.333333333333333	1	0	0.00142	1
"499"	"oracle"	"pk-xt-1M-1000-120-8"	1609	9432	1	1	0.666666666666667	1	0	0.001545	0.7
"500"	"oracle"	"pk-xt-1M-1000-120-8"	1609	9437	1	1	1	1	0	0.002072	1
"501"	"oracle"	"xt-1M-1000-120-1"	889	1602	0	0	0	0	0.25	0.001647	1
"502"	"oracle"	"xt-1M-1000-120-1"	889	1623	0	0	0.333333333333333	0	0.25	0.003041	1
"503"	"oracle"	"xt-1M-1000-120-1"	889	1661	0	0	0.666666666666667	0	0.25	0.003905	1
"504"	"oracle"	"xt-1M-1000-120-1"	889	1683	0	0	1	0	0.25	0.003411	1
"505"	"oracle"	"xt-1M-1000-120-1"	889	1723	0	0	0	0	0.5	0.001896	1
"506"	"oracle"	"xt-1M-1000-120-1"	889	1763	0	0	0.333333333333333	0	0.5	0.003247	1
"507"	"oracle"	"xt-1M-1000-120-1"	889	1801	0	0	0.666666666666667	0	0.5	0.003811	1
"508"	"oracle"	"xt-1M-1000-120-1"	889	1842	0	0	1	0	0.5	0.002918	1
"509"	"oracle"	"xt-1M-1000-120-1"	889	1882	0	0	0	0	0.75	0.001874	1
"510"	"oracle"	"xt-1M-1000-120-1"	889	1902	0	0	0.333333333333333	0	0.75	0.003248	1
"511"	"oracle"	"xt-1M-1000-120-1"	889	1923	0	0	0.666666666666667	0	0.75	0.00396	0.5
"512"	"oracle"	"xt-1M-1000-120-1"	889	1943	0	0	1	0	0.75	0.003074	1
"513"	"oracle"	"xt-1M-1000-120-1"	889	1983	0	0	0	0	1	0.001738	1
"514"	"oracle"	"xt-1M-1000-120-1"	889	2022	0	0	0.333333333333333	0	1	0.003245	1
"515"	"oracle"	"xt-1M-1000-120-1"	889	2043	0	0	0.666666666666667	0	1	0.004008	1
"516"	"oracle"	"xt-1M-1000-120-1"	889	2083	0	0	1	0	1	0.002886	1
"517"	"oracle"	"xt-1M-1000-120-1"	889	2123	0	0	0	0.01	0	0.152221	1
"518"	"oracle"	"xt-1M-1000-120-1"	889	2142	0	0	0.333333333333333	0.01	0	0.17784	0.1
"519"	"oracle"	"xt-1M-1000-120-1"	889	2144	0	0	0.666666666666667	0.01	0	0.167531	0
"520"	"oracle"	"xt-1M-1000-120-1"	889	2147	0	0	1	0.01	0	0.246236	1
"521"	"oracle"	"xt-1M-1000-120-1"	889	2503	0	0	0	0.1	0	0.091259	1
"522"	"oracle"	"xt-1M-1000-120-1"	889	2522	0	0	0.333333333333333	0.1	0	0.191989	1
"523"	"oracle"	"xt-1M-1000-120-1"	889	2541	0	0	0.666666666666667	0.1	0	0.110527	1
"524"	"oracle"	"xt-1M-1000-120-1"	889	2561	0	0	1	0.1	0	0.252601	0.3
"525"	"oracle"	"xt-1M-1000-120-1"	889	4105	0	0	0	1	0	0.057338	1
"526"	"oracle"	"xt-1M-1000-120-1"	889	4124	0	0	0.333333333333333	1	0	0.178791	0.4
"527"	"oracle"	"xt-1M-1000-120-1"	889	4125	0	0	0.666666666666667	1	0	0.142931	1
"528"	"oracle"	"xt-1M-1000-120-1"	889	4144	0	0	1	1	0	0.120909	1
"529"	"oracle"	"xt-1M-1000-120-2"	610	401	0	0.142857142857143	0	0	0.25	0.001108	1
"530"	"oracle"	"xt-1M-1000-120-2"	610	422	0	0.142857142857143	0.333333333333333	0	0.25	0.001926	1
"531"	"oracle"	"xt-1M-1000-120-2"	610	462	0	0.142857142857143	0.666666666666667	0	0.25	0.002574	1
"532"	"oracle"	"xt-1M-1000-120-2"	610	482	0	0.142857142857143	1	0	0.25	0.002352	1
"533"	"oracle"	"xt-1M-1000-120-2"	610	521	0	0.142857142857143	0	0	0.5	0.001032	1
"534"	"oracle"	"xt-1M-1000-120-2"	610	542	0	0.142857142857143	0.333333333333333	0	0.5	0.001901	1
"535"	"oracle"	"xt-1M-1000-120-2"	610	582	0	0.142857142857143	0.666666666666667	0	0.5	0.002304	1
"536"	"oracle"	"xt-1M-1000-120-2"	610	601	0	0.142857142857143	1	0	0.5	0.002622	1
"537"	"oracle"	"xt-1M-1000-120-2"	610	641	0	0.142857142857143	0	0	0.75	0.007586	0
"538"	"oracle"	"xt-1M-1000-120-2"	610	662	0	0.142857142857143	0.333333333333333	0	0.75	0.003124	1
"539"	"oracle"	"xt-1M-1000-120-2"	610	702	0	0.142857142857143	0.666666666666667	0	0.75	0.002514	1
"540"	"oracle"	"xt-1M-1000-120-2"	610	741	0	0.142857142857143	1	0	0.75	0.002719	1
"541"	"oracle"	"xt-1M-1000-120-2"	610	762	0	0.142857142857143	0	0	1	0.001175	1
"542"	"oracle"	"xt-1M-1000-120-2"	610	802	0	0.142857142857143	0.333333333333333	0	1	0.002186	1
"543"	"oracle"	"xt-1M-1000-120-2"	610	841	0	0.142857142857143	0.666666666666667	0	1	0.002652	1
"544"	"oracle"	"xt-1M-1000-120-2"	610	862	0	0.142857142857143	1	0	1	0.00257	1
"545"	"oracle"	"xt-1M-1000-120-2"	610	902	0	0.142857142857143	0	0.01	0	0.099984	0.6
"546"	"oracle"	"xt-1M-1000-120-2"	610	941	0	0.142857142857143	0.333333333333333	0.01	0	0.173571	1
"547"	"oracle"	"xt-1M-1000-120-2"	610	962	0	0.142857142857143	0.666666666666667	0.01	0	0.171562	0
"548"	"oracle"	"xt-1M-1000-120-2"	610	1001	0	0.142857142857143	1	0.01	0	0.242663	0.1
"549"	"oracle"	"xt-1M-1000-120-2"	610	1441	0	0.142857142857143	0	0.1	0	0.084694	0.7
"550"	"oracle"	"xt-1M-1000-120-2"	610	1461	0	0.142857142857143	0.333333333333333	0.1	0	0.027673	0
"551"	"oracle"	"xt-1M-1000-120-2"	610	1482	0	0.142857142857143	0.666666666666667	0.1	0	0.235518	0.2
"552"	"oracle"	"xt-1M-1000-120-2"	610	1501	0	0.142857142857143	1	0.1	0	0.179422	0
"553"	"oracle"	"xt-1M-1000-120-2"	610	1821	0	0.142857142857143	0	1	0	0.091439	0.2
"554"	"oracle"	"xt-1M-1000-120-2"	610	1841	0	0.142857142857143	0.333333333333333	1	0	0.325412	0
"555"	"oracle"	"xt-1M-1000-120-2"	610	1861	0	0.142857142857143	0.666666666666667	1	0	0.255395	0.3
"556"	"oracle"	"xt-1M-1000-120-2"	610	1881	0	0.142857142857143	1	1	0	0.09262	0.1
"557"	"oracle"	"xt-1M-1000-120-4"	809	2222	0	0.428571428571429	0.333333333333333	0	0.25	0.014494	0
"558"	"oracle"	"xt-1M-1000-120-4"	809	2224	0	0.428571428571429	0.666666666666667	0	0.25	0.005798	0.4
"559"	"oracle"	"xt-1M-1000-120-4"	809	2225	0	0.428571428571429	1	0	0.25	0.005801	0.3
"560"	"oracle"	"xt-1M-1000-120-4"	809	2228	0	0.428571428571429	0	0	0.5	0.005449	0.2
"561"	"oracle"	"xt-1M-1000-120-4"	809	2242	0	0.428571428571429	0.333333333333333	0	0.5	0.011949	0.1
"562"	"oracle"	"xt-1M-1000-120-4"	809	2261	0	0.428571428571429	0.666666666666667	0	0.5	0.006446	0.2
"563"	"oracle"	"xt-1M-1000-120-4"	809	2263	0	0.428571428571429	1	0	0.5	0.006276	0.4
"564"	"oracle"	"xt-1M-1000-120-4"	809	2283	0	0.428571428571429	0	0	0.75	0.005464	0.2
"565"	"oracle"	"xt-1M-1000-120-4"	809	2301	0	0.428571428571429	0.333333333333333	0	0.75	0.005917	0.1
"566"	"oracle"	"xt-1M-1000-120-4"	809	2304	0	0.428571428571429	0.666666666666667	0	0.75	0.006517	0
"567"	"oracle"	"xt-1M-1000-120-4"	809	2322	0	0.428571428571429	1	0	0.75	0.005987	0.5
"568"	"oracle"	"xt-1M-1000-120-4"	809	2323	0	0.428571428571429	0	0	1	0.015283	0
"569"	"oracle"	"xt-1M-1000-120-4"	809	2326	0	0.428571428571429	0.333333333333333	0	1	0.005615	0.4
"570"	"oracle"	"xt-1M-1000-120-4"	809	2342	0	0.428571428571429	0.666666666666667	0	1	0.005918	0.5
"571"	"oracle"	"xt-1M-1000-120-4"	809	2344	0	0.428571428571429	1	0	1	0.005798	0.4
"572"	"oracle"	"xt-1M-1000-120-4"	809	2382	0	0.428571428571429	0.333333333333333	0.01	0	0.983141	0.1
"573"	"oracle"	"xt-1M-1000-120-4"	809	2387	0	0.428571428571429	1	0.01	0	0.565241	0.4
"574"	"oracle"	"xt-1M-1000-120-4"	809	3023	0	0.428571428571429	0.666666666666667	0.1	0	0.485539	1
"575"	"oracle"	"xt-1M-1000-120-4"	809	3204	0	0.428571428571429	1	1	0	1	0.1
"576"	"oracle"	"xt-1M-1000-120-8"	1109	3764	0	1	0	0	0.25	0.004443	0
"577"	"oracle"	"xt-1M-1000-120-8"	1109	3804	0	1	0.333333333333333	0	0.25	0.010345	0
"578"	"oracle"	"xt-1M-1000-120-8"	1109	3823	0	1	1	0	0.25	0.004886	0
"579"	"oracle"	"xt-1M-1000-120-8"	1109	3863	0	1	0.333333333333333	0	0.5	0.004717	0
"580"	"oracle"	"xt-1M-1000-120-8"	1109	4164	0	1	0.666666666666667	0	0.5	0.004459	0
"581"	"oracle"	"xt-1M-1000-120-8"	1109	4184	0	1	1	0	0.5	0.004727	0
"582"	"oracle"	"xt-1M-1000-120-8"	1109	4204	0	1	0	0	0.75	0.004581	0
"583"	"oracle"	"xt-1M-1000-120-8"	1109	4224	0	1	0.333333333333333	0	0.75	0.004668	0
"584"	"oracle"	"xt-1M-1000-120-8"	1109	4244	0	1	0.666666666666667	0	0.75	0.007744	0
"585"	"oracle"	"xt-1M-1000-120-8"	1109	4265	0	1	1	0	0.75	0.007675	0
"586"	"oracle"	"xt-1M-1000-120-8"	1109	4384	0	1	0	0	1	0.012261	0
"587"	"oracle"	"xt-1M-1000-120-8"	1109	4604	0	1	0.333333333333333	0	1	0.005725	0
"588"	"oracle"	"xt-1M-1000-120-8"	1109	4625	0	1	0.666666666666667	0	1	0.008023	0
"589"	"oracle"	"xt-1M-1000-120-8"	1109	4724	0	1	1	0	1	0.006843	0
"590"	"oracle"	"xt-1M-1000-120-8"	1109	4805	0	1	0.333333333333333	0.01	0	0.400204	0.5
"591"	"oracle"	"xt-1M-1000-120-8"	1109	4844	0	1	1	0.01	0	0.728068	1
"592"	"oracle"	"xt-1M-1000-120-8"	1109	5205	0	1	0	0.1	0	0.152393	0.3
"593"	"oracle"	"xt-1M-1000-120-8"	1109	5245	0	1	0.333333333333333	0.1	0	0.542141	0.1
"594"	"oracle"	"xt-1M-1000-120-8"	1109	5606	0	1	0	1	0	0.188234	0.4
"595"	"oracle"	"xt-1M-1000-120-8"	1109	5608	0	1	0.333333333333333	1	0	0.521224	1
"596"	"oracle"	"xt-1M-1000-120-8"	1109	5626	0	1	0.666666666666667	1	0	0.672042	0.3
"597"	"oracle"	"xt-1M-1000-120-8"	1109	5628	0	1	1	1	0	0.435229	0.2
"598"	"pgsql"	"pk-xt-1M-1000-120-1"	1129	7207	1	0	0	0	0.25	0.000919	1
"599"	"pgsql"	"pk-xt-1M-1000-120-1"	1129	7246	1	0	0.333333333333333	0	0.25	0.00082	1
"600"	"pgsql"	"pk-xt-1M-1000-120-1"	1129	7286	1	0	0.666666666666667	0	0.25	0.000787	0.7
"601"	"pgsql"	"pk-xt-1M-1000-120-1"	1129	7306	1	0	1	0	0.25	0.000901	1
"602"	"pgsql"	"pk-xt-1M-1000-120-1"	1129	7327	1	0	0	0	0.5	0.000751	1
"603"	"pgsql"	"pk-xt-1M-1000-120-1"	1129	7366	1	0	0.333333333333333	0	0.5	0.000677	1
"604"	"pgsql"	"pk-xt-1M-1000-120-1"	1129	7406	1	0	0.666666666666667	0	0.5	0.000622	1
"605"	"pgsql"	"pk-xt-1M-1000-120-1"	1129	7427	1	0	1	0	0.5	0.000689	1
"606"	"pgsql"	"pk-xt-1M-1000-120-1"	1129	7467	1	0	0	0	0.75	0.00075	1
"607"	"pgsql"	"pk-xt-1M-1000-120-1"	1129	7506	1	0	0.333333333333333	0	0.75	0.000778	1
"608"	"pgsql"	"pk-xt-1M-1000-120-1"	1129	7546	1	0	0.666666666666667	0	0.75	0.000682	1
"609"	"pgsql"	"pk-xt-1M-1000-120-1"	1129	7587	1	0	1	0	0.75	0.000685	1
"610"	"pgsql"	"pk-xt-1M-1000-120-1"	1129	7627	1	0	0	0	1	0.00067	1
"611"	"pgsql"	"pk-xt-1M-1000-120-1"	1129	7666	1	0	0.333333333333333	0	1	0.000852	1
"612"	"pgsql"	"pk-xt-1M-1000-120-1"	1129	7686	1	0	0.666666666666667	0	1	0.000866	1
"613"	"pgsql"	"pk-xt-1M-1000-120-1"	1129	7706	1	0	1	0	1	0.000814	1
"614"	"pgsql"	"pk-xt-1M-1000-120-1"	1129	7726	1	0	0	0.01	0	0.001562	1
"615"	"pgsql"	"pk-xt-1M-1000-120-1"	1129	7747	1	0	0.333333333333333	0.01	0	0.001593	1
"616"	"pgsql"	"pk-xt-1M-1000-120-1"	1129	7766	1	0	0.666666666666667	0.01	0	0.001572	1
"617"	"pgsql"	"pk-xt-1M-1000-120-1"	1129	7786	1	0	1	0.01	0	0.001532	1
"618"	"pgsql"	"pk-xt-1M-1000-120-1"	1129	8126	1	0	0	0.1	0	0.007282	1
"619"	"pgsql"	"pk-xt-1M-1000-120-1"	1129	8146	1	0	0.333333333333333	0.1	0	0.00738	1
"620"	"pgsql"	"pk-xt-1M-1000-120-1"	1129	8166	1	0	0.666666666666667	0.1	0	0.006965	1
"621"	"pgsql"	"pk-xt-1M-1000-120-1"	1129	8186	1	0	1	0.1	0	0.006691	1
"622"	"pgsql"	"pk-xt-1M-1000-120-1"	1129	8526	1	0	0	1	0	0.059879	1
"623"	"pgsql"	"pk-xt-1M-1000-120-1"	1129	8567	1	0	0.666666666666667	1	0	0.061893	1
"624"	"pgsql"	"pk-xt-1M-1000-120-2"	1729	9266	1	0.142857142857143	0	0	0.25	0.000723	1
"625"	"pgsql"	"pk-xt-1M-1000-120-2"	1729	9306	1	0.142857142857143	0.666666666666667	0	0.25	0.000723	1
"626"	"pgsql"	"pk-xt-1M-1000-120-2"	1729	9308	1	0.142857142857143	1	0	0.25	0.000906	0.5
"627"	"pgsql"	"pk-xt-1M-1000-120-2"	1729	9310	1	0.142857142857143	0	0	0.5	0.000674	1
"628"	"pgsql"	"pk-xt-1M-1000-120-2"	1729	9317	1	0.142857142857143	0	0	0.75	0	1
"629"	"pgsql"	"pk-xt-1M-1000-120-2"	1729	9329	1	0.142857142857143	0	0	1	0	1
"630"	"pgsql"	"pk-xt-1M-1000-120-2"	1729	9447	1	0.142857142857143	1	0.1	0	0.744538	0.5
"631"	"pgsql"	"pk-xt-1M-1000-120-2"	1729	9448	1	0.142857142857143	0	1	0	0.743724	1
"632"	"pgsql"	"pk-xt-1M-1000-120-2"	1729	9452	1	0.142857142857143	0.666666666666667	1	0	0.752317	1
"633"	"pgsql"	"pk-xt-1M-1000-120-2"	1729	9454	1	0.142857142857143	1	1	0	0.733395	1
"634"	"pgsql"	"pk-xt-1M-1000-120-4"	1472	8686	1	0.428571428571429	0	0	0.25	0.000134	1
"635"	"pgsql"	"pk-xt-1M-1000-120-4"	1472	8766	1	0.428571428571429	0.333333333333333	0	0.25	0.00012	0.6
"636"	"pgsql"	"pk-xt-1M-1000-120-4"	1472	8806	1	0.428571428571429	0.666666666666667	0	0.25	0.000176	1
"637"	"pgsql"	"pk-xt-1M-1000-120-4"	1472	9413	1	0.428571428571429	1	0	0.25	0.000172	1
"638"	"pgsql"	"pk-xt-1M-1000-120-4"	1472	9415	1	0.428571428571429	0	0	0.5	0.000109	1
"639"	"pgsql"	"pk-xt-1M-1000-120-4"	1472	9417	1	0.428571428571429	0.333333333333333	0	0.5	0.000145	1
"640"	"pgsql"	"pk-xt-1M-1000-120-4"	1472	9418	1	0.428571428571429	0.666666666666667	0	0.5	0.000149	1
"641"	"pgsql"	"pk-xt-1M-1000-120-4"	1472	9420	1	0.428571428571429	1	0	0.5	0.000112	1
"642"	"pgsql"	"pk-xt-1M-1000-120-4"	1472	9422	1	0.428571428571429	0	0	0.75	0.000104	1
"643"	"pgsql"	"pk-xt-1M-1000-120-4"	1472	9424	1	0.428571428571429	0.333333333333333	0	0.75	0.00014	1
"644"	"pgsql"	"pk-xt-1M-1000-120-4"	1472	9426	1	0.428571428571429	0.666666666666667	0	0.75	0.000102	0.5
"645"	"pgsql"	"pk-xt-1M-1000-120-4"	1472	9427	1	0.428571428571429	1	0	0.75	0.000191	0.4
"646"	"pgsql"	"pk-xt-1M-1000-120-4"	1472	9429	1	0.428571428571429	0	0	1	0.000486	0
"647"	"pgsql"	"pk-xt-1M-1000-120-4"	1472	9431	1	0.428571428571429	0.333333333333333	0	1	0.000224	0.5
"648"	"pgsql"	"pk-xt-1M-1000-120-4"	1472	9433	1	0.428571428571429	0.666666666666667	0	1	0.000436	0
"649"	"pgsql"	"pk-xt-1M-1000-120-4"	1472	9435	1	0.428571428571429	1	0	1	0.000191	0.5
"650"	"pgsql"	"pk-xt-1M-1000-120-4"	1472	9438	1	0.428571428571429	0	0.01	0	0.000711	0.5
"651"	"pgsql"	"pk-xt-1M-1000-120-4"	1472	9442	1	0.428571428571429	0.666666666666667	0.01	0	0.000424	0.4
"652"	"pgsql"	"pk-xt-1M-1000-120-4"	1472	9444	1	0.428571428571429	1	0.01	0	0.000841	0.2
"653"	"pgsql"	"pk-xt-1M-1000-120-4"	1472	9451	1	0.428571428571429	0.666666666666667	0.1	0	0.002422	0.5
"654"	"pgsql"	"pk-xt-1M-1000-120-4"	1472	9455	1	0.428571428571429	0	1	0	0.017799	1
"655"	"pgsql"	"pk-xt-1M-1000-120-4"	1472	9456	1	0.428571428571429	0.333333333333333	1	0	0.018794	0.7
"656"	"pgsql"	"pk-xt-1M-1000-120-4"	1472	9457	1	0.428571428571429	0.666666666666667	1	0	0.022695	0.5
"657"	"pgsql"	"pk-xt-1M-1000-120-8"	1749	9295	1	1	0	0	0.25	0.000204	0.3
"658"	"pgsql"	"pk-xt-1M-1000-120-8"	1749	9307	1	1	0.666666666666667	0	0.25	0.000125	0.3
"659"	"pgsql"	"pk-xt-1M-1000-120-8"	1749	9309	1	1	1	0	0.25	0.000684	0
"660"	"pgsql"	"pk-xt-1M-1000-120-8"	1749	9311	1	1	0	0	0.5	0.000144	0.3
"661"	"pgsql"	"pk-xt-1M-1000-120-8"	1749	9314	1	1	0.333333333333333	0	0.5	0.000907	0.4
"662"	"pgsql"	"pk-xt-1M-1000-120-8"	1749	9318	1	1	1	0	0.5	0.00011	0.3
"663"	"pgsql"	"pk-xt-1M-1000-120-8"	1749	9320	1	1	0	0	0.75	0.000106	0.4
"664"	"pgsql"	"pk-xt-1M-1000-120-8"	1749	9322	1	1	0.333333333333333	0	0.75	0.000153	0.3
"665"	"pgsql"	"pk-xt-1M-1000-120-8"	1749	9328	1	1	0.666666666666667	0	0.75	0.000586	0.1
"666"	"pgsql"	"pk-xt-1M-1000-120-8"	1749	9336	1	1	1	0	0.75	0.001773	0
"667"	"pgsql"	"pk-xt-1M-1000-120-8"	1749	9339	1	1	0	0	1	0.001251	0.4
"668"	"pgsql"	"pk-xt-1M-1000-120-8"	1749	9353	1	1	0.666666666666667	0	1	0.011965	0
"669"	"pgsql"	"pk-xt-1M-1000-120-8"	1749	9355	1	1	1	0	1	0.000163	0.4
"670"	"pgsql"	"pk-xt-1M-1000-120-8"	1749	9409	1	1	0	0.01	0	0.20427	1
"671"	"pgsql"	"pk-xt-1M-1000-120-8"	1749	9412	1	1	0.333333333333333	0.01	0	0.145344	1
"672"	"pgsql"	"pk-xt-1M-1000-120-8"	1749	9414	1	1	0.666666666666667	0.01	0	0.105771	1
"673"	"pgsql"	"pk-xt-1M-1000-120-8"	1749	9416	1	1	1	0.01	0	0.336177	1
"674"	"pgsql"	"pk-xt-1M-1000-120-8"	1749	9419	1	1	0	0.1	0	0.34732	1
"675"	"pgsql"	"pk-xt-1M-1000-120-8"	1749	9421	1	1	0.333333333333333	0.1	0	0.343487	1
"676"	"pgsql"	"pk-xt-1M-1000-120-8"	1749	9423	1	1	0.666666666666667	0.1	0	0.340705	1
"677"	"pgsql"	"pk-xt-1M-1000-120-8"	1749	9425	1	1	1	0.1	0	0.33602	1
"678"	"pgsql"	"pk-xt-1M-1000-120-8"	1749	9428	1	1	0	1	0	0.354817	1
"679"	"pgsql"	"pk-xt-1M-1000-120-8"	1749	9430	1	1	0.333333333333333	1	0	0.349673	1
"680"	"pgsql"	"pk-xt-1M-1000-120-8"	1749	9432	1	1	0.666666666666667	1	0	0.345586	1
"681"	"pgsql"	"pk-xt-1M-1000-120-8"	1749	9437	1	1	1	1	0	0.340943	1
"682"	"pgsql"	"xt-1M-1000-120-1"	969	1602	0	0	0	0	0.25	0.000934	0.1
"683"	"pgsql"	"xt-1M-1000-120-1"	969	1623	0	0	0.333333333333333	0	0.25	0.001017	0.1
"684"	"pgsql"	"xt-1M-1000-120-1"	969	1661	0	0	0.666666666666667	0	0.25	0.001093	0
"685"	"pgsql"	"xt-1M-1000-120-1"	969	1683	0	0	1	0	0.25	0.001162	0.1
"686"	"pgsql"	"xt-1M-1000-120-1"	969	1723	0	0	0	0	0.5	0.000751	0
"687"	"pgsql"	"xt-1M-1000-120-1"	969	1763	0	0	0.333333333333333	0	0.5	0.000578	0
"688"	"pgsql"	"xt-1M-1000-120-1"	969	1801	0	0	0.666666666666667	0	0.5	0.001211	0
"689"	"pgsql"	"xt-1M-1000-120-1"	969	1842	0	0	1	0	0.5	0.00117	0
"690"	"pgsql"	"xt-1M-1000-120-1"	969	1882	0	0	0	0	0.75	0.000721	0
"691"	"pgsql"	"xt-1M-1000-120-1"	969	1902	0	0	0.333333333333333	0	0.75	0.000409	0
"692"	"pgsql"	"xt-1M-1000-120-1"	969	1923	0	0	0.666666666666667	0	0.75	0.000942	0
"693"	"pgsql"	"xt-1M-1000-120-1"	969	1943	0	0	1	0	0.75	0.000661	0
"694"	"pgsql"	"xt-1M-1000-120-1"	969	1983	0	0	0	0	1	0.001193	0.3
"695"	"pgsql"	"xt-1M-1000-120-1"	969	2022	0	0	0.333333333333333	0	1	0.00095	0
"696"	"pgsql"	"xt-1M-1000-120-1"	969	2043	0	0	0.666666666666667	0	1	0.001405	0
"697"	"pgsql"	"xt-1M-1000-120-1"	969	2083	0	0	1	0	1	0.000428	0
"698"	"pgsql"	"xt-1M-1000-120-1"	969	2123	0	0	0	0.01	0	0.584779	0.7
"699"	"pgsql"	"xt-1M-1000-120-1"	969	2142	0	0	0.333333333333333	0.01	0	0.437015	1
"700"	"pgsql"	"xt-1M-1000-120-1"	969	2144	0	0	0.666666666666667	0.01	0	0.582405	1
"701"	"pgsql"	"xt-1M-1000-120-1"	969	2147	0	0	1	0.01	0	0.519821	1
"702"	"pgsql"	"xt-1M-1000-120-1"	969	2503	0	0	0	0.1	0	0.569045	1
"703"	"pgsql"	"xt-1M-1000-120-1"	969	2522	0	0	0.333333333333333	0.1	0	0.56509	1
"704"	"pgsql"	"xt-1M-1000-120-1"	969	2541	0	0	0.666666666666667	0.1	0	0.543025	1
"705"	"pgsql"	"xt-1M-1000-120-1"	969	2561	0	0	1	0.1	0	0.561257	1
"706"	"pgsql"	"xt-1M-1000-120-1"	969	4124	0	0	0.333333333333333	1	0	0.611729	0.6
"707"	"pgsql"	"xt-1M-1000-120-1"	969	4125	0	0	0.666666666666667	1	0	0.585413	1
"708"	"pgsql"	"xt-1M-1000-120-1"	969	4144	0	0	1	1	0	0.60874	0.5
"709"	"pgsql"	"xt-1M-1000-120-2"	709	401	0	0.142857142857143	0	0	0.25	0.000395	0.1
"710"	"pgsql"	"xt-1M-1000-120-2"	709	422	0	0.142857142857143	0.333333333333333	0	0.25	0.000377	0.1
"711"	"pgsql"	"xt-1M-1000-120-2"	709	462	0	0.142857142857143	0.666666666666667	0	0.25	0.000278	0.6
"712"	"pgsql"	"xt-1M-1000-120-2"	709	482	0	0.142857142857143	1	0	0.25	0.00027	0.3
"713"	"pgsql"	"xt-1M-1000-120-2"	709	521	0	0.142857142857143	0	0	0.5	0.000281	0
"714"	"pgsql"	"xt-1M-1000-120-2"	709	542	0	0.142857142857143	0.333333333333333	0	0.5	0.00041	0.2
"715"	"pgsql"	"xt-1M-1000-120-2"	709	582	0	0.142857142857143	0.666666666666667	0	0.5	0.000504	1
"716"	"pgsql"	"xt-1M-1000-120-2"	709	601	0	0.142857142857143	1	0	0.5	0.000273	0.5
"717"	"pgsql"	"xt-1M-1000-120-2"	709	641	0	0.142857142857143	0	0	0.75	0.000335	0.3
"718"	"pgsql"	"xt-1M-1000-120-2"	709	662	0	0.142857142857143	0.333333333333333	0	0.75	7.1e-05	0.1
"719"	"pgsql"	"xt-1M-1000-120-2"	709	702	0	0.142857142857143	0.666666666666667	0	0.75	0.000288	0.1
"720"	"pgsql"	"xt-1M-1000-120-2"	709	741	0	0.142857142857143	1	0	0.75	0.00042	1
"721"	"pgsql"	"xt-1M-1000-120-2"	709	762	0	0.142857142857143	0	0	1	0.000231	0.1
"722"	"pgsql"	"xt-1M-1000-120-2"	709	802	0	0.142857142857143	0.333333333333333	0	1	0.000214	0.1
"723"	"pgsql"	"xt-1M-1000-120-2"	709	841	0	0.142857142857143	0.666666666666667	0	1	0.00033	0.2
"724"	"pgsql"	"xt-1M-1000-120-2"	709	862	0	0.142857142857143	1	0	1	0.000422	0.1
"725"	"pgsql"	"xt-1M-1000-120-2"	709	902	0	0.142857142857143	0	0.01	0	1	1
