"RNUM"	"DBMS"	"EXPERIMENTNAME"	"RUNID"	"BATCHSETID"	"PK"	"NUMPROCESSORS"	"ACTROWPOOL"	"PCTREAD"	"PCTUPDATE"	"ATP"	"MAXMPL"
"241"	"mysql"	"pk-xt-1M-1000-120-2"	1471	9450	1	0.142857142857143	0.333333333333333	1	0	0.032565	0.6
"242"	"mysql"	"pk-xt-1M-1000-120-2"	1471	9452	1	0.142857142857143	0.666666666666667	1	0	0.048644	1
"243"	"mysql"	"pk-xt-1M-1000-120-2"	1471	9454	1	0.142857142857143	1	1	0	0.054219	0.2
"244"	"mysql"	"pk-xt-1M-1000-120-4"	1473	8686	1	0.428571428571429	0	0	0.25	0.149449	1
"245"	"mysql"	"pk-xt-1M-1000-120-4"	1473	8766	1	0.428571428571429	0.333333333333333	0	0.25	0.044832	0.6
"246"	"mysql"	"pk-xt-1M-1000-120-4"	1473	8806	1	0.428571428571429	0.666666666666667	0	0.25	0.338303	0.1
"247"	"mysql"	"pk-xt-1M-1000-120-4"	1473	9413	1	0.428571428571429	1	0	0.25	0.190349	0
"248"	"mysql"	"pk-xt-1M-1000-120-4"	1473	9415	1	0.428571428571429	0	0	0.5	0.093789	0.6
"249"	"mysql"	"pk-xt-1M-1000-120-4"	1473	9417	1	0.428571428571429	0.333333333333333	0	0.5	0.107466	1
"250"	"mysql"	"pk-xt-1M-1000-120-4"	1473	9418	1	0.428571428571429	0.666666666666667	0	0.5	0.47101	0
"251"	"mysql"	"pk-xt-1M-1000-120-4"	1473	9420	1	0.428571428571429	1	0	0.5	0.409212	0
"252"	"mysql"	"pk-xt-1M-1000-120-4"	1473	9422	1	0.428571428571429	0	0	0.75	0.108253	1
"253"	"mysql"	"pk-xt-1M-1000-120-4"	1473	9424	1	0.428571428571429	0.333333333333333	0	0.75	0.040444	1
"254"	"mysql"	"pk-xt-1M-1000-120-4"	1473	9426	1	0.428571428571429	0.666666666666667	0	0.75	0.573083	0.7
"255"	"mysql"	"pk-xt-1M-1000-120-4"	1473	9427	1	0.428571428571429	1	0	0.75	0.546643	1
"256"	"mysql"	"pk-xt-1M-1000-120-4"	1473	9429	1	0.428571428571429	0	0	1	0.069012	0.5
"257"	"mysql"	"pk-xt-1M-1000-120-4"	1473	9431	1	0.428571428571429	0.333333333333333	0	1	0.042439	1
"258"	"mysql"	"pk-xt-1M-1000-120-4"	1473	9433	1	0.428571428571429	0.666666666666667	0	1	0.59612	1
"259"	"mysql"	"pk-xt-1M-1000-120-4"	1473	9435	1	0.428571428571429	1	0	1	0.559645	1
"260"	"mysql"	"pk-xt-1M-1000-120-4"	1473	9438	1	0.428571428571429	0	0.01	0	0.000284	1
"261"	"mysql"	"pk-xt-1M-1000-120-4"	1473	9440	1	0.428571428571429	0.333333333333333	0.01	0	0.000272	1
"262"	"mysql"	"pk-xt-1M-1000-120-4"	1473	9446	1	0.428571428571429	0	0.1	0	0.001396	1
"263"	"mysql"	"pk-xt-1M-1000-120-4"	1473	9449	1	0.428571428571429	0.333333333333333	0.1	0	0.001383	1
"264"	"mysql"	"pk-xt-1M-1000-120-4"	1473	9451	1	0.428571428571429	0.666666666666667	0.1	0	0.00134	1
"265"	"mysql"	"pk-xt-1M-1000-120-4"	1473	9453	1	0.428571428571429	1	0.1	0	0.001319	1
"266"	"mysql"	"pk-xt-1M-1000-120-4"	1473	9455	1	0.428571428571429	0	1	0	0.019425	1
"267"	"mysql"	"pk-xt-1M-1000-120-8"	1470	9295	1	1	0	0	0.25	0.058096	1
"268"	"mysql"	"pk-xt-1M-1000-120-8"	1470	9304	1	1	0.333333333333333	0	0.25	0.216346	0
"269"	"mysql"	"pk-xt-1M-1000-120-8"	1470	9307	1	1	0.666666666666667	0	0.25	0.255803	0
"270"	"mysql"	"pk-xt-1M-1000-120-8"	1470	9309	1	1	1	0	0.25	0.171626	0
"271"	"mysql"	"pk-xt-1M-1000-120-8"	1470	9311	1	1	0	0	0.5	0.063963	1
"272"	"mysql"	"pk-xt-1M-1000-120-8"	1470	9314	1	1	0.333333333333333	0	0.5	0.061061	1
"273"	"mysql"	"pk-xt-1M-1000-120-8"	1470	9316	1	1	0.666666666666667	0	0.5	0.448909	0
"274"	"mysql"	"pk-xt-1M-1000-120-8"	1470	9318	1	1	1	0	0.5	0.357576	0
"275"	"mysql"	"pk-xt-1M-1000-120-8"	1470	9320	1	1	0	0	0.75	0.079913	0.7
"276"	"mysql"	"pk-xt-1M-1000-120-8"	1470	9322	1	1	0.333333333333333	0	0.75	0.040503	1
"277"	"mysql"	"pk-xt-1M-1000-120-8"	1470	9328	1	1	0.666666666666667	0	0.75	0.556478	0.6
"278"	"mysql"	"pk-xt-1M-1000-120-8"	1470	9336	1	1	1	0	0.75	0.568953	1
"279"	"mysql"	"pk-xt-1M-1000-120-8"	1470	9339	1	1	0	0	1	0.054827	1
"280"	"mysql"	"pk-xt-1M-1000-120-8"	1470	9348	1	1	0.333333333333333	0	1	0.054506	0.7
"281"	"mysql"	"pk-xt-1M-1000-120-8"	1470	9353	1	1	0.666666666666667	0	1	0.59067	1
"282"	"mysql"	"pk-xt-1M-1000-120-8"	1470	9355	1	1	1	0	1	0.565978	1
"283"	"mysql"	"pk-xt-1M-1000-120-8"	1470	9409	1	1	0	0.01	0	2.1e-05	1
"284"	"mysql"	"pk-xt-1M-1000-120-8"	1470	9412	1	1	0.333333333333333	0.01	0	2.2e-05	1
"285"	"mysql"	"pk-xt-1M-1000-120-8"	1470	9414	1	1	0.666666666666667	0.01	0	9e-06	1
"286"	"mysql"	"pk-xt-1M-1000-120-8"	1470	9416	1	1	1	0.01	0	0	1
"287"	"mysql"	"pk-xt-1M-1000-120-8"	1470	9419	1	1	0	0.1	0	0.000632	1
"288"	"mysql"	"pk-xt-1M-1000-120-8"	1470	9421	1	1	0.333333333333333	0.1	0	0.000652	1
"289"	"mysql"	"pk-xt-1M-1000-120-8"	1470	9423	1	1	0.666666666666667	0.1	0	0.000574	1
"290"	"mysql"	"pk-xt-1M-1000-120-8"	1470	9425	1	1	1	0.1	0	0.000648	1
"291"	"mysql"	"pk-xt-1M-1000-120-8"	1470	9428	1	1	0	1	0	0.010809	0.1
"292"	"mysql"	"pk-xt-1M-1000-120-8"	1470	9430	1	1	0.333333333333333	1	0	0.011398	0.1
"293"	"mysql"	"xt-1M-1000-120-1"	1289	1602	0	0	0	0	0.25	0.429474	1
"294"	"mysql"	"xt-1M-1000-120-1"	1289	1623	0	0	0.333333333333333	0	0.25	0.429417	1
"295"	"mysql"	"xt-1M-1000-120-1"	1289	1661	0	0	0.666666666666667	0	0.25	0.429727	1
"296"	"mysql"	"xt-1M-1000-120-1"	1289	1683	0	0	1	0	0.25	0.429298	1
"297"	"mysql"	"xt-1M-1000-120-1"	1289	1723	0	0	0	0	0.5	0.429306	1
"298"	"mysql"	"xt-1M-1000-120-1"	1289	1763	0	0	0.333333333333333	0	0.5	0.429576	1
"299"	"mysql"	"xt-1M-1000-120-1"	1289	1801	0	0	0.666666666666667	0	0.5	0.42949	1
"300"	"mysql"	"xt-1M-1000-120-1"	1289	1842	0	0	1	0	0.5	0.429392	1
"301"	"mysql"	"xt-1M-1000-120-1"	1289	1882	0	0	0	0	0.75	0.429746	1
"302"	"mysql"	"xt-1M-1000-120-1"	1289	1902	0	0	0.333333333333333	0	0.75	0.429468	1
"303"	"mysql"	"xt-1M-1000-120-1"	1289	1923	0	0	0.666666666666667	0	0.75	0.429314	1
"304"	"mysql"	"xt-1M-1000-120-1"	1289	1943	0	0	1	0	0.75	0.429234	1
"305"	"mysql"	"xt-1M-1000-120-1"	1289	1983	0	0	0	0	1	0.429477	1
"306"	"mysql"	"xt-1M-1000-120-1"	1289	2022	0	0	0.333333333333333	0	1	0.429165	1
"307"	"mysql"	"xt-1M-1000-120-1"	1289	2043	0	0	0.666666666666667	0	1	0.42965	1
"308"	"mysql"	"xt-1M-1000-120-1"	1289	2083	0	0	1	0	1	0.429246	1
"309"	"mysql"	"xt-1M-1000-120-1"	1289	2123	0	0	0	0.01	0	0.624753	0.1
"310"	"mysql"	"xt-1M-1000-120-1"	1289	2142	0	0	0.333333333333333	0.01	0	0.60427	0.1
"311"	"mysql"	"xt-1M-1000-120-1"	1289	2144	0	0	0.666666666666667	0.01	0	0.624608	0.1
"312"	"mysql"	"xt-1M-1000-120-1"	1289	2147	0	0	1	0.01	0	0.600293	0.1
"313"	"mysql"	"xt-1M-1000-120-1"	1289	2503	0	0	0	0.1	0	0.639199	0.1
"314"	"mysql"	"xt-1M-1000-120-1"	1289	2522	0	0	0.333333333333333	0.1	0	0.620981	0.1
"315"	"mysql"	"xt-1M-1000-120-1"	1289	2541	0	0	0.666666666666667	0.1	0	0.619041	0.1
"316"	"mysql"	"xt-1M-1000-120-1"	1289	2561	0	0	1	0.1	0	0.610007	0.1
"317"	"mysql"	"xt-1M-1000-120-1"	1289	4144	0	0	1	1	0	0.945013	0.1
"318"	"mysql"	"xt-1M-1000-120-2"	1291	401	0	0.142857142857143	0	0	0.25	0.428971	1
"319"	"mysql"	"xt-1M-1000-120-2"	1291	422	0	0.142857142857143	0.333333333333333	0	0.25	0.429128	1
"320"	"mysql"	"xt-1M-1000-120-2"	1291	462	0	0.142857142857143	0.666666666666667	0	0.25	0.4291	1
"321"	"mysql"	"xt-1M-1000-120-2"	1291	482	0	0.142857142857143	1	0	0.25	0.428907	1
"322"	"mysql"	"xt-1M-1000-120-2"	1291	521	0	0.142857142857143	0	0	0.5	0.428663	1
"323"	"mysql"	"xt-1M-1000-120-2"	1291	542	0	0.142857142857143	0.333333333333333	0	0.5	0.428593	1
"324"	"mysql"	"xt-1M-1000-120-2"	1291	582	0	0.142857142857143	0.666666666666667	0	0.5	0.428657	1
"325"	"mysql"	"xt-1M-1000-120-2"	1291	601	0	0.142857142857143	1	0	0.5	0.428483	1
"326"	"mysql"	"xt-1M-1000-120-2"	1291	641	0	0.142857142857143	0	0	0.75	0.429628	1
"327"	"mysql"	"xt-1M-1000-120-2"	1291	662	0	0.142857142857143	0.333333333333333	0	0.75	0.428871	1
"328"	"mysql"	"xt-1M-1000-120-2"	1291	702	0	0.142857142857143	0.666666666666667	0	0.75	0.428877	1
"329"	"mysql"	"xt-1M-1000-120-2"	1291	741	0	0.142857142857143	1	0	0.75	0.428827	1
"330"	"mysql"	"xt-1M-1000-120-2"	1291	762	0	0.142857142857143	0	0	1	0.428667	1
"331"	"mysql"	"xt-1M-1000-120-2"	1291	802	0	0.142857142857143	0.333333333333333	0	1	0.428441	1
"332"	"mysql"	"xt-1M-1000-120-2"	1291	841	0	0.142857142857143	0.666666666666667	0	1	0.428779	1
"333"	"mysql"	"xt-1M-1000-120-2"	1291	862	0	0.142857142857143	1	0	1	0.428842	1
"334"	"mysql"	"xt-1M-1000-120-2"	1291	902	0	0.142857142857143	0	0.01	0	0.623676	0.1
"335"	"mysql"	"xt-1M-1000-120-2"	1291	941	0	0.142857142857143	0.333333333333333	0.01	0	0.655939	0.1
"336"	"mysql"	"xt-1M-1000-120-2"	1291	962	0	0.142857142857143	0.666666666666667	0.01	0	0.613513	0.1
"337"	"mysql"	"xt-1M-1000-120-2"	1291	1001	0	0.142857142857143	1	0.01	0	0.607624	0.1
"338"	"mysql"	"xt-1M-1000-120-2"	1291	1441	0	0.142857142857143	0	0.1	0	0.660096	0.1
"339"	"mysql"	"xt-1M-1000-120-2"	1291	1461	0	0.142857142857143	0.333333333333333	0.1	0	0.611039	0.1
"340"	"mysql"	"xt-1M-1000-120-2"	1291	1482	0	0.142857142857143	0.666666666666667	0.1	0	0.614579	0.1
"341"	"mysql"	"xt-1M-1000-120-2"	1291	1501	0	0.142857142857143	1	0.1	0	0.626585	0.1
"342"	"mysql"	"xt-1M-1000-120-2"	1291	1861	0	0.142857142857143	0.666666666666667	1	0	1	0.1
"343"	"mysql"	"xt-1M-1000-120-2"	1291	1881	0	0.142857142857143	1	1	0	0.652696	0.1
"344"	"mysql"	"xt-1M-1000-120-4"	1270	2203	0	0.428571428571429	0	0	0.25	0.426474	1
"345"	"mysql"	"xt-1M-1000-120-4"	1270	2222	0	0.428571428571429	0.333333333333333	0	0.25	0.425668	1
"346"	"mysql"	"xt-1M-1000-120-4"	1270	2224	0	0.428571428571429	0.666666666666667	0	0.25	0.425401	1
"347"	"mysql"	"xt-1M-1000-120-4"	1270	2225	0	0.428571428571429	1	0	0.25	0.426002	1
"348"	"mysql"	"xt-1M-1000-120-4"	1270	2228	0	0.428571428571429	0	0	0.5	0.425836	1
"349"	"mysql"	"xt-1M-1000-120-4"	1270	2242	0	0.428571428571429	0.333333333333333	0	0.5	0.425622	1
"350"	"mysql"	"xt-1M-1000-120-4"	1270	2261	0	0.428571428571429	0.666666666666667	0	0.5	0.425002	1
"351"	"mysql"	"xt-1M-1000-120-4"	1270	2263	0	0.428571428571429	1	0	0.5	0.425292	1
"352"	"mysql"	"xt-1M-1000-120-4"	1270	2283	0	0.428571428571429	0	0	0.75	0.425781	1
"353"	"mysql"	"xt-1M-1000-120-4"	1270	2301	0	0.428571428571429	0.333333333333333	0	0.75	0.425657	1
"354"	"mysql"	"xt-1M-1000-120-4"	1270	2304	0	0.428571428571429	0.666666666666667	0	0.75	0.426028	1
"355"	"mysql"	"xt-1M-1000-120-4"	1270	2322	0	0.428571428571429	1	0	0.75	0.425239	1
"356"	"mysql"	"xt-1M-1000-120-4"	1270	2323	0	0.428571428571429	0	0	1	0.425599	1
"357"	"mysql"	"xt-1M-1000-120-4"	1270	2326	0	0.428571428571429	0.333333333333333	0	1	0.425527	1
"358"	"mysql"	"xt-1M-1000-120-4"	1270	2342	0	0.428571428571429	0.666666666666667	0	1	0.425639	1
"359"	"mysql"	"xt-1M-1000-120-4"	1270	2344	0	0.428571428571429	1	0	1	0.425969	1
"360"	"mysql"	"xt-1M-1000-120-4"	1270	2362	0	0.428571428571429	0	0.01	0	0.600993	0.3
"361"	"mysql"	"xt-1M-1000-120-4"	1270	2382	0	0.428571428571429	0.333333333333333	0.01	0	0.557908	0.3
"362"	"mysql"	"xt-1M-1000-120-4"	1270	2384	0	0.428571428571429	0.666666666666667	0.01	0	0.591224	0.3
"363"	"mysql"	"xt-1M-1000-120-4"	1270	2387	0	0.428571428571429	1	0.01	0	0.561857	0.3
"364"	"mysql"	"xt-1M-1000-120-4"	1270	3003	0	0.428571428571429	0	0.1	0	0.589274	0.3
"365"	"mysql"	"xt-1M-1000-120-4"	1270	3004	0	0.428571428571429	0.333333333333333	0.1	0	0.599056	0.3
"366"	"mysql"	"xt-1M-1000-120-4"	1270	3023	0	0.428571428571429	0.666666666666667	0.1	0	0.582059	0.3
"367"	"mysql"	"xt-1M-1000-120-4"	1270	3024	0	0.428571428571429	1	0.1	0	0.616663	0.3
"368"	"mysql"	"xt-1M-1000-120-4"	1270	3183	0	0.428571428571429	0	1	0	0.618096	0.3
"369"	"mysql"	"xt-1M-1000-120-4"	1270	3184	0	0.428571428571429	0.333333333333333	1	0	0.868934	0.7
"370"	"mysql"	"xt-1M-1000-120-4"	1270	3203	0	0.428571428571429	0.666666666666667	1	0	0.814335	0.1
"371"	"mysql"	"xt-1M-1000-120-4"	1270	3204	0	0.428571428571429	1	1	0	0.771758	0.3
"372"	"mysql"	"xt-1M-1000-120-8"	1369	3764	0	1	0	0	0.25	0.42379	1
"373"	"mysql"	"xt-1M-1000-120-8"	1369	3804	0	1	0.333333333333333	0	0.25	0.42444	1
"374"	"mysql"	"xt-1M-1000-120-8"	1369	3806	0	1	0.666666666666667	0	0.25	0.424226	1
"375"	"mysql"	"xt-1M-1000-120-8"	1369	3823	0	1	1	0	0.25	0.424171	1
"376"	"mysql"	"xt-1M-1000-120-8"	1369	3843	0	1	0	0	0.5	0.42372	1
"377"	"mysql"	"xt-1M-1000-120-8"	1369	3863	0	1	0.333333333333333	0	0.5	0.42373	1
"378"	"mysql"	"xt-1M-1000-120-8"	1369	4164	0	1	0.666666666666667	0	0.5	0.423853	1
"379"	"mysql"	"xt-1M-1000-120-8"	1369	4184	0	1	1	0	0.5	0.423571	1
"380"	"mysql"	"xt-1M-1000-120-8"	1369	4204	0	1	0	0	0.75	0.424006	1
"381"	"mysql"	"xt-1M-1000-120-8"	1369	4224	0	1	0.333333333333333	0	0.75	0.42389	1
"382"	"mysql"	"xt-1M-1000-120-8"	1369	4244	0	1	0.666666666666667	0	0.75	0.424038	1
"383"	"mysql"	"xt-1M-1000-120-8"	1369	4265	0	1	1	0	0.75	0.424258	1
"384"	"mysql"	"xt-1M-1000-120-8"	1369	4384	0	1	0	0	1	0.423662	1
"385"	"mysql"	"xt-1M-1000-120-8"	1369	4604	0	1	0.333333333333333	0	1	0.424282	1
"386"	"mysql"	"xt-1M-1000-120-8"	1369	4625	0	1	0.666666666666667	0	1	0.424083	1
"387"	"mysql"	"xt-1M-1000-120-8"	1369	4724	0	1	1	0	1	0.423496	1
"388"	"mysql"	"xt-1M-1000-120-8"	1369	4765	0	1	0	0.01	0	0.530886	0.1
"389"	"mysql"	"xt-1M-1000-120-8"	1369	4805	0	1	0.333333333333333	0.01	0	0.537181	0.3
"390"	"mysql"	"xt-1M-1000-120-8"	1369	4824	0	1	0.666666666666667	0.01	0	0.517376	0.3
"391"	"mysql"	"xt-1M-1000-120-8"	1369	4844	0	1	1	0.01	0	0.507752	0.1
"392"	"mysql"	"xt-1M-1000-120-8"	1369	5205	0	1	0	0.1	0	0.506993	0.3
"393"	"mysql"	"xt-1M-1000-120-8"	1369	5245	0	1	0.333333333333333	0.1	0	0.557865	0.1
"394"	"mysql"	"xt-1M-1000-120-8"	1369	5284	0	1	0.666666666666667	0.1	0	0.533925	0.3
"395"	"mysql"	"xt-1M-1000-120-8"	1369	5304	0	1	1	0.1	0	0.509671	0.3
"396"	"mysql"	"xt-1M-1000-120-8"	1369	5606	0	1	0	1	0	0.511169	0.3
"397"	"mysql"	"xt-1M-1000-120-8"	1369	5608	0	1	0.333333333333333	1	0	0.536932	0.1
"398"	"mysql"	"xt-1M-1000-120-8"	1369	5626	0	1	0.666666666666667	1	0	0.54314	0.3
"399"	"oracle"	"pk-xt-1M-1000-120-1"	1329	7207	1	0	0	0	0.25	0.01084	0.7
"400"	"oracle"	"pk-xt-1M-1000-120-1"	1329	7246	1	0	0.333333333333333	0	0.25	0.012762	0.5
"401"	"oracle"	"pk-xt-1M-1000-120-1"	1329	7286	1	0	0.666666666666667	0	0.25	0.012855	0.6
"402"	"oracle"	"pk-xt-1M-1000-120-1"	1329	7306	1	0	1	0	0.25	0.016471	0.4
"403"	"oracle"	"pk-xt-1M-1000-120-1"	1329	7327	1	0	0	0	0.5	0.015732	0
"404"	"oracle"	"pk-xt-1M-1000-120-1"	1329	7366	1	0	0.333333333333333	0	0.5	0.020157	0
"405"	"oracle"	"pk-xt-1M-1000-120-1"	1329	7406	1	0	0.666666666666667	0	0.5	0.021204	0.2
"406"	"oracle"	"pk-xt-1M-1000-120-1"	1329	7427	1	0	1	0	0.5	0.01538	1
"407"	"oracle"	"pk-xt-1M-1000-120-1"	1329	7467	1	0	0	0	0.75	0.012688	0
"408"	"oracle"	"pk-xt-1M-1000-120-1"	1329	7506	1	0	0.333333333333333	0	0.75	0.01444	1
"409"	"oracle"	"pk-xt-1M-1000-120-1"	1329	7546	1	0	0.666666666666667	0	0.75	0.013068	0.6
"410"	"oracle"	"pk-xt-1M-1000-120-1"	1329	7587	1	0	1	0	0.75	0.011795	0.5
"411"	"oracle"	"pk-xt-1M-1000-120-1"	1329	7627	1	0	0	0	1	0.012692	0.7
"412"	"oracle"	"pk-xt-1M-1000-120-1"	1329	7666	1	0	0.333333333333333	0	1	0.014443	1
"413"	"oracle"	"pk-xt-1M-1000-120-1"	1329	7686	1	0	0.666666666666667	0	1	0.019488	0.2
"414"	"oracle"	"pk-xt-1M-1000-120-1"	1329	7706	1	0	1	0	1	0.012869	0.6
"415"	"oracle"	"pk-xt-1M-1000-120-1"	1329	7726	1	0	0	0.01	0	0.013738	1
"416"	"oracle"	"pk-xt-1M-1000-120-1"	1329	7747	1	0	0.333333333333333	0.01	0	0.013812	1
"417"	"oracle"	"pk-xt-1M-1000-120-1"	1329	7766	1	0	0.666666666666667	0.01	0	0.013478	1
"418"	"oracle"	"pk-xt-1M-1000-120-1"	1329	7786	1	0	1	0.01	0	0.01372	1
"419"	"oracle"	"pk-xt-1M-1000-120-1"	1329	8126	1	0	0	0.1	0	0.014087	1
"420"	"oracle"	"pk-xt-1M-1000-120-1"	1329	8146	1	0	0.333333333333333	0.1	0	0.013324	1
"421"	"oracle"	"pk-xt-1M-1000-120-1"	1329	8166	1	0	0.666666666666667	0.1	0	0.013522	1
"422"	"oracle"	"pk-xt-1M-1000-120-1"	1329	8186	1	0	1	0.1	0	0.014901	1
"423"	"oracle"	"pk-xt-1M-1000-120-1"	1329	8526	1	0	0	1	0	0.018951	1
"424"	"oracle"	"pk-xt-1M-1000-120-1"	1329	8547	1	0	0.333333333333333	1	0	0.016446	1
"425"	"oracle"	"pk-xt-1M-1000-120-1"	1329	8567	1	0	0.666666666666667	1	0	0.014057	1
"426"	"oracle"	"pk-xt-1M-1000-120-1"	1329	8586	1	0	1	1	0	0.013668	1
"427"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9266	1	0.142857142857143	0	0	0.25	0.002609	1
"428"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9305	1	0.142857142857143	0.333333333333333	0	0.25	0.002527	1
"429"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9306	1	0.142857142857143	0.666666666666667	0	0.25	0.002865	1
"430"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9308	1	0.142857142857143	1	0	0.25	0.002935	1
"431"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9310	1	0.142857142857143	0	0	0.5	0.002172	1
"432"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9312	1	0.142857142857143	0.333333333333333	0	0.5	0.002165	1
"433"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9313	1	0.142857142857143	0.666666666666667	0	0.5	0.002331	1
"434"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9315	1	0.142857142857143	1	0	0.5	0.001316	1
"435"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9317	1	0.142857142857143	0	0	0.75	0.001242	1
"436"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9319	1	0.142857142857143	0.333333333333333	0	0.75	0.000597	1
"437"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9321	1	0.142857142857143	0.666666666666667	0	0.75	0.001031	1
"438"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9323	1	0.142857142857143	1	0	0.75	0.000481	1
"439"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9329	1	0.142857142857143	0	0	1	0.001087	1
"440"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9334	1	0.142857142857143	0.333333333333333	0	1	0.000446	0
"441"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9337	1	0.142857142857143	0.666666666666667	0	1	0.001132	0.4
"442"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9340	1	0.142857142857143	1	0	1	0.000409	1
"443"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9341	1	0.142857142857143	0	0.01	0	0	0.6
"444"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9434	1	0.142857142857143	0.333333333333333	0.01	0	0.0011	0.3
"445"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9436	1	0.142857142857143	0.666666666666667	0.01	0	0.000527	0.2
"446"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9439	1	0.142857142857143	1	0.01	0	0.00079	0.1
"447"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9441	1	0.142857142857143	0	0.1	0	0.001122	0.3
"448"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9443	1	0.142857142857143	0.333333333333333	0.1	0	0.004503	1
"449"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9445	1	0.142857142857143	0.666666666666667	0.1	0	0.003459	1
"450"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9447	1	0.142857142857143	1	0.1	0	0.001683	0.5
"451"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9448	1	0.142857142857143	0	1	0	0.001169	0.5
"452"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9450	1	0.142857142857143	0.333333333333333	1	0	0.0011	0.1
"453"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9452	1	0.142857142857143	0.666666666666667	1	0	0.001117	0.2
"454"	"oracle"	"pk-xt-1M-1000-120-2"	1610	9454	1	0.142857142857143	1	1	0	0.005812	0
"455"	"oracle"	"pk-xt-1M-1000-120-4"	1709	8686	1	0.428571428571429	0	0	0.25	0.00544	1
"456"	"oracle"	"pk-xt-1M-1000-120-4"	1709	8766	1	0.428571428571429	0.333333333333333	0	0.25	0.005337	0.2
"457"	"oracle"	"pk-xt-1M-1000-120-4"	1709	8806	1	0.428571428571429	0.666666666666667	0	0.25	0.006945	1
"458"	"oracle"	"pk-xt-1M-1000-120-4"	1709	9413	1	0.428571428571429	1	0	0.25	0.006756	1
"459"	"oracle"	"pk-xt-1M-1000-120-4"	1709	9415	1	0.428571428571429	0	0	0.5	0.005876	0.1
"460"	"oracle"	"pk-xt-1M-1000-120-4"	1709	9417	1	0.428571428571429	0.333333333333333	0	0.5	0.005928	0.2
"461"	"oracle"	"pk-xt-1M-1000-120-4"	1709	9418	1	0.428571428571429	0.666666666666667	0	0.5	0.005594	0.2
"462"	"oracle"	"pk-xt-1M-1000-120-4"	1709	9420	1	0.428571428571429	1	0	0.5	0.005595	0.2
"463"	"oracle"	"pk-xt-1M-1000-120-4"	1709	9422	1	0.428571428571429	0	0	0.75	0.00722	0.1
"464"	"oracle"	"pk-xt-1M-1000-120-4"	1709	9424	1	0.428571428571429	0.333333333333333	0	0.75	0.012497	0.1
"465"	"oracle"	"pk-xt-1M-1000-120-4"	1709	9426	1	0.428571428571429	0.666666666666667	0	0.75	0.009051	0.1
"466"	"oracle"	"pk-xt-1M-1000-120-4"	1709	9427	1	0.428571428571429	1	0	0.75	0.009908	0.2
"467"	"oracle"	"pk-xt-1M-1000-120-4"	1709	9429	1	0.428571428571429	0	0	1	0.022099	0
"468"	"oracle"	"pk-xt-1M-1000-120-4"	1709	9431	1	0.428571428571429	0.333333333333333	0	1	0.011937	0
"469"	"oracle"	"pk-xt-1M-1000-120-4"	1709	9433	1	0.428571428571429	0.666666666666667	0	1	0.015728	0
"470"	"oracle"	"pk-xt-1M-1000-120-4"	1709	9435	1	0.428571428571429	1	0	1	0.009321	0.1
"471"	"oracle"	"pk-xt-1M-1000-120-4"	1709	9451	1	0.428571428571429	0.666666666666667	0.1	0	0.003027	1
"472"	"oracle"	"pk-xt-1M-1000-120-4"	1709	9456	1	0.428571428571429	0.333333333333333	1	0	0.002899	1
"473"	"oracle"	"pk-xt-1M-1000-120-4"	1709	9457	1	0.428571428571429	0.666666666666667	1	0	0.003234	0.7
"474"	"oracle"	"pk-xt-1M-1000-120-8"	1609	9295	1	1	0	0	0.25	0.005585	0
"475"	"oracle"	"pk-xt-1M-1000-120-8"	1609	9304	1	1	0.333333333333333	0	0.25	0.00587	0
"476"	"oracle"	"pk-xt-1M-1000-120-8"	1609	9307	1	1	0.666666666666667	0	0.25	0.005435	0
"477"	"oracle"	"pk-xt-1M-1000-120-8"	1609	9309	1	1	1	0	0.25	0.004945	0
"478"	"oracle"	"pk-xt-1M-1000-120-8"	1609	9311	1	1	0	0	0.5	0.006332	0
"479"	"oracle"	"pk-xt-1M-1000-120-8"	1609	9314	1	1	0.333333333333333	0	0.5	0.004747	0
