DBMS	EXPERIMENTNAME	RUNID	BATCHSETID	PK	NUMPROCESSORS	ACTROWPOOL	PCTREAD	PCTUPDATE	ROUND(ATP,3)	MAXMPL
sqlserver	pk-xt-30K-1000-120-8	1649	9398	1	8	.25	0	25	40.301	1100
sqlserver	pk-xt-30K-1000-120-8	1649	9399	1	8	.5	0	25	38.943	1100
sqlserver	pk-xt-30K-1000-120-8	1649	9400	1	8	.75	0	25	36.863	1100
sqlserver	pk-xt-30K-1000-120-8	1649	9401	1	8	1	0	25	66.653	1100
sqlserver	pk-xt-30K-1000-120-8	1649	9402	1	8	.25	0	50	39.527	1100
sqlserver	pk-xt-30K-1000-120-8	1649	9403	1	8	.5	0	50	43.744	500
sqlserver	pk-xt-30K-1000-120-8	1649	9404	1	8	.75	0	50	56.383	1100
sqlserver	pk-xt-30K-1000-120-8	1649	9405	1	8	1	0	50	68.446	800
sqlserver	pk-xt-30K-1000-120-8	1649	9406	1	8	.25	0	75	40.47	800
sqlserver	pk-xt-30K-1000-120-8	1649	9407	1	8	.5	0	75	44.284	800
sqlserver	pk-xt-30K-1000-120-8	1649	9408	1	8	.75	0	75	49.201	1100
sqlserver	pk-xt-30K-1000-120-8	1649	9410	1	8	1	0	75	56.885	800
sqlserver	pk-xt-30K-1000-120-8	1649	9411	1	8	.25	0	100	33.479	500
sqlserver	pk-xt-30K-1000-120-8	1649	9459	1	8	.5	0	100	42.365	800
sqlserver	pk-xt-30K-1000-120-8	1649	9460	1	8	.75	0	100	47.119	800
sqlserver	pk-xt-30K-1000-120-8	1649	9461	1	8	1	0	100	51.937	800
sqlserver	pk-xt-30K-1000-120-8	1649	9462	1	8	.25	.01	0	83.87	1100
sqlserver	pk-xt-30K-1000-120-8	1649	9463	1	8	.5	.01	0	83.355	1100
sqlserver	pk-xt-30K-1000-120-8	1649	9464	1	8	.75	.01	0	83.557	1100
sqlserver	pk-xt-30K-1000-120-8	1649	9465	1	8	1	.01	0	83.881	1100
sqlserver	pk-xt-30K-1000-120-8	1649	9466	1	8	.25	.1	0	84.5	1100
sqlserver	pk-xt-30K-1000-120-8	1649	9467	1	8	.5	.1	0	83.986	1100
sqlserver	pk-xt-30K-1000-120-8	1649	9468	1	8	.75	.1	0	84.335	400
sqlserver	pk-xt-30K-1000-120-8	1649	9469	1	8	1	.1	0	83.376	1100
sqlserver	pk-xt-30K-1000-120-8	1649	9470	1	8	.25	1	0	84.139	1100
sqlserver	pk-xt-30K-1000-120-8	1649	9471	1	8	.5	1	0	77.668	1100
sqlserver	pk-xt-30K-1000-120-8	1649	9472	1	8	.75	1	0	84.79	1100
sqlserver	pk-xt-30K-1000-120-8	1649	9473	1	8	1	1	0	85.25	1100
sqlserver	xt-30K-1000-120-1	611	41	0	1	.25	0	25	31747.49	700
sqlserver	xt-30K-1000-120-1	611	42	0	1	.5	0	25	33148.78	600
sqlserver	xt-30K-1000-120-1	611	61	0	1	.75	0	25	35891.665	600
sqlserver	xt-30K-1000-120-1	611	62	0	1	1	0	25	33440.01	600
sqlserver	xt-30K-1000-120-1	611	81	0	1	.25	0	50	33067.382	600
sqlserver	xt-30K-1000-120-1	611	101	0	1	.5	0	50	36787.584	600
sqlserver	xt-30K-1000-120-1	611	121	0	1	.75	0	50	36229.681	600
sqlserver	xt-30K-1000-120-1	611	141	0	1	1	0	50	39633.945	600
sqlserver	xt-30K-1000-120-1	611	142	0	1	.25	0	75	35401.351	600
sqlserver	xt-30K-1000-120-1	611	143	0	1	.5	0	75	34347.565	600
sqlserver	xt-30K-1000-120-1	611	161	0	1	.75	0	75	35888.16	600
sqlserver	xt-30K-1000-120-1	611	162	0	1	1	0	75	40724.447	600
sqlserver	xt-30K-1000-120-1	611	181	0	1	.25	0	100	34564.907	600
sqlserver	xt-30K-1000-120-1	611	182	0	1	.5	0	100	35179.185	600
sqlserver	xt-30K-1000-120-1	611	201	0	1	.75	0	100	35952.872	600
sqlserver	xt-30K-1000-120-1	611	221	0	1	1	0	100	35763.526	600
sqlserver	xt-30K-1000-120-1	611	222	0	1	.25	.01	0	14178.856	700
sqlserver	xt-30K-1000-120-1	611	241	0	1	.5	.01	0	12699.893	700
sqlserver	xt-30K-1000-120-1	611	261	0	1	.75	.01	0	13056.254	600
sqlserver	xt-30K-1000-120-1	611	281	0	1	1	.01	0	12511.124	600
sqlserver	xt-30K-1000-120-1	611	583	0	1	.25	.1	0	16723.191	700
sqlserver	xt-30K-1000-120-1	611	602	0	1	.5	.1	0	13051.51	700
sqlserver	xt-30K-1000-120-1	611	621	0	1	.75	.1	0	10201.627	700
sqlserver	xt-30K-1000-120-1	611	642	0	1	1	.1	0	15759.882	600
sqlserver	xt-30K-1000-120-1	611	981	0	1	.25	1	0	13536.982	600
sqlserver	xt-30K-1000-120-1	611	1002	0	1	.5	1	0	14970.409	600
sqlserver	xt-30K-1000-120-1	611	1022	0	1	.75	1	0	14649.729	700
sqlserver	xt-30K-1000-120-1	611	1041	0	1	1	1	0	14490.885	700
sqlserver	xt-30K-1000-120-2	989	6066	0	2	.25	0	25	146.603	700
sqlserver	xt-30K-1000-120-2	989	6086	0	2	.5	0	25	97.831	700
sqlserver	xt-30K-1000-120-2	989	6106	0	2	.75	0	25	108.022	300
sqlserver	xt-30K-1000-120-2	989	6107	0	2	1	0	25	110.182	700
sqlserver	xt-30K-1000-120-2	989	6126	0	2	.25	0	50	103.436	600
sqlserver	xt-30K-1000-120-2	989	6146	0	2	.5	0	50	176.456	700
sqlserver	xt-30K-1000-120-2	989	6166	0	2	.75	0	50	208.785	700
sqlserver	xt-30K-1000-120-2	989	6167	0	2	1	0	50	210.074	700
sqlserver	xt-30K-1000-120-2	989	6186	0	2	.25	0	75	188.155	700
sqlserver	xt-30K-1000-120-2	989	6188	0	2	.5	0	75	196.075	700
sqlserver	xt-30K-1000-120-2	989	6206	0	2	.75	0	75	185.539	700
sqlserver	xt-30K-1000-120-2	989	6226	0	2	1	0	75	192.55	700
sqlserver	xt-30K-1000-120-2	989	6246	0	2	.25	0	100	171.829	800
sqlserver	xt-30K-1000-120-2	989	6247	0	2	.5	0	100	115.29	300
sqlserver	xt-30K-1000-120-2	989	6266	0	2	.75	0	100	117.028	700
sqlserver	xt-30K-1000-120-2	989	6267	0	2	1	0	100	134.098	100
sqlserver	xt-30K-1000-120-2	989	6286	0	2	.25	.01	0	111.532	200
sqlserver	xt-30K-1000-120-2	989	6287	0	2	.5	.01	0	111.572	200
sqlserver	xt-30K-1000-120-2	989	6306	0	2	.75	.01	0	108.606	100
sqlserver	xt-30K-1000-120-2	989	6307	0	2	1	.01	0	107.375	100
sqlserver	xt-30K-1000-120-2	989	6486	0	2	.25	.1	0	107.6	200
sqlserver	xt-30K-1000-120-2	989	6487	0	2	.5	.1	0	107.531	1100
sqlserver	xt-30K-1000-120-2	989	6506	0	2	.75	.1	0	109.451	200
sqlserver	xt-30K-1000-120-2	989	6507	0	2	1	.1	0	108.079	100
sqlserver	xt-30K-1000-120-2	989	6726	0	2	.25	1	0	108.866	100
sqlserver	xt-30K-1000-120-2	989	6727	0	2	.5	1	0	109.327	200
sqlserver	xt-30K-1000-120-2	989	6728	0	2	.75	1	0	97.743	300
sqlserver	xt-30K-1000-120-2	989	6746	0	2	1	1	0	105.248	1100
sqlserver	xt-30K-1000-120-4	1469	7746	0	4	.25	0	25	71.405	700
sqlserver	xt-30K-1000-120-4	1469	9345	0	4	.5	0	25	79.122	700
sqlserver	xt-30K-1000-120-4	1469	9346	0	4	.75	0	25	84.07	600
sqlserver	xt-30K-1000-120-4	1469	9347	0	4	1	0	25	81.636	700
sqlserver	xt-30K-1000-120-4	1469	9349	0	4	.25	0	50	73.437	700
sqlserver	xt-30K-1000-120-4	1469	9350	0	4	.5	0	50	75.73	800
sqlserver	xt-30K-1000-120-4	1469	9351	0	4	.75	0	50	73.533	700
sqlserver	xt-30K-1000-120-4	1469	9352	0	4	1	0	50	82.559	700
sqlserver	xt-30K-1000-120-4	1469	9354	0	4	.25	0	75	77.728	700
sqlserver	xt-30K-1000-120-4	1469	9356	0	4	.5	0	75	72.658	700
sqlserver	xt-30K-1000-120-4	1469	9366	0	4	.75	0	75	74.008	700
sqlserver	xt-30K-1000-120-4	1469	9367	0	4	1	0	75	74.783	700
sqlserver	xt-30K-1000-120-4	1469	9368	0	4	.25	0	100	73.692	600
sqlserver	xt-30K-1000-120-4	1469	9369	0	4	.5	0	100	78.605	700
sqlserver	xt-30K-1000-120-4	1469	9370	0	4	.75	0	100	73.443	700
sqlserver	xt-30K-1000-120-4	1469	9371	0	4	1	0	100	79.389	700
sqlserver	xt-30K-1000-120-4	1469	9372	0	4	.25	.01	0	59.332	1100
sqlserver	xt-30K-1000-120-4	1469	9387	0	4	.5	.01	0	58.291	1100
sqlserver	xt-30K-1000-120-4	1469	9388	0	4	.75	.01	0	59.044	1100
sqlserver	xt-30K-1000-120-4	1469	9389	0	4	1	.01	0	59.012	1100
sqlserver	xt-30K-1000-120-4	1469	9390	0	4	.25	.1	0	59.684	1100
sqlserver	xt-30K-1000-120-4	1469	9391	0	4	.5	.1	0	58.237	1100
sqlserver	xt-30K-1000-120-4	1469	9392	0	4	.75	.1	0	58.843	1100
sqlserver	xt-30K-1000-120-4	1469	9393	0	4	1	.1	0	58.765	1100
sqlserver	xt-30K-1000-120-4	1469	9394	0	4	.25	1	0	59.311	1100
sqlserver	xt-30K-1000-120-4	1469	9395	0	4	.5	1	0	58.907	1100
sqlserver	xt-30K-1000-120-4	1469	9396	0	4	.75	1	0	58.799	1100
sqlserver	xt-30K-1000-120-4	1469	9397	0	4	1	1	0	61.022	1100
sqlserver	xt-30K-1000-120-8	1769	9286	0	8	.25	0	25	62.15	800
sqlserver	xt-30K-1000-120-8	1769	9287	0	8	.5	0	25	71.036	800
sqlserver	xt-30K-1000-120-8	1769	9288	0	8	.75	0	25	68.293	800
sqlserver	xt-30K-1000-120-8	1769	9289	0	8	1	0	25	68.92	1100
sqlserver	xt-30K-1000-120-8	1769	9290	0	8	.25	0	50	61.498	1100
sqlserver	xt-30K-1000-120-8	1769	9291	0	8	.5	0	50	68.113	1100
sqlserver	xt-30K-1000-120-8	1769	9292	0	8	.75	0	50	68.019	1100
sqlserver	xt-30K-1000-120-8	1769	9293	0	8	1	0	50	66.956	800
sqlserver	xt-30K-1000-120-8	1769	9294	0	8	.25	0	75	65.012	800
sqlserver	xt-30K-1000-120-8	1769	9296	0	8	.5	0	75	67.973	1100
sqlserver	xt-30K-1000-120-8	1769	9297	0	8	.75	0	75	67.478	800
sqlserver	xt-30K-1000-120-8	1769	9298	0	8	1	0	75	73.204	800
sqlserver	xt-30K-1000-120-8	1769	9299	0	8	.25	0	100	69.996	800
sqlserver	xt-30K-1000-120-8	1769	9300	0	8	.5	0	100	68.928	800
sqlserver	xt-30K-1000-120-8	1769	9301	0	8	.75	0	100	69.18	1100
sqlserver	xt-30K-1000-120-8	1769	9302	0	8	1	0	100	64.49	1100
sqlserver	xt-30K-1000-120-8	1769	9303	0	8	.25	.01	0	430.398	1100
sqlserver	xt-30K-1000-120-8	1769	9324	0	8	.5	.01	0	422.042	1100
sqlserver	xt-30K-1000-120-8	1769	9325	0	8	.75	.01	0	413.917	1100
sqlserver	xt-30K-1000-120-8	1769	9326	0	8	1	.01	0	405.468	1100
sqlserver	xt-30K-1000-120-8	1769	9327	0	8	.25	.1	0	431.88	1100
sqlserver	xt-30K-1000-120-8	1769	9330	0	8	.5	.1	0	423.991	1100
sqlserver	xt-30K-1000-120-8	1769	9331	0	8	.75	.1	0	414.796	1100
sqlserver	xt-30K-1000-120-8	1769	9332	0	8	1	.1	0	406.521	1100
sqlserver	xt-30K-1000-120-8	1769	9333	0	8	.25	1	0	443.644	1100
sqlserver	xt-30K-1000-120-8	1769	9335	0	8	.5	1	0	449.189	1100
sqlserver	xt-30K-1000-120-8	1769	9338	0	8	.75	1	0	428.468	1100
sqlserver	xt-30K-1000-120-8	1769	9386	0	8	1	1	0	419.27	1100
