DBMS	EXPERIMENTNAME	RUNID	BATCHSETID	PK	NUMPROCESSORS	ACTROWPOOL	PCTREAD	PCTUPDATE	ROUND(ATP,3)	MAXMPL
mysql	pk-xt-1M-1000-120-8	1470	9328	1	8	.75	0	75	65577.05	700
mysql	pk-xt-1M-1000-120-8	1470	9336	1	8	1	0	75	67046.256	1100
mysql	pk-xt-1M-1000-120-8	1470	9339	1	8	.25	0	100	6499.439	1100
mysql	pk-xt-1M-1000-120-8	1470	9348	1	8	.5	0	100	6461.633	800
mysql	pk-xt-1M-1000-120-8	1470	9353	1	8	.75	0	100	69603.794	1100
mysql	pk-xt-1M-1000-120-8	1470	9355	1	8	1	0	100	66695.863	1100
mysql	pk-xt-1M-1000-120-8	1470	9409	1	8	.25	.01	0	45.11	1100
mysql	pk-xt-1M-1000-120-8	1470	9412	1	8	.5	.01	0	45.183	1100
mysql	pk-xt-1M-1000-120-8	1470	9414	1	8	.75	.01	0	43.686	1100
mysql	pk-xt-1M-1000-120-8	1470	9416	1	8	1	.01	0	42.617	1100
mysql	pk-xt-1M-1000-120-8	1470	9419	1	8	.25	.1	0	117.018	1100
mysql	pk-xt-1M-1000-120-8	1470	9421	1	8	.5	.1	0	119.457	1100
mysql	pk-xt-1M-1000-120-8	1470	9423	1	8	.75	.1	0	110.158	1100
mysql	pk-xt-1M-1000-120-8	1470	9425	1	8	1	.1	0	118.977	1100
mysql	pk-xt-1M-1000-120-8	1470	9428	1	8	.25	1	0	1312.705	1100
mysql	pk-xt-1M-1000-120-8	1470	9430	1	8	.5	1	0	1352.455	200
mysql	pk-xt-1M-1000-120-8	1470	9432	1	8	.75	1	0	1381.357	1100
mysql	pk-xt-1M-1000-120-8	1470	9437	1	8	1	1	0	1526.587	1100
mysql	xt-1M-1000-120-1	1289	1602	0	1	.25	0	25	50620.273	1100
mysql	xt-1M-1000-120-1	1289	1623	0	1	.5	0	25	50613.603	1100
mysql	xt-1M-1000-120-1	1289	1661	0	1	.75	0	25	50650.077	1100
mysql	xt-1M-1000-120-1	1289	1683	0	1	1	0	25	50599.506	1100
mysql	xt-1M-1000-120-1	1289	1723	0	1	.25	0	50	50600.522	1100
mysql	xt-1M-1000-120-1	1289	1763	0	1	.5	0	50	50632.335	1100
mysql	xt-1M-1000-120-1	1289	1801	0	1	.75	0	50	50622.136	1100
mysql	xt-1M-1000-120-1	1289	1842	0	1	1	0	50	50610.663	1100
mysql	xt-1M-1000-120-1	1289	1882	0	1	.25	0	75	50652.33	1100
mysql	xt-1M-1000-120-1	1289	1902	0	1	.5	0	75	50619.604	1100
mysql	xt-1M-1000-120-1	1289	1923	0	1	.75	0	75	50601.468	1100
mysql	xt-1M-1000-120-1	1289	1943	0	1	1	0	75	50591.987	1100
mysql	xt-1M-1000-120-1	1289	1983	0	1	.25	0	100	50620.583	1100
mysql	xt-1M-1000-120-1	1289	2022	0	1	.5	0	100	50583.896	1100
mysql	xt-1M-1000-120-1	1289	2043	0	1	.75	0	100	50640.987	1100
mysql	xt-1M-1000-120-1	1289	2083	0	1	1	0	100	50593.408	1100
mysql	xt-1M-1000-120-1	1289	2123	0	1	.25	.01	0	73617.636	200
mysql	xt-1M-1000-120-1	1289	2142	0	1	.5	.01	0	71205.446	200
mysql	xt-1M-1000-120-1	1289	2144	0	1	.75	.01	0	73600.493	200
mysql	xt-1M-1000-120-1	1289	2147	0	1	1	.01	0	70680.803	200
mysql	xt-1M-1000-120-1	1289	2503	0	1	.25	.1	0	75318.853	200
mysql	xt-1M-1000-120-1	1289	2522	0	1	.5	.1	0	73173.418	200
mysql	xt-1M-1000-120-1	1289	2541	0	1	.75	.1	0	72944.91	200
mysql	xt-1M-1000-120-1	1289	2561	0	1	1	.1	0	71881.011	200
mysql	xt-1M-1000-120-1	1289	4105	0	1	.25	1	0	121913.34	100
mysql	xt-1M-1000-120-1	1289	4124	0	1	.5	1	0	125863.473	200
mysql	xt-1M-1000-120-1	1289	4125	0	1	.75	1	0	145692.529	200
mysql	xt-1M-1000-120-1	1289	4144	0	1	1	1	0	116068.534	200
mysql	xt-1M-1000-120-2	1291	401	0	2	.25	0	25	50561.049	1100
mysql	xt-1M-1000-120-2	1291	422	0	2	.5	0	25	50579.557	1100
mysql	xt-1M-1000-120-2	1291	462	0	2	.75	0	25	50576.262	1100
mysql	xt-1M-1000-120-2	1291	482	0	2	1	0	25	50553.499	1100
mysql	xt-1M-1000-120-2	1291	521	0	2	.25	0	50	50524.822	1100
mysql	xt-1M-1000-120-2	1291	542	0	2	.5	0	50	50516.567	1100
mysql	xt-1M-1000-120-2	1291	582	0	2	.75	0	50	50524.045	1100
mysql	xt-1M-1000-120-2	1291	601	0	2	1	0	50	50503.558	1100
mysql	xt-1M-1000-120-2	1291	641	0	2	.25	0	75	50638.372	1100
mysql	xt-1M-1000-120-2	1291	662	0	2	.5	0	75	50549.318	1100
mysql	xt-1M-1000-120-2	1291	702	0	2	.75	0	75	50549.959	1100
mysql	xt-1M-1000-120-2	1291	741	0	2	1	0	75	50544.083	1100
mysql	xt-1M-1000-120-2	1291	762	0	2	.25	0	100	50525.228	1100
mysql	xt-1M-1000-120-2	1291	802	0	2	.5	0	100	50498.681	1100
mysql	xt-1M-1000-120-2	1291	841	0	2	.75	0	100	50538.405	1100
mysql	xt-1M-1000-120-2	1291	862	0	2	1	0	100	50545.872	1100
mysql	xt-1M-1000-120-2	1291	902	0	2	.25	.01	0	73346.106	200
mysql	xt-1M-1000-120-2	1291	941	0	2	.5	.01	0	77180.743	200
mysql	xt-1M-1000-120-2	1291	962	0	2	.75	.01	0	71656.559	200
mysql	xt-1M-1000-120-2	1291	1001	0	2	1	.01	0	71590.389	200
mysql	xt-1M-1000-120-2	1291	1441	0	2	.25	.1	0	77357.873	200
mysql	xt-1M-1000-120-2	1291	1461	0	2	.5	.1	0	72002.521	200
mysql	xt-1M-1000-120-2	1291	1482	0	2	.75	.1	0	73119.035	200
mysql	xt-1M-1000-120-2	1291	1501	0	2	1	.1	0	73972.685	200
mysql	xt-1M-1000-120-2	1291	1821	0	2	.25	1	0	201201.753	700
mysql	xt-1M-1000-120-2	1291	1841	0	2	.5	1	0	170621.373	200
mysql	xt-1M-1000-120-2	1291	1861	0	2	.75	1	0	126918.049	200
mysql	xt-1M-1000-120-2	1291	1881	0	2	1	1	0	76717.239	200
mysql	xt-1M-1000-120-4	1270	2203	0	4	.25	0	25	50266.931	1100
mysql	xt-1M-1000-120-4	1270	2222	0	4	.5	0	25	50172.035	1100
mysql	xt-1M-1000-120-4	1270	2224	0	4	.75	0	25	50140.571	1100
mysql	xt-1M-1000-120-4	1270	2225	0	4	1	0	25	50211.45	1100
mysql	xt-1M-1000-120-4	1270	2228	0	4	.25	0	50	50191.897	1100
mysql	xt-1M-1000-120-4	1270	2242	0	4	.5	0	50	50166.652	1100
mysql	xt-1M-1000-120-4	1270	2261	0	4	.75	0	50	50093.662	1100
mysql	xt-1M-1000-120-4	1270	2263	0	4	1	0	50	50127.785	1100
mysql	xt-1M-1000-120-4	1270	2283	0	4	.25	0	75	50185.396	1100
mysql	xt-1M-1000-120-4	1270	2301	0	4	.5	0	75	50170.809	1100
mysql	xt-1M-1000-120-4	1270	2304	0	4	.75	0	75	50214.487	1100
mysql	xt-1M-1000-120-4	1270	2322	0	4	1	0	75	50121.598	1100
mysql	xt-1M-1000-120-4	1270	2323	0	4	.25	0	100	50163.933	1100
mysql	xt-1M-1000-120-4	1270	2326	0	4	.5	0	100	50155.43	1100
mysql	xt-1M-1000-120-4	1270	2342	0	4	.75	0	100	50168.614	1100
mysql	xt-1M-1000-120-4	1270	2344	0	4	1	0	100	50207.516	1100
mysql	xt-1M-1000-120-4	1270	2362	0	4	.25	.01	0	70819.458	400
mysql	xt-1M-1000-120-4	1270	2382	0	4	.5	.01	0	65636.141	400
mysql	xt-1M-1000-120-4	1270	2384	0	4	.75	.01	0	69669.073	400
mysql	xt-1M-1000-120-4	1270	2387	0	4	1	.01	0	66210.553	400
mysql	xt-1M-1000-120-4	1270	3003	0	4	.25	.1	0	69439.403	400
mysql	xt-1M-1000-120-4	1270	3004	0	4	.5	.1	0	70591.356	400
mysql	xt-1M-1000-120-4	1270	3023	0	4	.75	.1	0	68589.744	400
mysql	xt-1M-1000-120-4	1270	3024	0	4	1	.1	0	72664.897	400
mysql	xt-1M-1000-120-4	1270	3183	0	4	.25	1	0	73480.965	400
mysql	xt-1M-1000-120-4	1270	3184	0	4	.5	1	0	105386.987	400
mysql	xt-1M-1000-120-4	1270	3203	0	4	.75	1	0	108253.366	400
mysql	xt-1M-1000-120-4	1270	3204	0	4	1	1	0	90864.84	400
mysql	xt-1M-1000-120-8	1369	3764	0	8	.25	0	25	49950.872	1100
mysql	xt-1M-1000-120-8	1369	3804	0	8	.5	0	25	50027.394	1100
mysql	xt-1M-1000-120-8	1369	3806	0	8	.75	0	25	50002.274	1100
mysql	xt-1M-1000-120-8	1369	3823	0	8	1	0	25	49995.728	1100
mysql	xt-1M-1000-120-8	1369	3843	0	8	.25	0	50	49942.665	1100
mysql	xt-1M-1000-120-8	1369	3863	0	8	.5	0	50	49943.877	1100
mysql	xt-1M-1000-120-8	1369	4164	0	8	.75	0	50	49958.331	1100
mysql	xt-1M-1000-120-8	1369	4184	0	8	1	0	50	49925.086	1100
mysql	xt-1M-1000-120-8	1369	4204	0	8	.25	0	75	49976.382	1100
mysql	xt-1M-1000-120-8	1369	4224	0	8	.5	0	75	49962.706	1100
mysql	xt-1M-1000-120-8	1369	4244	0	8	.75	0	75	49980.069	1100
mysql	xt-1M-1000-120-8	1369	4265	0	8	1	0	75	50005.96	1100
mysql	xt-1M-1000-120-8	1369	4384	0	8	.25	0	100	49935.859	1100
mysql	xt-1M-1000-120-8	1369	4604	0	8	.5	0	100	50008.891	1100
mysql	xt-1M-1000-120-8	1369	4625	0	8	.75	0	100	49985.416	1100
mysql	xt-1M-1000-120-8	1369	4724	0	8	1	0	100	49916.325	1100
mysql	xt-1M-1000-120-8	1369	4765	0	8	.25	.01	0	62563.253	200
mysql	xt-1M-1000-120-8	1369	4805	0	8	.5	.01	0	63304.55	400
mysql	xt-1M-1000-120-8	1369	4824	0	8	.75	.01	0	60972.212	400
mysql	xt-1M-1000-120-8	1369	4844	0	8	1	.01	0	59838.77	200
mysql	xt-1M-1000-120-8	1369	5205	0	8	.25	.1	0	59749.42	400
mysql	xt-1M-1000-120-8	1369	5245	0	8	.5	.1	0	65740.404	200
mysql	xt-1M-1000-120-8	1369	5284	0	8	.75	.1	0	62921.137	400
mysql	xt-1M-1000-120-8	1369	5304	0	8	1	.1	0	60064.791	400
mysql	xt-1M-1000-120-8	1369	5606	0	8	.25	1	0	59597.679	400
mysql	xt-1M-1000-120-8	1369	5608	0	8	.5	1	0	61458.001	200
mysql	xt-1M-1000-120-8	1369	5626	0	8	.75	1	0	63745.219	400
mysql	xt-1M-1000-120-8	1369	5628	0	8	1	1	0	63024.819	400
oracle	pk-xt-1M-1000-120-1	1329	7207	1	1	.25	0	25	77.545	800
oracle	pk-xt-1M-1000-120-1	1329	7246	1	1	.5	0	25	84.587	600
oracle	pk-xt-1M-1000-120-1	1329	7286	1	1	.75	0	25	90.593	700
oracle	pk-xt-1M-1000-120-1	1329	7306	1	1	1	0	25	114.761	500
oracle	pk-xt-1M-1000-120-1	1329	7327	1	1	.25	0	50	109.875	1100
oracle	pk-xt-1M-1000-120-1	1329	7366	1	1	.5	0	50	139.14	100
oracle	pk-xt-1M-1000-120-1	1329	7406	1	1	.75	0	50	146.066	300
oracle	pk-xt-1M-1000-120-1	1329	7427	1	1	1	0	50	107.547	1100
oracle	pk-xt-1M-1000-120-1	1329	7467	1	1	.25	0	75	89.744	100
oracle	pk-xt-1M-1000-120-1	1329	7506	1	1	.5	0	75	101.328	1100
oracle	pk-xt-1M-1000-120-1	1329	7546	1	1	.75	0	75	92.252	700
oracle	pk-xt-1M-1000-120-1	1329	7587	1	1	1	0	75	84.059	600
oracle	pk-xt-1M-1000-120-1	1329	7627	1	1	.25	0	100	89.767	800
oracle	pk-xt-1M-1000-120-1	1329	7666	1	1	.5	0	100	101.352	1100
oracle	pk-xt-1M-1000-120-1	1329	7686	1	1	.75	0	100	134.712	300
oracle	pk-xt-1M-1000-120-1	1329	7706	1	1	1	0	100	89.753	1100
oracle	pk-xt-1M-1000-120-1	1329	7726	1	1	.25	.01	0	96.686	1100
oracle	pk-xt-1M-1000-120-1	1329	7747	1	1	.5	.01	0	97.176	1100
oracle	pk-xt-1M-1000-120-1	1329	7766	1	1	.75	.01	0	94.97	1100
oracle	pk-xt-1M-1000-120-1	1329	7786	1	1	1	.01	0	96.569	1100
oracle	pk-xt-1M-1000-120-1	1329	8126	1	1	.25	.1	0	98.996	1100
oracle	pk-xt-1M-1000-120-1	1329	8146	1	1	.5	.1	0	93.951	1100
oracle	pk-xt-1M-1000-120-1	1329	8166	1	1	.75	.1	0	93.83	1100
oracle	pk-xt-1M-1000-120-1	1329	8186	1	1	1	.1	0	104.375	1100
oracle	pk-xt-1M-1000-120-1	1329	8526	1	1	.25	1	0	130.569	1100
oracle	pk-xt-1M-1000-120-1	1329	8547	1	1	.5	1	0	114.228	1100
oracle	pk-xt-1M-1000-120-1	1329	8567	1	1	.75	1	0	98.798	1100
oracle	pk-xt-1M-1000-120-1	1329	8586	1	1	1	1	0	96.222	1100
oracle	pk-xt-1M-1000-120-2	1610	9266	1	2	.25	0	25	23.085	1100
oracle	pk-xt-1M-1000-120-2	1610	9305	1	2	.5	0	25	22.546	1100
oracle	pk-xt-1M-1000-120-2	1610	9306	1	2	.75	0	25	24.777	1100
oracle	pk-xt-1M-1000-120-2	1610	9308	1	2	1	0	25	25.244	1100
oracle	pk-xt-1M-1000-120-2	1610	9310	1	2	.25	0	50	20.194	1100
oracle	pk-xt-1M-1000-120-2	1610	9312	1	2	.5	0	50	20.149	1100
oracle	pk-xt-1M-1000-120-2	1610	9313	1	2	.75	0	50	21.249	1100
oracle	pk-xt-1M-1000-120-2	1610	9315	1	2	1	0	50	14.535	1100
oracle	pk-xt-1M-1000-120-2	1610	9317	1	2	.25	0	75	14.043	1100
oracle	pk-xt-1M-1000-120-2	1610	9319	1	2	.5	0	75	9.779	1100
oracle	pk-xt-1M-1000-120-2	1610	9321	1	2	.75	0	75	12.648	1100
oracle	pk-xt-1M-1000-120-2	1610	9323	1	2	1	0	75	9.014	1100
oracle	pk-xt-1M-1000-120-2	1610	9329	1	2	.25	0	100	13.017	1100
oracle	pk-xt-1M-1000-120-2	1610	9334	1	2	.5	0	100	8.782	200
oracle	pk-xt-1M-1000-120-2	1610	9337	1	2	.75	0	100	13.314	500
oracle	pk-xt-1M-1000-120-2	1610	9340	1	2	1	0	100	8.534	1100
oracle	pk-xt-1M-1000-120-2	1610	9341	1	2	.25	.01	0	5.831	700
oracle	pk-xt-1M-1000-120-2	1610	9434	1	2	.5	.01	0	13.105	400
oracle	pk-xt-1M-1000-120-2	1610	9436	1	2	.75	.01	0	9.319	300
oracle	pk-xt-1M-1000-120-2	1610	9439	1	2	1	.01	0	11.055	200
oracle	pk-xt-1M-1000-120-2	1610	9441	1	2	.25	.1	0	13.25	400
oracle	pk-xt-1M-1000-120-2	1610	9443	1	2	.5	.1	0	35.609	1100
oracle	pk-xt-1M-1000-120-2	1610	9445	1	2	.75	.1	0	28.709	1100
oracle	pk-xt-1M-1000-120-2	1610	9447	1	2	1	.1	0	16.961	600
oracle	pk-xt-1M-1000-120-2	1610	9448	1	2	.25	1	0	13.559	600
oracle	pk-xt-1M-1000-120-2	1610	9450	1	2	.5	1	0	13.107	200
oracle	pk-xt-1M-1000-120-2	1610	9452	1	2	.75	1	0	13.217	300
oracle	pk-xt-1M-1000-120-2	1610	9454	1	2	1	1	0	44.267	100
oracle	pk-xt-1M-1000-120-4	1709	8686	1	4	.25	0	25	41.81	1100
oracle	pk-xt-1M-1000-120-4	1709	8766	1	4	.5	0	25	41.129	1100
oracle	pk-xt-1M-1000-120-4	1709	8806	1	4	.75	0	25	51.764	1100
oracle	pk-xt-1M-1000-120-4	1709	9413	1	4	1	0	25	50.509	1100
oracle	pk-xt-1M-1000-120-4	1709	9415	1	4	.25	0	50	44.69	1100
oracle	pk-xt-1M-1000-120-4	1709	9417	1	4	.5	0	50	45.037	1100
oracle	pk-xt-1M-1000-120-4	1709	9418	1	4	.75	0	50	42.829	1100
oracle	pk-xt-1M-1000-120-4	1709	9420	1	4	1	0	50	42.833	1100
oracle	pk-xt-1M-1000-120-4	1709	9422	1	4	.25	0	75	53.577	600
oracle	pk-xt-1M-1000-120-4	1709	9424	1	4	.5	0	75	88.478	200
oracle	pk-xt-1M-1000-120-4	1709	9426	1	4	.75	0	75	65.69	200
oracle	pk-xt-1M-1000-120-4	1709	9427	1	4	1	0	75	71.357	300
oracle	pk-xt-1M-1000-120-4	1709	9429	1	4	.25	0	100	151.98	100
oracle	pk-xt-1M-1000-120-4	1709	9431	1	4	.5	0	100	84.773	100
oracle	pk-xt-1M-1000-120-4	1709	9433	1	4	.75	0	100	109.851	100
oracle	pk-xt-1M-1000-120-4	1709	9435	1	4	1	0	100	67.477	200
oracle	pk-xt-1M-1000-120-4	1709	9438	1	4	.25	.01	0	19.697	1100
oracle	pk-xt-1M-1000-120-4	1709	9440	1	4	.5	.01	0	21.376	1100
oracle	pk-xt-1M-1000-120-4	1709	9442	1	4	.75	.01	0	24.209	1100
oracle	pk-xt-1M-1000-120-4	1709	9444	1	4	1	.01	0	23.472	1100
oracle	pk-xt-1M-1000-120-4	1709	9446	1	4	.25	.1	0	24.797	1100
oracle	pk-xt-1M-1000-120-4	1709	9449	1	4	.5	.1	0	25.556	1100
oracle	pk-xt-1M-1000-120-4	1709	9451	1	4	.75	.1	0	23.996	1100
oracle	pk-xt-1M-1000-120-4	1709	9453	1	4	1	.1	0	27.414	1100
oracle	pk-xt-1M-1000-120-4	1709	9455	1	4	.25	1	0	32.528	1100
oracle	pk-xt-1M-1000-120-4	1709	9456	1	4	.5	1	0	23.66	1100
oracle	pk-xt-1M-1000-120-4	1709	9457	1	4	.75	1	0	24.378	1100
oracle	pk-xt-1M-1000-120-4	1709	9458	1	4	1	1	0	20.206	1100
oracle	pk-xt-1M-1000-120-8	1609	9295	1	8	.25	0	25	42.764	100
oracle	pk-xt-1M-1000-120-8	1609	9304	1	8	.5	0	25	44.655	100
oracle	pk-xt-1M-1000-120-8	1609	9307	1	8	.75	0	25	42.077	100
oracle	pk-xt-1M-1000-120-8	1609	9309	1	8	1	0	25	38.537	100
oracle	pk-xt-1M-1000-120-8	1609	9311	1	8	.25	0	50	47.709	100
oracle	pk-xt-1M-1000-120-8	1609	9314	1	8	.5	0	50	37.225	100
oracle	pk-xt-1M-1000-120-8	1609	9316	1	8	.75	0	50	48.951	100
oracle	pk-xt-1M-1000-120-8	1609	9318	1	8	1	0	50	36.504	100
oracle	pk-xt-1M-1000-120-8	1609	9320	1	8	.25	0	75	36.228	100
oracle	pk-xt-1M-1000-120-8	1609	9322	1	8	.5	0	75	36.15	100
oracle	pk-xt-1M-1000-120-8	1609	9328	1	8	.75	0	75	34.344	100
oracle	pk-xt-1M-1000-120-8	1609	9336	1	8	1	0	75	33.077	100
oracle	pk-xt-1M-1000-120-8	1609	9339	1	8	.25	0	100	37.34	100
oracle	pk-xt-1M-1000-120-8	1609	9348	1	8	.5	0	100	36.173	100
oracle	pk-xt-1M-1000-120-8	1609	9353	1	8	.75	0	100	33.196	100
oracle	pk-xt-1M-1000-120-8	1609	9355	1	8	1	0	100	54.764	100
oracle	pk-xt-1M-1000-120-8	1609	9409	1	8	.25	.01	0	13.026	1100
oracle	pk-xt-1M-1000-120-8	1609	9412	1	8	.5	.01	0	15.968	1100
oracle	pk-xt-1M-1000-120-8	1609	9414	1	8	.75	.01	0	20.048	1100
oracle	pk-xt-1M-1000-120-8	1609	9416	1	8	1	.01	0	21.805	1100
oracle	pk-xt-1M-1000-120-8	1609	9419	1	8	.25	.1	0	19.903	1100
oracle	pk-xt-1M-1000-120-8	1609	9421	1	8	.5	.1	0	19.44	1100
oracle	pk-xt-1M-1000-120-8	1609	9423	1	8	.75	.1	0	19.18	1100
oracle	pk-xt-1M-1000-120-8	1609	9425	1	8	1	.1	0	18.514	1100
oracle	pk-xt-1M-1000-120-8	1609	9428	1	8	.25	1	0	20.315	1100
oracle	pk-xt-1M-1000-120-8	1609	9430	1	8	.5	1	0	14.908	1100
oracle	pk-xt-1M-1000-120-8	1609	9432	1	8	.75	1	0	15.481	1100
oracle	pk-xt-1M-1000-120-8	1609	9437	1	8	1	1	0	19.372	1100
oracle	xt-1M-1000-120-1	889	1602	0	1	.25	0	25	16.726	1100
oracle	xt-1M-1000-120-1	889	1623	0	1	.5	0	25	25.944	1100
oracle	xt-1M-1000-120-1	889	1661	0	1	.75	0	25	31.653	1100
oracle	xt-1M-1000-120-1	889	1683	0	1	1	0	25	28.391	1100
oracle	xt-1M-1000-120-1	889	1723	0	1	.25	0	50	18.368	1100
oracle	xt-1M-1000-120-1	889	1763	0	1	.5	0	50	27.304	1100
oracle	xt-1M-1000-120-1	889	1801	0	1	.75	0	50	31.032	1100
oracle	xt-1M-1000-120-1	889	1842	0	1	1	0	50	25.128	1100
oracle	xt-1M-1000-120-1	889	1882	0	1	.25	0	75	18.221	1100
oracle	xt-1M-1000-120-1	889	1902	0	1	.5	0	75	27.309	1100
oracle	xt-1M-1000-120-1	889	1923	0	1	.75	0	75	32.017	1100
oracle	xt-1M-1000-120-1	889	1943	0	1	1	0	75	26.161	1100
oracle	xt-1M-1000-120-1	889	1983	0	1	.25	0	100	17.327	1100
oracle	xt-1M-1000-120-1	889	2022	0	1	.5	0	100	27.292	1100
oracle	xt-1M-1000-120-1	889	2043	0	1	.75	0	100	32.339	1100
oracle	xt-1M-1000-120-1	889	2083	0	1	1	0	100	24.917	1100
oracle	xt-1M-1000-120-1	889	2123	0	1	.25	.01	0	1012.541	1100
oracle	xt-1M-1000-120-1	889	2142	0	1	.5	.01	0	1181.978	200
oracle	xt-1M-1000-120-1	889	2144	0	1	.75	.01	0	1113.797	100
oracle	xt-1M-1000-120-1	889	2147	0	1	1	.01	0	1634.309	1100
oracle	xt-1M-1000-120-1	889	2503	0	1	.25	.1	0	609.374	1100
oracle	xt-1M-1000-120-1	889	2522	0	1	.5	.1	0	1275.552	1100
oracle	xt-1M-1000-120-1	889	2541	0	1	.75	.1	0	736.798	1100
oracle	xt-1M-1000-120-1	889	2561	0	1	1	.1	0	1679.265	400
oracle	xt-1M-1000-120-1	889	4105	0	1	.25	1	0	385.034	1100
oracle	xt-1M-1000-120-1	889	4124	0	1	.5	1	0	1188.262	500
oracle	xt-1M-1000-120-1	889	4125	0	1	.75	1	0	951.103	1100
oracle	xt-1M-1000-120-1	889	4144	0	1	1	1	0	805.461	1100
oracle	xt-1M-1000-120-2	610	401	0	2	.25	0	25	13.158	1100
oracle	xt-1M-1000-120-2	610	422	0	2	.5	0	25	18.566	1100
oracle	xt-1M-1000-120-2	610	462	0	2	.75	0	25	22.851	1100
oracle	xt-1M-1000-120-2	610	482	0	2	1	0	25	21.385	1100
oracle	xt-1M-1000-120-2	610	521	0	2	.25	0	50	12.659	1100
oracle	xt-1M-1000-120-2	610	542	0	2	.5	0	50	18.405	1100
oracle	xt-1M-1000-120-2	610	582	0	2	.75	0	50	21.066	1100
oracle	xt-1M-1000-120-2	610	601	0	2	1	0	50	23.17	1100
oracle	xt-1M-1000-120-2	610	641	0	2	.25	0	75	56.001	100
oracle	xt-1M-1000-120-2	610	662	0	2	.5	0	75	26.49	1100
oracle	xt-1M-1000-120-2	610	702	0	2	.75	0	75	22.458	1100
oracle	xt-1M-1000-120-2	610	741	0	2	1	0	75	23.812	1100
oracle	xt-1M-1000-120-2	610	762	0	2	.25	0	100	13.603	1100
oracle	xt-1M-1000-120-2	610	802	0	2	.5	0	100	20.287	1100
oracle	xt-1M-1000-120-2	610	841	0	2	.75	0	100	23.371	1100
oracle	xt-1M-1000-120-2	610	862	0	2	1	0	100	22.826	1100
oracle	xt-1M-1000-120-2	610	902	0	2	.25	.01	0	669.501	700
oracle	xt-1M-1000-120-2	610	941	0	2	.5	.01	0	1142.167	1100
oracle	xt-1M-1000-120-2	610	962	0	2	.75	.01	0	1137.23	100
oracle	xt-1M-1000-120-2	610	1001	0	2	1	.01	0	1610.682	200
oracle	xt-1M-1000-120-2	610	1441	0	2	.25	.1	0	565.955	800
oracle	xt-1M-1000-120-2	610	1461	0	2	.5	.1	0	188.844	100
oracle	xt-1M-1000-120-2	610	1482	0	2	.75	.1	0	1563.428	300
oracle	xt-1M-1000-120-2	610	1501	0	2	1	.1	0	1213.321	100
oracle	xt-1M-1000-120-2	610	1821	0	2	.25	1	0	610.559	300
oracle	xt-1M-1000-120-2	610	1841	0	2	.5	1	0	2157.939	300
oracle	xt-1M-1000-120-2	610	1861	0	2	.75	1	0	1694.884	500
oracle	xt-1M-1000-120-2	610	1881	0	2	1	1	0	618.375	800
oracle	xt-1M-1000-120-4	809	2203	0	4	.25	0	25	38.546	700
oracle	xt-1M-1000-120-4	809	2222	0	4	.5	0	25	97.656	200
oracle	xt-1M-1000-120-4	809	2224	0	4	.75	0	25	40.951	600
oracle	xt-1M-1000-120-4	809	2225	0	4	1	0	25	43.025	500
oracle	xt-1M-1000-120-4	809	2228	0	4	.25	0	50	42.483	300
oracle	xt-1M-1000-120-4	809	2242	0	4	.5	0	50	84.857	200
oracle	xt-1M-1000-120-4	809	2261	0	4	.75	0	50	46.775	500
oracle	xt-1M-1000-120-4	809	2263	0	4	1	0	50	46.573	500
oracle	xt-1M-1000-120-4	809	2283	0	4	.25	0	75	41.886	300
oracle	xt-1M-1000-120-4	809	2301	0	4	.5	0	75	44.499	700
oracle	xt-1M-1000-120-4	809	2304	0	4	.75	0	75	47.058	500
oracle	xt-1M-1000-120-4	809	2322	0	4	1	0	75	45.426	600
oracle	xt-1M-1000-120-4	809	2323	0	4	.25	0	100	106.902	100
oracle	xt-1M-1000-120-4	809	2326	0	4	.5	0	100	40.793	700
oracle	xt-1M-1000-120-4	809	2342	0	4	.75	0	100	45.486	600
oracle	xt-1M-1000-120-4	809	2344	0	4	1	0	100	43.475	500
oracle	xt-1M-1000-120-4	809	2362	0	4	.25	.01	0	1076.036	700
oracle	xt-1M-1000-120-4	809	2382	0	4	.5	.01	0	6507.83	200
oracle	xt-1M-1000-120-4	809	2384	0	4	.75	.01	0	2708.085	1100
oracle	xt-1M-1000-120-4	809	2387	0	4	1	.01	0	3794.708	500
oracle	xt-1M-1000-120-4	809	3003	0	4	.25	.1	0	1301.136	1100
oracle	xt-1M-1000-120-4	809	3004	0	4	.5	.1	0	1156.064	1100
oracle	xt-1M-1000-120-4	809	3023	0	4	.75	.1	0	3031.736	1100
oracle	xt-1M-1000-120-4	809	3024	0	4	1	.1	0	2292.814	800
oracle	xt-1M-1000-120-4	809	3183	0	4	.25	1	0	756.925	700
oracle	xt-1M-1000-120-4	809	3184	0	4	.5	1	0	1354.452	1100
oracle	xt-1M-1000-120-4	809	3203	0	4	.75	1	0	2073.512	1100
oracle	xt-1M-1000-120-4	809	3204	0	4	1	1	0	6619.327	200
oracle	xt-1M-1000-120-8	1109	3764	0	8	.25	0	25	34.846	100
oracle	xt-1M-1000-120-8	1109	3804	0	8	.5	0	25	71.402	100
oracle	xt-1M-1000-120-8	1109	3806	0	8	.75	0	25	33.746	100
oracle	xt-1M-1000-120-8	1109	3823	0	8	1	0	25	37.355	100
oracle	xt-1M-1000-120-8	1109	3843	0	8	.25	0	50	35.529	100
oracle	xt-1M-1000-120-8	1109	3863	0	8	.5	0	50	36.581	100
