EXPERIMENTNAME	DBMS	RUNID	BATCHSETID	PCTREAD	MPL	NUMEXTS	PROCTIME	TPS
xt-1M-1000-120-4	pgsql	749	3004	.1	100	446.667	7552737.333	3.722
xt-1M-1000-120-4	pgsql	749	3004	.1	200	236.333	7186168.333	1.969
xt-1M-1000-120-4	pgsql	749	3004	.1	300	163.667	6870436	1.364
xt-1M-1000-120-4	pgsql	749	3004	.1	400	121.333	6498174.667	1.011
xt-1M-1000-120-4	pgsql	749	3004	.1	500	102.667	6332377	.855
xt-1M-1000-120-4	pgsql	749	3004	.1	600	101.333	6174488.333	.844
xt-1M-1000-120-4	pgsql	749	3004	.1	700	91.667	6268947	.764
xt-1M-1000-120-4	pgsql	749	3004	.1	800	61.333	5333567.333	.511
xt-1M-1000-120-4	pgsql	749	3004	.1	900	98	5895507.333	.817
xt-1M-1000-120-4	pgsql	749	3004	.1	1000	100.333	7518352.667	.836
xt-1M-1000-120-4	pgsql	749	3023	.1	100	491.667	7421457.667	4.097
xt-1M-1000-120-4	pgsql	749	3023	.1	200	297	8190791.667	2.475
xt-1M-1000-120-4	pgsql	749	3023	.1	300	184.333	7128953.667	1.536
xt-1M-1000-120-4	pgsql	749	3023	.1	400	145.333	6939227	1.211
xt-1M-1000-120-4	pgsql	749	3023	.1	500	105	6158547.333	.875
xt-1M-1000-120-4	pgsql	749	3023	.1	600	93.667	5771908	.781
xt-1M-1000-120-4	pgsql	749	3023	.1	700	93.667	5728355	.781
xt-1M-1000-120-4	pgsql	749	3023	.1	800	238.667	6335659.333	1.989
xt-1M-1000-120-4	pgsql	749	3023	.1	900	30.667	989335.667	.256
xt-1M-1000-120-4	pgsql	749	3023	.1	1000	270.667	3688502.667	2.256
xt-1M-1000-120-4	pgsql	749	3024	.1	100	424	6607415.667	3.533
xt-1M-1000-120-4	pgsql	749	3024	.1	200	234.667	6955738.667	1.956
xt-1M-1000-120-4	pgsql	749	3024	.1	300	150.333	6059993	1.253
xt-1M-1000-120-4	pgsql	749	3024	.1	400	133	6062707.667	1.108
xt-1M-1000-120-4	pgsql	749	3024	.1	500	93.667	5699483.667	.781
xt-1M-1000-120-4	pgsql	749	3024	.1	600	92.667	5622718.667	.772
xt-1M-1000-120-4	pgsql	749	3024	.1	700	86	5436554.667	.717
xt-1M-1000-120-4	pgsql	749	3024	.1	800	81.333	5524852.333	.678
xt-1M-1000-120-4	pgsql	749	3024	.1	900	74.333	5395754.333	.619
xt-1M-1000-120-4	pgsql	749	3024	.1	1000	299.333	5651339.667	2.494
xt-1M-1000-120-4	pgsql	749	3183	1	100	390	5008039.333	3.25
xt-1M-1000-120-4	pgsql	749	3183	1	200	205	4726009.667	1.708
xt-1M-1000-120-4	pgsql	749	3183	1	300	137.333	4409981.667	1.144
xt-1M-1000-120-4	pgsql	749	3183	1	400	98.667	4191443.333	.822
xt-1M-1000-120-4	pgsql	749	3183	1	500	87.333	4091536	.728
xt-1M-1000-120-4	pgsql	749	3183	1	600	74	3887699.333	.617
xt-1M-1000-120-4	pgsql	749	3183	1	700	65.667	3846043.667	.547
xt-1M-1000-120-4	pgsql	749	3183	1	800	51	3629584.333	.425
xt-1M-1000-120-4	pgsql	749	3183	1	900	55.667	4058858	.464
xt-1M-1000-120-4	pgsql	749	3183	1	1000	81	4209352.667	.675
xt-1M-1000-120-4	pgsql	749	3184	1	100	294	4815429.333	2.45
xt-1M-1000-120-4	pgsql	749	3184	1	200	153.333	4629216.333	1.278
xt-1M-1000-120-4	pgsql	749	3184	1	300	106	4391259.333	.883
xt-1M-1000-120-4	pgsql	749	3184	1	400	78.667	4106213	.656
xt-1M-1000-120-4	pgsql	749	3184	1	500	60.333	3660707	.503
xt-1M-1000-120-4	pgsql	749	3184	1	600	54	3425445.333	.45
xt-1M-1000-120-4	pgsql	749	3184	1	700	58.667	3706493	.489
xt-1M-1000-120-4	pgsql	749	3184	1	800	47.667	3233056.333	.397
xt-1M-1000-120-4	pgsql	749	3184	1	900	40.333	3051894.667	.336
xt-1M-1000-120-4	pgsql	749	3184	1	1000	54.333	2521992.333	.452
xt-1M-1000-120-4	pgsql	749	3203	1	100	325.667	4845328.333	2.714
xt-1M-1000-120-4	pgsql	749	3203	1	200	214.667	4775655.333	1.789
xt-1M-1000-120-4	pgsql	749	3203	1	300	151.667	4175667	1.264
xt-1M-1000-120-4	pgsql	749	3203	1	400	123.667	4101315.333	1.028
xt-1M-1000-120-4	pgsql	749	3203	1	500	89	4230323.333	.742
xt-1M-1000-120-4	pgsql	749	3203	1	600	79.333	4023510.667	.661
xt-1M-1000-120-4	pgsql	749	3203	1	700	71	3735308.333	.592
xt-1M-1000-120-4	pgsql	749	3203	1	800	68	3640108.667	.567
xt-1M-1000-120-4	pgsql	749	3203	1	900	61.333	3461940	.511
xt-1M-1000-120-4	pgsql	749	3203	1	1000	49.333	3441533.667	.411
xt-1M-1000-120-4	pgsql	749	3204	1	100	329	4632712.667	2.742
xt-1M-1000-120-4	pgsql	749	3204	1	200	195.667	4200171	1.631
xt-1M-1000-120-4	pgsql	749	3204	1	300	119.333	3841618.667	.994
xt-1M-1000-120-4	pgsql	749	3204	1	400	110.667	3738317.333	.922
xt-1M-1000-120-4	pgsql	749	3204	1	500	95.667	3687823	.787
xt-1M-1000-120-4	pgsql	749	3204	1	600	68	3272382.333	.567
xt-1M-1000-120-4	pgsql	749	3204	1	700	68	3413799.667	.567
xt-1M-1000-120-4	pgsql	749	3204	1	800	53.333	3115002	.442
xt-1M-1000-120-4	pgsql	749	3204	1	900	63	3293313	.525
xt-1M-1000-120-4	pgsql	749	3204	1	1000	47.667	3480127.333	.397
xt-1M-1000-120-8	pgsql	829	4765	.01	100	197.333	6318735.667	1.644
xt-1M-1000-120-8	pgsql	829	4765	.01	200	65.333	6046139	.544
xt-1M-1000-120-8	pgsql	829	4765	.01	300	154.333	7551846.667	1.286
xt-1M-1000-120-8	pgsql	829	4765	.01	400	354.667	16980852	2.956
xt-1M-1000-120-8	pgsql	829	4765	.01	500	69	7907075.333	.575
xt-1M-1000-120-8	pgsql	829	4765	.01	600	678.667	20181195.333	5.654
xt-1M-1000-120-8	pgsql	829	4765	.01	700	310.667	17078616.667	2.589
xt-1M-1000-120-8	pgsql	829	4765	.01	800	378.333	9573261	3.153
xt-1M-1000-120-8	pgsql	829	4765	.01	900	502	13650475.667	4.183
xt-1M-1000-120-8	pgsql	829	4765	.01	1000	315.667	5791308.667	2.63
xt-1M-1000-120-8	pgsql	829	4805	.01	100	1886.667	11851335	15.722
xt-1M-1000-120-8	pgsql	829	4805	.01	200	1930.667	23565154	16.089
xt-1M-1000-120-8	pgsql	829	4805	.01	300	1902.667	34412180	15.856
xt-1M-1000-120-8	pgsql	829	4805	.01	400	1900	45470712.667	15.833
xt-1M-1000-120-8	pgsql	829	4805	.01	500	1992	56668999	16.6
xt-1M-1000-120-8	pgsql	829	4805	.01	600	1526	64070163.333	12.716
xt-1M-1000-120-8	pgsql	829	4805	.01	700	1126.333	55522389	9.385
xt-1M-1000-120-8	pgsql	829	4805	.01	800	879.333	24246448.667	7.327
xt-1M-1000-120-8	pgsql	829	4805	.01	900	0	0	0
xt-1M-1000-120-8	pgsql	829	4805	.01	1000	567.333	36157107	4.728
xt-1M-1000-120-8	pgsql	829	4824	.01	100	1037.333	11720323.333	8.644
xt-1M-1000-120-8	pgsql	829	4824	.01	200	1167.333	23650013.333	9.728
xt-1M-1000-120-8	pgsql	829	4824	.01	300	1181	35372456.333	9.842
xt-1M-1000-120-8	pgsql	829	4824	.01	400	1175.333	46098744.333	9.794
xt-1M-1000-120-8	pgsql	829	4824	.01	500	1287	58278182	10.725
xt-1M-1000-120-8	pgsql	829	4824	.01	600	1243.333	66851424	10.361
xt-1M-1000-120-8	pgsql	829	4824	.01	700	714	68487271	5.95
xt-1M-1000-120-8	pgsql	829	4824	.01	800	626	41005710.333	5.216
xt-1M-1000-120-8	pgsql	829	4824	.01	900	540.667	30735685.667	4.505
xt-1M-1000-120-8	pgsql	829	4824	.01	1000	604	54993820.333	5.033
xt-1M-1000-120-8	pgsql	829	4844	.01	100	1113	11926389.333	9.275
xt-1M-1000-120-8	pgsql	829	4844	.01	200	1171.667	23388563	9.764
xt-1M-1000-120-8	pgsql	829	4844	.01	300	1220	35536564	10.167
xt-1M-1000-120-8	pgsql	829	4844	.01	400	1247.333	46885247.667	10.394
xt-1M-1000-120-8	pgsql	829	4844	.01	500	1477.333	59126003.667	12.311
xt-1M-1000-120-8	pgsql	829	4844	.01	600	1309	70166150.333	10.908
xt-1M-1000-120-8	pgsql	829	4844	.01	700	1392	81765297.667	11.6
xt-1M-1000-120-8	pgsql	829	4844	.01	800	1355.667	83837245.667	11.297
xt-1M-1000-120-8	pgsql	829	4844	.01	900	1698	101468371	14.15
xt-1M-1000-120-8	pgsql	829	4844	.01	1000	803	94096998.333	6.692
xt-1M-1000-120-8	pgsql	829	5205	.1	100	1829.667	11876514.333	15.247
xt-1M-1000-120-8	pgsql	829	5205	.1	200	1918	23619953.667	15.983
xt-1M-1000-120-8	pgsql	829	5205	.1	300	2013.333	35679513.333	16.778
xt-1M-1000-120-8	pgsql	829	5205	.1	400	1980	46739535.667	16.5
xt-1M-1000-120-8	pgsql	829	5205	.1	500	2026.667	57903953.333	16.889
xt-1M-1000-120-8	pgsql	829	5205	.1	600	1501.667	58960252.667	12.513
xt-1M-1000-120-8	pgsql	829	5205	.1	700	813.667	26173824.333	6.78
xt-1M-1000-120-8	pgsql	829	5205	.1	800	1209.333	43856979.333	10.078
xt-1M-1000-120-8	pgsql	829	5205	.1	900	1663	80994923.667	13.858
xt-1M-1000-120-8	pgsql	829	5205	.1	1000	1070	54843653	8.917
xt-1M-1000-120-8	pgsql	829	5245	.1	100	1069.667	11946282.667	8.914
xt-1M-1000-120-8	pgsql	829	5245	.1	200	1188.667	23953708.667	9.906
xt-1M-1000-120-8	pgsql	829	5245	.1	300	1198.333	35852066.333	9.986
xt-1M-1000-120-8	pgsql	829	5245	.1	400	1190.667	47198885.667	9.922
xt-1M-1000-120-8	pgsql	829	5245	.1	500	1327	58401065.667	11.058
xt-1M-1000-120-8	pgsql	829	5245	.1	600	1254.667	69405628.333	10.456
xt-1M-1000-120-8	pgsql	829	5245	.1	700	1395.333	81552945	11.628
xt-1M-1000-120-8	pgsql	829	5245	.1	800	1583.333	93180864.333	13.194
xt-1M-1000-120-8	pgsql	829	5245	.1	900	1199.333	94737055.333	9.994
xt-1M-1000-120-8	pgsql	829	5245	.1	1000	929	82157106	7.742
xt-1M-1000-120-8	pgsql	829	5284	.1	100	1083.667	11842809	9.031
xt-1M-1000-120-8	pgsql	829	5284	.1	200	1550	23275353.667	12.917
xt-1M-1000-120-8	pgsql	829	5284	.1	300	1634.667	35851594.667	13.622
xt-1M-1000-120-8	pgsql	829	5284	.1	400	1608.333	46764250	13.403
xt-1M-1000-120-8	pgsql	829	5284	.1	500	1702.333	57878425.667	14.186
xt-1M-1000-120-8	pgsql	829	5284	.1	600	1812.333	68231420	15.103
xt-1M-1000-120-8	pgsql	829	5284	.1	700	1868	80445904.333	15.567
xt-1M-1000-120-8	pgsql	829	5284	.1	800	892	66154325	7.423
xt-1M-1000-120-8	pgsql	829	5284	.1	900	1146.333	67807356.333	9.523
xt-1M-1000-120-8	pgsql	829	5284	.1	1000	1129	67005297	9.408
xt-1M-1000-120-8	pgsql	829	5304	.1	100	1928.667	11874364	16.072
xt-1M-1000-120-8	pgsql	829	5304	.1	200	2025.667	23734686	16.881
xt-1M-1000-120-8	pgsql	829	5304	.1	300	1932.667	34256739	16.106
xt-1M-1000-120-8	pgsql	829	5304	.1	400	2054.333	46830253.333	17.119
xt-1M-1000-120-8	pgsql	829	5304	.1	500	2073.333	56786465.333	17.278
xt-1M-1000-120-8	pgsql	829	5304	.1	600	1576.667	65363192	13.139
xt-1M-1000-120-8	pgsql	829	5304	.1	700	1109.667	49149230	9.247
xt-1M-1000-120-8	pgsql	829	5304	.1	800	1375.667	60071439.333	11.463
xt-1M-1000-120-8	pgsql	829	5304	.1	900	1145	51834645	9.541
xt-1M-1000-120-8	pgsql	829	5304	.1	1000	894	21374326.667	7.45
xt-1M-1000-120-8	pgsql	829	5606	1	100	601.667	7129153.667	5.014
xt-1M-1000-120-8	pgsql	829	5606	1	200	391.667	8488543.333	3.264
xt-1M-1000-120-8	pgsql	829	5606	1	300	261.667	7954991.333	2.181
xt-1M-1000-120-8	pgsql	829	5606	1	400	194.333	7821474	1.619
xt-1M-1000-120-8	pgsql	829	5606	1	500	150	6862315	1.25
xt-1M-1000-120-8	pgsql	829	5606	1	600	203.333	11622235.667	1.694
xt-1M-1000-120-8	pgsql	829	5606	1	700	105.667	6298683.333	.881
xt-1M-1000-120-8	pgsql	829	5606	1	800	151	13699082.667	1.258
xt-1M-1000-120-8	pgsql	829	5606	1	900	209.333	17589884.333	1.744
xt-1M-1000-120-8	pgsql	829	5606	1	1000	128.667	8584204.667	1.072
xt-1M-1000-120-8	pgsql	829	5608	1	100	512.333	6057556.667	4.269
xt-1M-1000-120-8	pgsql	829	5608	1	200	426	7449674	3.55
xt-1M-1000-120-8	pgsql	829	5608	1	300	243.667	5497975	2.031
xt-1M-1000-120-8	pgsql	829	5608	1	400	248.667	6803615	2.072
xt-1M-1000-120-8	pgsql	829	5608	1	500	176	6613158.667	1.467
xt-1M-1000-120-8	pgsql	829	5608	1	600	203.333	6503751.667	1.694
xt-1M-1000-120-8	pgsql	829	5608	1	700	248.667	11384385	2.072
xt-1M-1000-120-8	pgsql	829	5608	1	800	148	6538743	1.233
xt-1M-1000-120-8	pgsql	829	5608	1	900	284.333	12034764	2.369
xt-1M-1000-120-8	pgsql	829	5608	1	1000	332.333	14626398	2.769
xt-1M-1000-120-8	pgsql	829	5626	1	100	520.667	5743712.333	4.339
xt-1M-1000-120-8	pgsql	829	5626	1	200	269.333	5435667.667	2.244
xt-1M-1000-120-8	pgsql	829	5626	1	300	206.667	5994433.667	1.722
xt-1M-1000-120-8	pgsql	829	5626	1	400	121.667	4797768.333	1.014
xt-1M-1000-120-8	pgsql	829	5626	1	500	140	5952865.667	1.167
xt-1M-1000-120-8	pgsql	829	5626	1	600	191.667	10338933.667	1.597
xt-1M-1000-120-8	pgsql	829	5626	1	700	251.333	15817715.333	2.094
xt-1M-1000-120-8	pgsql	829	5626	1	800	263.667	15779046	1.658
xt-1M-1000-120-8	pgsql	829	5626	1	900	270.333	13215479.333	2.253
xt-1M-1000-120-8	pgsql	829	5626	1	1000	140.333	11724520.333	1.091
xt-1M-1000-120-8	pgsql	829	5628	1	100	543	5982332.333	4.525
xt-1M-1000-120-8	pgsql	829	5628	1	200	397	5987148.333	3.308
xt-1M-1000-120-8	pgsql	829	5628	1	300	307.667	6793751.333	2.564
xt-1M-1000-120-8	pgsql	829	5628	1	400	232	6327297.667	1.933
xt-1M-1000-120-8	pgsql	829	5628	1	500	278.667	7728500.333	2.322
xt-1M-1000-120-8	pgsql	829	5628	1	600	192.667	6640903.333	1.574
xt-1M-1000-120-8	pgsql	829	5628	1	700	183.667	5263170.333	1.531
xt-1M-1000-120-8	pgsql	829	5628	1	800	213.333	2455906	1.778
xt-1M-1000-120-8	pgsql	829	5628	1	900	0	0	0
xt-1M-1000-120-8	pgsql	829	5628	1	1000	0	0	0
