EXPERIMENTNAME	RUNID	BATCHSETID	MPL	NUMEXECXACTS	PROCTIME	TPS
pk-xt-30K-1000-120-2	2649	7126	700	752.2	86284554.4	6.2677393202871123119527906333391403036E-03
pk-xt-30K-1000-120-2	2649	7126	800	822.8	97906766	6.85599217754159845505368442804807241792E-03
pk-xt-30K-1000-120-2	2649	7126	900	858.4	104736928	7.15265445344153566022882370113750916144E-03
pk-xt-30K-1000-120-2	2649	7126	1000	972.8	120546899.8	8.1058680787588916015976318836884452253E-03
pk-xt-30K-1000-120-2	2649	7146	100	8030.4	12037563.8	6.6913643257778307072621043912001741584E-02
pk-xt-30K-1000-120-2	2649	7146	200	8056	24084576	6.71268447533150932572928862271772228387E-02
pk-xt-30K-1000-120-2	2649	7146	300	8111	36067478.8	6.75849081758490817584908175849081758491E-02
pk-xt-30K-1000-120-2	2649	7146	400	8057	47852976.4	6.71352933839167821530723802795051645036E-02
pk-xt-30K-1000-120-2	2649	7146	500	1275.4	60531543	1.06273225963074728237791636645441843286E-02
pk-xt-30K-1000-120-2	2649	7146	600	761.4	73219031	6.34438301843128966719363260447584325568E-03
pk-xt-30K-1000-120-2	2649	7146	700	738	85284444	6.14941686095421810500509694942686003762E-03
pk-xt-30K-1000-120-2	2649	7146	800	800	98523770.2	6.6660111756417884360555842380670705181E-03
pk-xt-30K-1000-120-2	2649	7146	900	898.6	111019603	7.4876344680903000683258202581305059535E-03
pk-xt-30K-1000-120-2	2649	7146	1000	963.8	119223827.2	8.03087646672750961565482801446130478402E-03
pk-xt-30K-1000-120-2	2649	7166	100	7927.6	12034564.6	6.60578430689205459826373174475731817434E-02
pk-xt-30K-1000-120-2	2649	7166	200	8129.6	24070604.6	6.77414742085807784116663791304505777941E-02
pk-xt-30K-1000-120-2	2649	7166	300	8037.4	36013260	6.6971747120671967044601197972655370749E-02
pk-xt-30K-1000-120-2	2649	7166	400	8135	47979174.2	6.77848881778488817784888177848881778489E-02
pk-xt-30K-1000-120-2	2649	7166	500	991	60582292.8	8.25750758257507582575075825750758257508E-03
pk-xt-30K-1000-120-2	2649	7166	600	621.6	73256173.4	5.17949038353116134503988835853230468838E-03
pk-xt-30K-1000-120-2	2649	7166	700	721.6	85533651.4	6.01275300055799054669696973607836239982E-03
pk-xt-30K-1000-120-2	2649	7166	800	803.8	95242780.8	6.69769869913153949066962076932546667786E-03
pk-xt-30K-1000-120-2	2649	7166	900	873	107743499.4	7.27429569331107152260667809613702452238E-03
pk-xt-30K-1000-120-2	2649	7166	1000	965.8	114958493.6	8.04755575582198413578356468319748866314E-03
pk-xt-30K-1000-120-2	2649	7186	100	7592.4	12046590.4	6.32637796262092188816853927731579331977E-02
pk-xt-30K-1000-120-2	2649	7186	200	5075.2	24099309.8	4.22892788477913394440748296425214672179E-02
pk-xt-30K-1000-120-2	2649	7186	300	3844.2	36243633.6	3.20320125150856049818715400654427839776E-02
pk-xt-30K-1000-120-2	2649	7186	400	6076.8	48196557.2	5.06350448883529319892446293224152127399E-02
pk-xt-30K-1000-120-2	2649	7186	500	960.2	60910928.2	8.00091509848662388318389304686921935886E-03
pk-xt-30K-1000-120-2	2649	7186	600	633.6	73309101.2	5.27949103526735037900442345574154563722E-03
pk-xt-30K-1000-120-2	2649	7186	700	724.6	85707348.6	6.03774900109542420032021678884681712894E-03
pk-xt-30K-1000-120-2	2649	7186	800	812.6	96173476	6.77116901307833083576458140575540321848E-03
pk-xt-30K-1000-120-2	2649	7186	900	900	111392861.4	7.49931256322333300529562671792513143728E-03
pk-xt-30K-1000-120-2	2649	7186	1000	977	122792116.6	8.1409065294013326695039067252029688944E-03
pk-xt-30K-1000-120-2	2649	7206	100	7670.6	12042594.6	6.39155946612414221104935638318523376211E-02
pk-xt-30K-1000-120-2	2649	7206	200	7747.6	24086979.6	6.45569859581412072078796458845309331852E-02
pk-xt-30K-1000-120-2	2649	7206	300	7759.2	36085234.4	6.46539647724239416639616087720039521658E-02
pk-xt-30K-1000-120-2	2649	7206	400	7883.2	48091801.4	6.5686874302517891853203016323065984947E-02
pk-xt-30K-1000-120-2	2649	7206	500	714.8	60878098.4	5.95608515408135382810387000063107070566E-03
pk-xt-30K-1000-120-2	2649	7206	600	627	73283823.4	5.22448588398111634953943840352780513834E-03
pk-xt-30K-1000-120-2	2649	7206	700	712.2	83459045.2	5.93441627970312989171428630996518771988E-03
pk-xt-30K-1000-120-2	2649	7206	800	781.2	93431548.8	6.50935870213519154093762005311719094038E-03
pk-xt-30K-1000-120-2	2649	7206	900	883.4	109225798.8	7.36095552715964651323264848218608102554E-03
pk-xt-30K-1000-120-2	2649	7206	1000	979.6	121588231	8.1625448540796402398906520926845912704E-03
pk-xt-30K-1000-120-2	2649	7226	100	7842.8	12042587.6	6.5350458507517967181819896464273074516E-02
pk-xt-30K-1000-120-2	2649	7226	200	7830.4	24074550	6.524702573585844677455467047696299161E-02
pk-xt-30K-1000-120-2	2649	7226	300	7891	36062750.6	6.57520862335222288766226603988269489566E-02
pk-xt-30K-1000-120-2	2649	7226	400	7974	48010706.4	6.64436883090069641659710173669370112093E-02
pk-xt-30K-1000-120-2	2649	7226	500	698.4	60794366.2	5.81946616600623886772965890638234990232E-03
pk-xt-30K-1000-120-2	2649	7226	600	764.4	73306059.8	6.36938068531599148623521629305434856352E-03
pk-xt-30K-1000-120-2	2649	7226	700	719	85784658.2	5.99108698674257696094219727021973290752E-03
pk-xt-30K-1000-120-2	2649	7226	800	781.2	95372364.6	6.50936997775170612693503128876519985636E-03
pk-xt-30K-1000-120-2	2649	7226	900	880.8	108057655.4	7.33930287189483272024820804673802367262E-03
pk-xt-30K-1000-120-2	2649	7226	1000	999.4	123148333.2	8.32752835572947525638900225766809292024E-03
pk-xt-30K-1000-120-2	2649	7266	100	7860	12039397.4	6.54936676272350489215243149478843240378E-02
pk-xt-30K-1000-120-2	2649	7266	200	7882.2	24079795.4	6.56786517258093568311327063903364880395E-02
pk-xt-30K-1000-120-2	2649	7266	300	7928	36085198.6	6.6060611110648190582529934755980701769E-02
pk-xt-30K-1000-120-2	2649	7266	400	8015	47948226.8	6.67852107640724541089649523852807576564E-02
pk-xt-30K-1000-120-2	2649	7266	500	844.8	60768058	7.03933020273950362558186912947193974692E-03
pk-xt-30K-1000-120-2	2649	7266	600	612.4	72866501	5.1028485183689789717592166867866573729E-03
pk-xt-30K-1000-120-2	2649	7266	700	700.2	85428929	5.8344359990622941799889165855338150958E-03
pk-xt-30K-1000-120-2	2649	7266	800	794.6	97180014.2	6.62102678417362120101161176513857392624E-03
pk-xt-30K-1000-120-2	2649	7266	900	874	107170942.2	7.28275504845410767078996176838047047064E-03
pk-xt-30K-1000-120-2	2649	7266	1000	985.6	121535695.4	8.21256704427049170759950919331864830348E-03
pk-xt-30K-1000-120-2	2649	7287	100	7414.6	12038328.2	6.17821551178215511782155117821551178216E-02
pk-xt-30K-1000-120-2	2649	7287	200	7538.8	24084754.8	6.28172615323813961855683010412576660691E-02
pk-xt-30K-1000-120-2	2649	7287	300	7620	36112050.6	6.34938610807102484069891611244949392732E-02
pk-xt-30K-1000-120-2	2649	7287	400	7647	48113439.6	6.37188412074569707900207915508732711845E-02
pk-xt-30K-1000-120-2	2649	7287	500	504.2	60950456.6	4.20126742689822642670114003673250926566E-03
pk-xt-30K-1000-120-2	2649	7287	600	729.6	73403176.2	6.07939206079392060793920607939206079392E-03
pk-xt-30K-1000-120-2	2649	7287	700	703.8	85461398.2	5.86444313630814552261683115004195641628E-03
pk-xt-30K-1000-120-2	2649	7287	800	779.8	95399523	6.49769467395862341922393406975056883494E-03
pk-xt-30K-1000-120-2	2649	7287	900	887.6	108802761	7.39595199973715704730865957325241386588E-03
pk-xt-30K-1000-120-2	2649	7287	1000	1000.4	124209224.4	8.33587476981248943846536317501451533582E-03
pk-xt-30K-1000-120-2	2649	7307	100	7555.8	12043526.2	6.29589132561691960558716607528654772156E-02
pk-xt-30K-1000-120-2	2649	7307	200	7629.8	24075124.4	6.35755214839399645706742788653699145005E-02
pk-xt-30K-1000-120-2	2649	7307	300	7669	36107263	6.39022616890721956793330007809644746502E-02
pk-xt-30K-1000-120-2	2649	7307	400	7729	48112195	6.44025354899321408776667009044144415867E-02
pk-xt-30K-1000-120-2	2649	7307	500	825.2	60845517	6.87603272553107041381478901805436926964E-03
pk-xt-30K-1000-120-2	2649	7307	600	625	73324801.8	5.20782150869469190990481462529157393872E-03
pk-xt-30K-1000-120-2	2649	7307	700	682.2	83212942.4	5.68445099756244416499041643554881359598E-03
pk-xt-30K-1000-120-2	2649	7307	800	802.2	98463345.4	6.68434267582510343788873425639857070142E-03
pk-xt-30K-1000-120-2	2649	7307	900	888.6	109196916.6	7.4042714328806541843197864624411006611E-03
pk-xt-30K-1000-120-2	2649	7307	1000	974	117404995.2	8.11589493463071443450739265564545749946E-03
pk-xt-30K-1000-120-2	2649	7326	100	7716.6	12038512.2	6.4298784379699478563807827775882312389E-02
pk-xt-30K-1000-120-2	2649	7326	200	7658.4	24061894.6	6.38138311668440136457588822392255056963E-02
pk-xt-30K-1000-120-2	2649	7326	300	7696.4	36121262.6	6.41303607180007432758653124530144747397E-02
pk-xt-30K-1000-120-2	2649	7326	400	7817.4	48092718.4	6.51387030125955860083333088171991504496E-02
pk-xt-30K-1000-120-2	2649	7326	500	940	60727676.4	7.83259026506711803926055969950246478216E-03
pk-xt-30K-1000-120-2	2649	7326	600	624.2	73443216	5.2011732274539834015198608460724450257E-03
pk-xt-30K-1000-120-2	2649	7326	700	716.4	85552446.6	5.96943222077122349176119709607894482152E-03
pk-xt-30K-1000-120-2	2649	7326	800	828.6	98163822.2	6.90434289598845899879768962051058061738E-03
pk-xt-30K-1000-120-2	2649	7326	900	893.8	110310033.8	7.44768769540009863224351608073434305332E-03
pk-xt-30K-1000-120-2	2649	7326	1000	1000.2	124358419	8.33418046956890054523613029925033816428E-03
pk-xt-30K-1000-120-2	2649	7346	100	7771	12039399.2	6.47520739256035816621485896172946137072E-02
pk-xt-30K-1000-120-2	2649	7346	200	7739.8	24083712	6.44920986176984815732401589926027381541E-02
pk-xt-30K-1000-120-2	2649	7346	300	7597.2	35945516	6.33039910991971799089877392953585571802E-02
pk-xt-30K-1000-120-2	2649	7346	400	7768.4	48070124	6.47303018765570038169403292260564323894E-02
pk-xt-30K-1000-120-2	2649	7346	500	558	60756285	4.64954898826749411562025450247913633724E-03
pk-xt-30K-1000-120-2	2649	7346	600	596.2	70608592.4	4.96785403243845399896437017187699700004E-03
pk-xt-30K-1000-120-2	2649	7346	700	740.2	85389514	6.16773889073055903337736708757123943194E-03
pk-xt-30K-1000-120-2	2649	7346	800	824.8	96958171.2	6.87265717770824845672018444471307258456E-03
pk-xt-30K-1000-120-2	2649	7346	900	937	110739747.4	7.80757753162586655789484892880808549176E-03
pk-xt-30K-1000-120-2	2649	7346	1000	983.8	122070626	8.19752746820237053157083016259733679776E-03
pk-xt-30K-1000-120-2	2649	7386	100	27135.2	12007685.8	2.2610405626104056261040562610405626104E-01
pk-xt-30K-1000-120-2	2649	7386	200	27088.2	24000847.6	2.25713179724293140786439919584158217932E-01
pk-xt-30K-1000-120-2	2649	7386	300	27502.8	35377029.2	2.29167466232159284564553907548197998414E-01
pk-xt-30K-1000-120-2	2649	7386	400	22927.6	46981198.8	1.91044788039381894775833929718326298375E-01
pk-xt-30K-1000-120-2	2649	7386	500	13265.6	57920800.2	1.10535812858734902383084414753342918479E-01
pk-xt-30K-1000-120-2	2649	7386	600	19448.2	70054408.8	1.62052729408046771461707767612219788095E-01
pk-xt-30K-1000-120-2	2649	7386	700	27173.6	82527291.2	2.26425533474961020061789917477187073382E-01
pk-xt-30K-1000-120-2	2649	7386	800	27113.6	94463293	2.25925201834778428426860368960840234592E-01
pk-xt-30K-1000-120-2	2649	7386	900	27320.4	106749549	2.27647613842799225478345972359348600446E-01
pk-xt-30K-1000-120-2	2649	7386	1000	27174.4	118807966.8	2.26432200669243222247672992072850276362E-01
pk-xt-30K-1000-120-2	2649	7407	100	27526.6	12009170.4	2.2936654082437092690449869668078701847E-01
pk-xt-30K-1000-120-2	2649	7407	200	27866	23903363.2	2.32193831428866012582983146219629064082E-01
pk-xt-30K-1000-120-2	2649	7407	300	27592.4	35597225	2.29914826675667919121879047898594830254E-01
pk-xt-30K-1000-120-2	2649	7407	400	27694.4	47250166.4	2.30764358202115755405264010960756865572E-01
pk-xt-30K-1000-120-2	2649	7407	500	27389.2	58729724	2.28222027699877825056872925223552560098E-01
pk-xt-30K-1000-120-2	2649	7407	600	28156.8	70972469	2.34617714676246890369304943722713384698E-01
pk-xt-30K-1000-120-2	2649	7407	700	27804.2	82453273.4	2.31679270585522238981352494553923742316E-01
pk-xt-30K-1000-120-2	2649	7407	800	27695.6	94295940	2.30774356452359474731825659484641342912E-01
pk-xt-30K-1000-120-2	2649	7407	900	27605.4	106211240.4	2.30022380199145567496284398996474240526E-01
pk-xt-30K-1000-120-2	2649	7407	1000	27881	117912538.2	2.32319212687975355083834843386531517082E-01
pk-xt-30K-1000-120-2	2649	7426	100	28048.8	11991486.6	2.3371818037301185264230157631010944618E-01
pk-xt-30K-1000-120-2	2649	7426	200	27989.6	23982766.4	2.33233436208651047050723525965137829808E-01
pk-xt-30K-1000-120-2	2649	7426	300	28314.4	35477174.4	2.35934432870143514159261930762324549742E-01
pk-xt-30K-1000-120-2	2649	7426	400	28609.4	46424421.2	2.38388618037980388410734382145023700794E-01
pk-xt-30K-1000-120-2	2649	7426	500	28044.2	58418726.2	2.33679072355184870755021750021324315422E-01
pk-xt-30K-1000-120-2	2649	7426	600	28214.2	70847141.2	2.3509678279491046654056711468115422753E-01
pk-xt-30K-1000-120-2	2649	7426	700	28022.4	82585829	2.33497037663502761166445565018731508234E-01
pk-xt-30K-1000-120-2	2649	7426	800	28192.4	94548912.8	2.34913963670251868081308958370980110412E-01
pk-xt-30K-1000-120-2	2649	7426	900	28223.8	107003876.2	2.35175991348656031342423525963085864992E-01
pk-xt-30K-1000-120-2	2649	7426	1000	28295.4	118436608.4	2.35772595632921563398567610054536455012E-01
pk-xt-30K-1000-120-2	2649	7446	100	28658.6	12008270	2.38798184311801326332051976438483951002E-01
pk-xt-30K-1000-120-2	2649	7446	200	28946.6	24021928.6	2.41198351827137129190370383653626760268E-01
pk-xt-30K-1000-120-2	2649	7446	300	28730.2	35623844.8	2.39396003821470849723653510610309176814E-01
pk-xt-30K-1000-120-2	2649	7446	400	28738	47448508.2	2.39459781902309612108729937987416869104E-01
pk-xt-30K-1000-120-2	2649	7446	500	28626.8	58910667.2	2.3853361832826224839332066993282340113E-01
pk-xt-30K-1000-120-2	2649	7446	600	28962	70523162.8	2.41327067461016297928025508548405505028E-01
pk-xt-30K-1000-120-2	2649	7446	700	28613.6	82572323.6	2.38423629896497675005506368173402833978E-01
pk-xt-30K-1000-120-2	2649	7446	800	28750.4	94031693.6	2.39563513463920541810214742247434104528E-01
pk-xt-30K-1000-120-2	2649	7446	900	28457.8	106241150.6	2.3712501394868054169993588004024671901E-01
pk-xt-30K-1000-120-2	2649	7446	1000	28690.8	117962612	2.39067289105915660471960431035525350926E-01
pk-xt-30K-1000-120-2	2649	9506	100	26939.4	12001618.2	2.24473306600229645482510768513019626536E-01
pk-xt-30K-1000-120-2	2649	9506	200	26965.2	24000472.8	2.2468828975426555413246814183630118655E-01
pk-xt-30K-1000-120-2	2649	9506	300	27313.6	35802817.4	2.27591329950505628541561272458467129598E-01
pk-xt-30K-1000-120-2	2649	9506	400	27217.6	47218409.4	2.26792544016798460141153727574972294206E-01
pk-xt-30K-1000-120-2	2649	9506	500	27132.6	58928709	2.26082761592713859688127172928467403014E-01
pk-xt-30K-1000-120-2	2649	9506	600	27103.4	71116648	2.25840212333545235216863222838820794436E-01
pk-xt-30K-1000-120-2	2649	9506	700	27295.2	82788359.2	2.27437634354681482242434390630591666928E-01
pk-xt-30K-1000-120-2	2649	9506	800	27350.8	94762351	2.27872468722759933674275282392506446524E-01
pk-xt-30K-1000-120-2	2649	9506	900	27089.8	106881716.8	2.25726890873974877359291982132137059742E-01
pk-xt-30K-1000-120-2	2649	9506	1000	27350.2	119119387.8	2.27896679033576784419643488929001070724E-01
pk-xt-30K-1000-120-2	2649	9526	100	27255	12002316.2	2.27103426428153195046211854804220522028E-01
pk-xt-30K-1000-120-2	2649	9526	200	27493.8	23915934.2	2.2909209079092090790920907909209079092E-01
pk-xt-30K-1000-120-2	2649	9526	300	27562	35546105	2.29653502688991513414247579948621907524E-01
pk-xt-30K-1000-120-2	2649	9526	400	27376	47717680.4	2.28111275865287736189521297848294387112E-01
pk-xt-30K-1000-120-2	2649	9526	500	27293.4	59275649.4	2.2742339619490373388660972806375416209E-01
pk-xt-30K-1000-120-2	2649	9526	600	27297.6	71206134.6	2.27458013698453781900420529755719742066E-01
pk-xt-30K-1000-120-2	2649	9526	700	27741.2	82846611.6	2.31154326482398436433253514660421756998E-01
pk-xt-30K-1000-120-2	2649	9526	800	27816.2	95496235	2.3177926062818082069548695306980899458E-01
pk-xt-30K-1000-120-2	2649	9526	900	27637.6	106881378	2.30291073488802028186134621380223650038E-01
pk-xt-30K-1000-120-2	2649	9526	1000	27736.8	119240854.2	2.31117272959663284629088204549708319756E-01
pk-xt-30K-1000-120-2	2649	9527	100	28251.8	11929214.6	2.3540930573903693753468947933736233385E-01
pk-xt-30K-1000-120-2	2649	9527	200	28110.4	23834190.6	2.34230696038922270652448577486314273918E-01
pk-xt-30K-1000-120-2	2649	9527	300	27934.6	35637908.8	2.32766217785678526358172636405884149596E-01
pk-xt-30K-1000-120-2	2649	9527	400	28230	47328739	2.35226477352264773522647735226477352264E-01
pk-xt-30K-1000-120-2	2649	9527	500	28296.4	58824159.6	2.35780541734845855308312233162448393402E-01
pk-xt-30K-1000-120-2	2649	9527	600	27978.2	70430964.6	2.3312951655286235520290340970874679009E-01
pk-xt-30K-1000-120-2	2649	9527	700	28237	82788501.4	2.35285983793540275561953655120415637288E-01
pk-xt-30K-1000-120-2	2649	9527	800	28295.6	94459654.2	2.35774270520219478164673221123113542942E-01
pk-xt-30K-1000-120-2	2649	9527	900	28699.8	106880210.2	2.39141485786982764145085742791567862792E-01
pk-xt-30K-1000-120-2	2649	9527	1000	28218.8	118225022.2	2.35133543720951555731984331015587866904E-01
pk-xt-30K-1000-120-2	2649	9528	100	28776	11978534.4	2.39777221154098714944841796105807700332E-01
pk-xt-30K-1000-120-2	2649	9528	200	28843.8	23813565	2.4034176942994859563353033560053737622E-01
pk-xt-30K-1000-120-2	2649	9528	300	28744.6	35386357	2.39515182908275626068032610348273208332E-01
pk-xt-30K-1000-120-2	2649	9528	400	28517.8	46902389.4	2.37625373444634966166775289318551569974E-01
pk-xt-30K-1000-120-2	2649	9528	500	28818.8	59105223.4	2.40133456539051108040768140177202529002E-01
pk-xt-30K-1000-120-2	2649	9528	600	28761.2	70094356.2	2.39652701396527013965270139652701396528E-01
pk-xt-30K-1000-120-2	2649	9528	700	28869.2	82529416.4	2.40553011328870473755661933147023544418E-01
pk-xt-30K-1000-120-2	2649	9528	800	28567.2	94140980.6	2.38036599358676315140620714462926945314E-01
pk-xt-30K-1000-120-2	2649	9528	900	28655.6	106928188	2.38773592386590195557663544097687677856E-01
pk-xt-30K-1000-120-2	2649	9528	1000	28844.2	118483125	2.40345103776945967400910124384483500472E-01
pk-xt-30K-1000-120-2	2649	9529	100	26465.6	11999522.4	2.20525344954068141527249313215181719032E-01
pk-xt-30K-1000-120-2	2649	9529	200	26314	23853170.8	2.1926251160592473026127878306041346492E-01
pk-xt-30K-1000-120-2	2649	9529	300	26534	35845944.8	2.21095294958426097879000627655526937162E-01
pk-xt-30K-1000-120-2	2649	9529	400	26592.8	47617081	2.21585615864646686181442822351379003026E-01
pk-xt-30K-1000-120-2	2649	9529	500	26483	58883465	2.20671073160381645103412321412671847168E-01
pk-xt-30K-1000-120-2	2649	9529	600	26803.6	70652288.6	2.23345107585286743442697591810284031486E-01
pk-xt-30K-1000-120-2	2649	9529	700	26724.4	82138974.8	2.22685159004385886553371253252532141168E-01
pk-xt-30K-1000-120-2	2649	9529	800	26958	94749488.4	2.24628286991456229023310654966339336658E-01
pk-xt-30K-1000-120-2	2649	9529	900	26877.4	106928146.4	2.2395668456863251466666861518207224143E-01
pk-xt-30K-1000-120-2	2649	9529	1000	26792.8	118879904.4	2.2325138131377719732755457653691347333E-01
pk-xt-30K-1000-120-2	2649	9530	100	26691.6	11982437.8	2.22408497915821569970724553062354645622E-01
pk-xt-30K-1000-120-2	2649	9530	200	26740.8	23792922.8	2.22818093781192745062929442113408377354E-01
pk-xt-30K-1000-120-2	2649	9530	300	26932.6	35822918.8	2.24416268588593613050946004604334682534E-01
pk-xt-30K-1000-120-2	2649	9530	400	27076.4	47259981.6	2.25614860125339758730628841108023252054E-01
pk-xt-30K-1000-120-2	2649	9530	500	27131	58862770	2.26063702236879717473252803585627605804E-01
pk-xt-30K-1000-120-2	2649	9530	600	26709.8	70303002.4	2.2256015826286483349731870685576449896E-01
pk-xt-30K-1000-120-2	2649	9530	700	27163	82333437	2.2633607374722888289229199529933544824E-01
pk-xt-30K-1000-120-2	2649	9530	800	27161.4	94782119.6	2.26305624432495293840100828844709122824E-01
pk-xt-30K-1000-120-2	2649	9530	900	27163.4	106401192.8	2.2633903276339032763390327633903276339E-01
pk-xt-30K-1000-120-2	2649	9530	1000	27229.6	119234001	2.26891770775204631450707270586098795136E-01
pk-xt-30K-1000-120-2	2649	9531	100	27434.2	11966167.2	2.28595855976586918832954705490473969938E-01
pk-xt-30K-1000-120-2	2649	9531	200	27149.6	23838463.6	2.26224787828050179736201691538384081726E-01
pk-xt-30K-1000-120-2	2649	9531	300	27013.6	35597362.4	2.25092325185437588040225510852797142174E-01
pk-xt-30K-1000-120-2	2649	9531	400	26973	47006812	2.24754397513561256884785561323545341678E-01
pk-xt-30K-1000-120-2	2649	9531	500	27175.8	58851891.6	2.26442735205582746144702647888269364952E-01
pk-xt-30K-1000-120-2	2649	9531	600	27148	70601111.2	2.26211470297365638304584381312669354118E-01
pk-xt-30K-1000-120-2	2649	9531	700	27545.4	82448032.6	2.29523195366925381771677762188534377516E-01
pk-xt-30K-1000-120-2	2649	9531	800	27813.8	94508351.4	2.3175965177561286625751603539931813953E-01
pk-xt-30K-1000-120-2	2649	9531	900	27492.2	106579613.2	2.2907952465787826396885521636902312052E-01
pk-xt-30K-1000-120-2	2649	9531	1000	27202	119043799.6	2.26661040903322877056993258825175857618E-01
pk-xt-30K-1000-120-2	2649	9532	100	27703.2	11992871.8	2.30838451569652232822452451296576241558E-01
pk-xt-30K-1000-120-2	2649	9532	200	27829.4	23877604.4	2.31889251128993252055362356152027041202E-01
pk-xt-30K-1000-120-2	2649	9532	300	27829.8	35378319.4	2.31892969596808390421092378434119991356E-01
pk-xt-30K-1000-120-2	2649	9532	400	26568.4	47208496	2.21382647810384293637419025232711554542E-01
pk-xt-30K-1000-120-2	2649	9532	500	27641.2	56494089.4	2.30320687562499773776000562501071027348E-01
pk-xt-30K-1000-120-2	2649	9532	600	27308.4	68899296.8	2.27535827080726391964858761453955735698E-01
pk-xt-30K-1000-120-2	2649	9532	700	27882	82554464.2	.2323271574290493779918211582418652475
pk-xt-30K-1000-120-2	2649	9532	800	27955.6	94192118.6	2.32941200120793624559129052917285646288E-01
pk-xt-30K-1000-120-2	2649	9532	900	27746.6	106656668.2	2.3120393251774735528974077586105683733E-01
pk-xt-30K-1000-120-2	2649	9532	1000	27850	118719685.8	2.32064780413993295100431485130902707544E-01
xt-30K-1000-120-2	2669	6066	100	7520.8	12027939	6.26671715232311972797909538913093106007E-02
xt-30K-1000-120-2	2669	6066	200	7690.4	24073364.4	6.4080579329334344842784749641902874676E-02
xt-30K-1000-120-2	2669	6066	300	7784.6	36076955.2	6.48652883362481871263035209451476824748E-02
xt-30K-1000-120-2	2669	6066	400	7771.8	48134357.2	6.47588461969672689123696085727465894313E-02
xt-30K-1000-120-2	2669	6066	500	962.2	60376915.6	8.01755243728862233890600490908737991888E-03
xt-30K-1000-120-2	2669	6066	600	736	73548081.2	6.13289785269722798384329937672582879718E-03
xt-30K-1000-120-2	2669	6066	700	709.4	85371677.2	5.91109452769715820745295461537996819846E-03
xt-30K-1000-120-2	2669	6066	800	787.2	97655899.6	6.55937735088012226016568085964982590324E-03
xt-30K-1000-120-2	2669	6066	900	974.6	110860650.8	8.12089499012979882348012153924830774236E-03
xt-30K-1000-120-2	2669	6066	1000	1000	124020614	8.33254175589293220342024369971643154766E-03
xt-30K-1000-120-2	2669	6086	100	5877.2	12048789.4	4.89720272597538528526818070596192304899E-02
xt-30K-1000-120-2	2669	6086	200	3928.2	24140803.2	3.2731886463385558520249332442329672758E-02
xt-30K-1000-120-2	2669	6086	300	5268.4	36129089.2	4.38990511822265485189016268760282926581E-02
xt-30K-1000-120-2	2669	6086	400	7818.4	48075212.2	6.51488791637801643500055404505691014433E-02
xt-30K-1000-120-2	2669	6086	500	998	60655694.2	8.31595542261291224146004407393754700134E-03
xt-30K-1000-120-2	2669	6086	600	615.6	73450674	5.12950477012082200523035135693392244852E-03
xt-30K-1000-120-2	2669	6086	700	716.4	85266126.6	5.96942395846601883822861127685411070204E-03
xt-30K-1000-120-2	2669	6086	800	800	98506295	6.6660111756417884360555842380670705181E-03
xt-30K-1000-120-2	2669	6086	900	928.4	110676796.8	7.7359055749634420142268325044684566993E-03
xt-30K-1000-120-2	2669	6086	1000	968.6	119880531.8	8.07088735316306523072490200102709035382E-03
xt-30K-1000-120-2	2669	6106	100	7856	12037047.8	6.54602300225269071363022266571203075841E-02
xt-30K-1000-120-2	2669	6106	200	7880.6	24083703.2	6.56653187814125848693957822833787925782E-02
xt-30K-1000-120-2	2669	6106	300	7940.6	36031428.2	6.61652709387773062997228009379167795752E-02
xt-30K-1000-120-2	2669	6106	400	8006.2	48003255.2	6.67119961031091620210008785279963030908E-02
xt-30K-1000-120-2	2669	6106	500	1002.4	60604007.6	8.35253256302720462469755724180104674952E-03
xt-30K-1000-120-2	2669	6106	600	620.8	73150813.6	5.1728414496377728051994193969542392987E-03
xt-30K-1000-120-2	2669	6106	700	706.2	83781117.4	5.88443969234049311458740608567124611474E-03
xt-30K-1000-120-2	2669	6106	800	825.6	98425884.6	6.87933428675669622684236202344607650932E-03
xt-30K-1000-120-2	2669	6106	900	860.2	106270478	7.16767629633950221229720608944180116824E-03
xt-30K-1000-120-2	2669	6106	1000	999.8	125261958.2	8.33093070728093931476488687062391103774E-03
xt-30K-1000-120-2	2669	6107	100	7928.4	12033757.4	6.6065042807595098302070566486593805991E-02
xt-30K-1000-120-2	2669	6107	200	7988.8	24079286.6	6.65670098518030363320640768968962788805E-02
xt-30K-1000-120-2	2669	6107	300	7930.4	36002645.4	6.60802798267417538631545960679476238604E-02
xt-30K-1000-120-2	2669	6107	400	8051.4	47893766.8	6.70887385295795051848052259154294162482E-02
xt-30K-1000-120-2	2669	6107	500	886.8	60525677.6	7.38926829473077278907223281110462640038E-03
xt-30K-1000-120-2	2669	6107	600	635.8	73221252	5.29782021645071718396372165590405876518E-03
xt-30K-1000-120-2	2669	6107	700	720	85973036	5.99945005041204556249010507370157735538E-03
xt-30K-1000-120-2	2669	6107	800	856	98618827.4	7.13265746693614379219184513459062306352E-03
xt-30K-1000-120-2	2669	6107	900	900	111029770.8	7.49928756780603447183758180497621301358E-03
xt-30K-1000-120-2	2669	6107	1000	1000	123898611.2	8.33254174200670496870842422775134779286E-03
xt-30K-1000-120-2	2669	6126	100	7389.4	12039951.8	6.1572586606485046473313022332016992033E-02
xt-30K-1000-120-2	2669	6126	200	7465.2	24078371.2	6.22040905624380358874395784459350600258E-02
