VER	EXPNAME	PK	DBMS	RUNID	NCORES	RPCT	UPCT	HSR	PT	MAXMPL
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	0	25	25	86.03	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	0	25	50	76.99	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	0	25	75	73.9	800
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	0	25	100	84.37	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	0	50	25	70.63	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	0	50	50	63.8	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	0	50	75	58.82	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	0	50	100	64.92	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	0	75	25	70.58	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	0	75	50	73.11	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	0	75	75	64.31	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	0	75	100	64.57	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	0	100	25	63.21	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	0	100	50	79.89	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	0	100	75	81.22	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	0	100	100	76.46	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	.01	0	25	145.08	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	.01	0	50	147.95	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	.01	0	75	145.99	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	.01	0	100	142.32	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	.01	25	25	308.43	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	.01	25	50	307.38	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	.01	25	75	311.03	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	.01	25	100	312.63	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	.01	50	25	317.81	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	.01	50	50	304.33	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	.01	50	75	304.99	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	.01	50	100	304.42	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	.01	75	25	317.49	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	.01	75	50	305	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	.01	75	75	308.45	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	.01	75	100	308.1	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	.01	100	25	329.39	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	.01	100	50	315.41	1100
700	pk-xt-1M-1000-120-1	1	pgsql	1129	1	.01	100	75	305.02	1100
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	0	25	25	33998.59	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	0	25	50	35449.83	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	0	25	75	37336.08	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	0	25	100	36596.86	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	0	50	25	36728.2	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	0	50	50	34579.12	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	0	50	75	35802.08	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	0	50	100	35860.1	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	0	75	25	36952.92	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	0	75	50	35240.29	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	0	75	75	37151.76	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	0	75	100	38746.48	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	0	100	25	37299.42	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	0	100	50	35749.01	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	0	100	75	36919.72	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	0	100	100	37238.1	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.01	0	25	14603.64	700
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.01	0	50	15960.77	700
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.01	0	75	11555.81	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.01	0	100	9299.98	1100
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.01	25	25	33818.56	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.01	25	50	37661.83	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.01	25	75	33611.71	700
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.01	25	100	33837.79	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.01	50	25	55820.21	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.01	50	50	47593.29	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.01	50	75	46577.17	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.01	50	100	44581.18	700
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.01	75	25	57480.76	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.01	75	50	57455.78	500
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.01	75	75	52906.19	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.01	75	100	52509.64	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.01	100	25	55125.67	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.01	100	50	57621.78	500
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.01	100	75	35327.77	1100
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.01	100	100	54864.17	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.1	0	25	15599.73	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.1	0	50	13105.04	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.1	0	75	17825.28	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.1	0	100	13791.33	800
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.1	25	25	48461.3	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.1	25	50	54914.26	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.1	25	75	57264.14	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.1	25	100	54535.8	500
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.1	50	25	57225.93	500
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.1	50	50	56002.62	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.1	50	75	58793.46	500
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.1	50	100	57670.54	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.1	75	25	62343.05	500
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.1	75	50	42749.52	800
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.1	75	75	55410.72	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.1	75	100	56988.25	500
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.1	100	25	54584.87	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.1	100	50	55018.16	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.1	100	75	62438.17	500
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	.1	100	100	58602.34	500
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	1	0	25	15960.82	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	1	0	50	16005.24	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	1	0	75	14040.91	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	1	0	100	14211.93	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	1	25	25	64769.32	500
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	1	25	50	60216.91	500
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	1	25	75	59629.19	500
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	1	25	100	59087.54	500
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	1	50	25	55579.4	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	1	50	50	58126.99	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	1	50	75	62442.26	500
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	1	50	100	63226.4	500
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	1	75	25	56242.69	500
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	1	75	50	64524.03	500
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	1	75	75	61617	500
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	1	75	100	66011.4	500
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	1	100	25	56362.55	600
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	1	100	50	62911.77	500
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	1	100	75	63395.18	500
700	pk-xt-30K-1000-120-1	1	sqlserver	869	1	1	100	100	59556.98	600
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	0	25	25	221.92	700
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	0	25	50	206.76	700
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	0	25	75	236.57	700
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	0	25	100	214.92	700
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	0	50	25	145.72	600
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	0	50	50	105.55	400
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	0	50	75	118.22	700
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	0	50	100	130.35	200
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	0	75	25	97.43	100
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	0	75	50	99.39	100
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	0	75	75	111.57	300
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	0	75	100	156.97	100
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	0	100	25	92.71	600
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	0	100	50	92.11	400
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	0	100	75	105.51	600
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	0	100	100	100.38	400
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	.01	0	25	109.2	100
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	.01	0	50	119.7	100
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	.01	0	75	114.9	100
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	.01	0	100	109.1	100
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	.01	25	25	186.9	100
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	.01	25	50	188.83	100
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	.01	25	75	174.63	200
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	.01	25	100	183.34	400
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	.01	50	25	170.09	300
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	.01	50	50	176.05	100
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	.01	50	75	195.61	100
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	.01	50	100	187.42	200
700	pk-xt-30K-1000-120-2	1	sqlserver	1110	2	.01	75	25	129.4	300
700	xt-1M-1000-120-1	0	db2	689	1	0	25	25	52.84	1100
700	xt-1M-1000-120-1	0	db2	689	1	0	25	50	51.78	1100
700	xt-1M-1000-120-1	0	db2	689	1	0	25	75	119.96	500
700	xt-1M-1000-120-1	0	db2	689	1	0	25	100	117.81	1100
700	xt-1M-1000-120-1	0	db2	689	1	0	50	25	55.51	1100
700	xt-1M-1000-120-1	0	db2	689	1	0	50	50	50.09	1100
700	xt-1M-1000-120-1	0	db2	689	1	0	50	75	112.77	1100
700	xt-1M-1000-120-1	0	db2	689	1	0	50	100	117.68	700
700	xt-1M-1000-120-1	0	db2	689	1	0	75	25	54.38	1100
700	xt-1M-1000-120-1	0	db2	689	1	0	75	50	54.21	1100
700	xt-1M-1000-120-1	0	db2	689	1	0	75	75	113.34	100
700	xt-1M-1000-120-1	0	db2	689	1	0	75	100	116.17	200
700	xt-1M-1000-120-1	0	db2	689	1	0	100	25	55.39	1100
700	xt-1M-1000-120-1	0	db2	689	1	0	100	50	53.08	1100
700	xt-1M-1000-120-1	0	db2	689	1	0	100	75	114.28	600
700	xt-1M-1000-120-1	0	db2	689	1	0	100	100	107.09	600
700	xt-1M-1000-120-1	0	db2	689	1	.01	0	25	42.05	500
700	xt-1M-1000-120-1	0	db2	689	1	.01	0	50	40.16	200
700	xt-1M-1000-120-1	0	db2	689	1	.01	0	75	40.14	200
700	xt-1M-1000-120-1	0	db2	689	1	.01	0	100	46.2	200
700	xt-1M-1000-120-1	0	db2	689	1	.01	25	25	88.45	1100
700	xt-1M-1000-120-1	0	db2	689	1	.01	25	50	108.55	1100
700	xt-1M-1000-120-1	0	db2	689	1	.01	25	75	118	1100
700	xt-1M-1000-120-1	0	db2	689	1	.01	25	100	116.43	800
700	xt-1M-1000-120-1	0	db2	689	1	.01	50	25	97.64	800
700	xt-1M-1000-120-1	0	db2	689	1	.01	50	50	112.39	800
700	xt-1M-1000-120-1	0	db2	689	1	.01	50	75	134.4	800
700	xt-1M-1000-120-1	0	db2	689	1	.01	50	100	112.02	800
700	xt-1M-1000-120-1	0	db2	689	1	.01	75	25	95.23	1100
700	xt-1M-1000-120-1	0	db2	689	1	.01	75	50	105.77	1100
700	xt-1M-1000-120-1	0	db2	689	1	.01	75	75	125.65	600
700	xt-1M-1000-120-1	0	db2	689	1	.01	75	100	113.15	1100
700	xt-1M-1000-120-1	0	db2	689	1	.01	100	25	101.05	1100
700	xt-1M-1000-120-1	0	db2	689	1	.01	100	50	108.69	1100
700	xt-1M-1000-120-1	0	db2	689	1	.01	100	75	124.15	1100
700	xt-1M-1000-120-1	0	db2	689	1	.01	100	100	122.76	800
700	xt-1M-1000-120-1	0	db2	689	1	.1	0	25	36.57	200
700	xt-1M-1000-120-1	0	db2	689	1	.1	0	50	48.97	200
700	xt-1M-1000-120-1	0	db2	689	1	.1	0	75	49.49	200
700	xt-1M-1000-120-1	0	db2	689	1	.1	0	100	53.38	200
700	xt-1M-1000-120-1	0	db2	689	1	.1	25	25	88.71	1100
700	xt-1M-1000-120-1	0	db2	689	1	.1	25	50	114.53	1100
700	xt-1M-1000-120-1	0	db2	689	1	.1	25	75	144.03	1100
700	xt-1M-1000-120-1	0	db2	689	1	.1	25	100	163.91	800
700	xt-1M-1000-120-1	0	db2	689	1	.1	50	25	84.94	1100
700	xt-1M-1000-120-1	0	db2	689	1	.1	50	50	102.09	1100
700	xt-1M-1000-120-1	0	db2	689	1	.1	50	75	120.21	1100
700	xt-1M-1000-120-1	0	db2	689	1	.1	50	100	132.52	600
700	xt-1M-1000-120-1	0	db2	689	1	.1	75	25	79.69	1100
700	xt-1M-1000-120-1	0	db2	689	1	.1	75	50	99.49	1100
700	xt-1M-1000-120-1	0	db2	689	1	.1	75	75	113.34	1100
700	xt-1M-1000-120-1	0	db2	689	1	.1	75	100	128.2	1100
700	xt-1M-1000-120-1	0	db2	689	1	.1	100	25	84.96	1100
700	xt-1M-1000-120-1	0	db2	689	1	.1	100	50	93.63	1100
700	xt-1M-1000-120-1	0	db2	689	1	.1	100	75	106.65	1100
700	xt-1M-1000-120-1	0	db2	689	1	.1	100	100	118.92	1100
700	xt-1M-1000-120-1	0	db2	689	1	1	0	25	44.98	1100
700	xt-1M-1000-120-1	0	db2	689	1	1	0	50	39.26	200
700	xt-1M-1000-120-1	0	db2	689	1	1	0	75	39.6	1100
700	xt-1M-1000-120-1	0	db2	689	1	1	0	100	41.65	200
700	xt-1M-1000-120-1	0	db2	689	1	1	25	25	75.54	1100
700	xt-1M-1000-120-1	0	db2	689	1	1	25	50	77.41	1100
700	xt-1M-1000-120-1	0	db2	689	1	1	25	75	81.68	1100
700	xt-1M-1000-120-1	0	db2	689	1	1	25	100	78.28	1100
700	xt-1M-1000-120-1	0	db2	689	1	1	50	25	68.99	1100
700	xt-1M-1000-120-1	0	db2	689	1	1	50	50	74.41	1100
700	xt-1M-1000-120-1	0	db2	689	1	1	50	75	81.08	1100
700	xt-1M-1000-120-1	0	db2	689	1	1	50	100	81.31	1100
700	xt-1M-1000-120-1	0	db2	689	1	1	75	25	70.47	1100
700	xt-1M-1000-120-1	0	db2	689	1	1	75	50	77.52	1100
700	xt-1M-1000-120-1	0	db2	689	1	1	75	75	79.84	1100
700	xt-1M-1000-120-1	0	db2	689	1	1	75	100	77.09	1100
700	xt-1M-1000-120-1	0	db2	689	1	1	100	25	75.8	1100
700	xt-1M-1000-120-1	0	db2	689	1	1	100	50	74.16	1100
700	xt-1M-1000-120-1	0	db2	689	1	1	100	75	77.8	1100
700	xt-1M-1000-120-1	0	db2	689	1	1	100	100	79.24	1100
700	xt-1M-1000-120-1	0	oracle	889	1	0	25	25	16.73	1100
700	xt-1M-1000-120-1	0	oracle	889	1	0	25	50	25.94	1100
700	xt-1M-1000-120-1	0	oracle	889	1	0	25	75	31.65	1100
700	xt-1M-1000-120-1	0	oracle	889	1	0	25	100	28.39	1100
700	xt-1M-1000-120-1	0	oracle	889	1	0	50	25	18.37	1100
700	xt-1M-1000-120-1	0	oracle	889	1	0	50	50	27.3	1100
700	xt-1M-1000-120-1	0	oracle	889	1	0	50	75	31.03	1100
700	xt-1M-1000-120-1	0	oracle	889	1	0	50	100	25.13	1100
700	xt-1M-1000-120-1	0	oracle	889	1	0	75	25	18.22	1100
700	xt-1M-1000-120-1	0	oracle	889	1	0	75	50	27.31	1100
700	xt-1M-1000-120-1	0	oracle	889	1	0	75	75	32.02	600
700	xt-1M-1000-120-1	0	oracle	889	1	0	75	100	26.16	1100
700	xt-1M-1000-120-1	0	oracle	889	1	0	100	25	17.33	1100
700	xt-1M-1000-120-1	0	oracle	889	1	0	100	50	27.29	1100
700	xt-1M-1000-120-1	0	oracle	889	1	0	100	75	32.34	1100
700	xt-1M-1000-120-1	0	oracle	889	1	0	100	100	24.92	1100
700	xt-1M-1000-120-1	0	oracle	889	1	.01	0	25	1012.54	1100
700	xt-1M-1000-120-1	0	oracle	889	1	.01	0	50	1181.98	200
700	xt-1M-1000-120-1	0	oracle	889	1	.01	0	75	1113.8	100
700	xt-1M-1000-120-1	0	oracle	889	1	.01	0	100	1634.31	1100
700	xt-1M-1000-120-1	0	oracle	889	1	.01	25	25	1159.14	600
700	xt-1M-1000-120-1	0	oracle	889	1	.01	25	50	4923.48	200
700	xt-1M-1000-120-1	0	oracle	889	1	.01	25	75	5555.53	800
700	xt-1M-1000-120-1	0	oracle	889	1	.01	25	100	5173.07	1100
700	xt-1M-1000-120-1	0	oracle	889	1	.01	50	25	1535.35	500
700	xt-1M-1000-120-1	0	oracle	889	1	.01	50	50	1375.29	1100
700	xt-1M-1000-120-1	0	oracle	889	1	.01	50	75	3136.61	500
700	xt-1M-1000-120-1	0	oracle	889	1	.01	50	100	3936.05	700
700	xt-1M-1000-120-1	0	oracle	889	1	.01	75	25	1304.17	100
700	xt-1M-1000-120-1	0	oracle	889	1	.01	75	50	1967.22	200
700	xt-1M-1000-120-1	0	oracle	889	1	.01	75	75	3642.06	1100
700	xt-1M-1000-120-1	0	oracle	889	1	.01	75	100	4693.18	1100
700	xt-1M-1000-120-1	0	oracle	889	1	.01	100	25	1912.44	700
700	xt-1M-1000-120-1	0	oracle	889	1	.01	100	50	2964.17	400
700	xt-1M-1000-120-1	0	oracle	889	1	.01	100	75	3749.29	1100
700	xt-1M-1000-120-1	0	oracle	889	1	.01	100	100	4081.84	700
700	xt-1M-1000-120-1	0	oracle	889	1	.1	0	25	609.37	1100
700	xt-1M-1000-120-1	0	oracle	889	1	.1	0	50	1275.55	1100
700	xt-1M-1000-120-1	0	oracle	889	1	.1	0	75	736.8	1100
700	xt-1M-1000-120-1	0	oracle	889	1	.1	0	100	1679.27	400
700	xt-1M-1000-120-1	0	oracle	889	1	.1	25	25	6557.95	100
700	xt-1M-1000-120-1	0	oracle	889	1	.1	25	50	14949.25	100
700	xt-1M-1000-120-1	0	oracle	889	1	.1	25	75	8363.72	1100
700	xt-1M-1000-120-1	0	oracle	889	1	.1	25	100	4651.44	800
700	xt-1M-1000-120-1	0	oracle	889	1	.1	50	25	4716.86	1100
700	xt-1M-1000-120-1	0	oracle	889	1	.1	50	50	5942.07	1100
700	xt-1M-1000-120-1	0	oracle	889	1	.1	50	75	5774.64	1100
700	xt-1M-1000-120-1	0	oracle	889	1	.1	50	100	3579.1	600
700	xt-1M-1000-120-1	0	oracle	889	1	.1	75	25	4261.58	1100
700	xt-1M-1000-120-1	0	oracle	889	1	.1	75	50	4444.63	1100
700	xt-1M-1000-120-1	0	oracle	889	1	.1	75	75	4661.12	1100
700	xt-1M-1000-120-1	0	oracle	889	1	.1	75	100	2883.44	100
700	xt-1M-1000-120-1	0	oracle	889	1	.1	100	25	2366.89	1100
700	xt-1M-1000-120-1	0	oracle	889	1	.1	100	50	6606.63	700
700	xt-1M-1000-120-1	0	oracle	889	1	.1	100	75	7488.05	1100
700	xt-1M-1000-120-1	0	oracle	889	1	.1	100	100	8607.77	600
700	xt-1M-1000-120-1	0	oracle	889	1	1	0	25	385.03	1100
700	xt-1M-1000-120-1	0	oracle	889	1	1	0	50	1188.26	500
700	xt-1M-1000-120-1	0	oracle	889	1	1	0	75	951.1	1100
700	xt-1M-1000-120-1	0	oracle	889	1	1	0	100	805.46	1100
700	xt-1M-1000-120-1	0	oracle	889	1	1	25	25	1441.79	100
700	xt-1M-1000-120-1	0	oracle	889	1	1	25	50	3826.3	600
700	xt-1M-1000-120-1	0	oracle	889	1	1	25	75	3739.75	700
700	xt-1M-1000-120-1	0	oracle	889	1	1	25	100	2917.2	100
700	xt-1M-1000-120-1	0	oracle	889	1	1	50	25	2434.16	500
700	xt-1M-1000-120-1	0	oracle	889	1	1	50	50	10672.74	100
700	xt-1M-1000-120-1	0	oracle	889	1	1	50	75	10333.55	100
700	xt-1M-1000-120-1	0	oracle	889	1	1	50	100	4449.24	400
700	xt-1M-1000-120-1	0	oracle	889	1	1	75	25	2717.97	100
700	xt-1M-1000-120-1	0	oracle	889	1	1	75	50	7452.67	300
700	xt-1M-1000-120-1	0	oracle	889	1	1	75	75	8998.02	100
700	xt-1M-1000-120-1	0	oracle	889	1	1	75	100	2691.06	100
700	xt-1M-1000-120-1	0	oracle	889	1	1	100	25	3988.45	1100
700	xt-1M-1000-120-1	0	oracle	889	1	1	100	50	7428.59	700
700	xt-1M-1000-120-1	0	oracle	889	1	1	100	75	12484.71	1100
700	xt-1M-1000-120-1	0	oracle	889	1	1	100	100	185.96	100
700	xt-1M-1000-120-1	0	pgsql	969	1	0	25	25	86.85	200
700	xt-1M-1000-120-1	0	pgsql	969	1	0	25	50	89.89	200
700	xt-1M-1000-120-1	0	pgsql	969	1	0	25	75	104.07	100
700	xt-1M-1000-120-1	0	pgsql	969	1	0	25	100	95.38	200
700	xt-1M-1000-120-1	0	pgsql	969	1	0	50	25	73.44	100
700	xt-1M-1000-120-1	0	pgsql	969	1	0	50	50	54.76	100
700	xt-1M-1000-120-1	0	pgsql	969	1	0	50	75	110.61	100
700	xt-1M-1000-120-1	0	pgsql	969	1	0	50	100	106.37	100
700	xt-1M-1000-120-1	0	pgsql	969	1	0	75	25	71.36	100
700	xt-1M-1000-120-1	0	pgsql	969	1	0	75	50	39.27	100
700	xt-1M-1000-120-1	0	pgsql	969	1	0	75	75	75.87	100
700	xt-1M-1000-120-1	0	pgsql	969	1	0	75	100	59	100
700	xt-1M-1000-120-1	0	pgsql	969	1	0	100	25	112.57	400
700	xt-1M-1000-120-1	0	pgsql	969	1	0	100	50	89.9	100
700	xt-1M-1000-120-1	0	pgsql	969	1	0	100	75	129.79	100
700	xt-1M-1000-120-1	0	pgsql	969	1	0	100	100	39.82	100
700	xt-1M-1000-120-1	0	pgsql	969	1	.01	0	25	53701.77	800
700	xt-1M-1000-120-1	0	pgsql	969	1	.01	0	50	40132.68	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.01	0	75	53483.79	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.01	0	100	47736.68	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.01	25	25	64838.09	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.01	25	50	64028.02	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.01	25	75	64298.71	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.01	25	100	64945.11	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.01	50	25	65244.07	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.01	50	50	64612.94	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.01	50	75	64535.65	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.01	50	100	65349.95	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.01	75	25	65115.65	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.01	75	50	64665.43	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.01	75	75	65382.63	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.01	75	100	65294.69	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.01	100	25	66163.16	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.01	100	50	66162.01	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.01	100	75	64827.97	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.01	100	100	64918.62	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.1	0	25	52257.11	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.1	0	50	52182.95	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.1	0	75	49867.52	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.1	0	100	51851.58	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.1	25	25	63465.61	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.1	25	50	63567.28	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.1	25	75	63537.34	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.1	25	100	63460.97	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.1	50	25	65613.42	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.1	50	50	64331.53	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.1	50	75	64378.72	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.1	50	100	63200.48	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.1	75	25	65586.72	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.1	75	50	64745.38	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.1	75	75	64575.58	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.1	75	100	64141.43	1100
