VER	EXPNAME	PK	DBMS	RUNID	NCORES	RPCT	UPCT	HSR	PT	MAXMPL
700	xt-1M-1000-120-1	0	pgsql	969	1	.1	100	25	64677.92	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.1	100	50	65034.08	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.1	100	75	64802.16	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	.1	100	100	64429.63	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	1	0	25	59400.56	700
700	xt-1M-1000-120-1	0	pgsql	969	1	1	0	50	57997.82	200
700	xt-1M-1000-120-1	0	pgsql	969	1	1	0	75	55351.97	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	1	0	100	57157.18	200
700	xt-1M-1000-120-1	0	pgsql	969	1	1	25	25	68310.27	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	1	25	50	70223.27	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	1	25	75	69640.72	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	1	25	100	70272.82	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	1	50	25	72833.46	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	1	50	50	72632.23	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	1	50	75	73300.56	800
700	xt-1M-1000-120-1	0	pgsql	969	1	1	50	100	74753.66	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	1	75	25	74568.87	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	1	75	50	74913.82	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	1	75	75	75614.71	700
700	xt-1M-1000-120-1	0	pgsql	969	1	1	75	100	75594.11	800
700	xt-1M-1000-120-1	0	pgsql	969	1	1	100	25	74692.42	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	1	100	50	70296.97	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	1	100	75	72835.79	1100
700	xt-1M-1000-120-1	0	pgsql	969	1	1	100	100	72167.48	1100
700	xt-1M-1000-120-1	0	teradata	929	1	0	25	25	1042.08	100
700	xt-1M-1000-120-1	0	teradata	929	1	0	25	50	1143.93	1100
700	xt-1M-1000-120-1	0	teradata	929	1	0	25	75	930.21	100
700	xt-1M-1000-120-1	0	teradata	929	1	0	25	100	927.45	100
700	xt-1M-1000-120-1	0	teradata	929	1	0	50	25	929.94	100
700	xt-1M-1000-120-1	0	teradata	929	1	0	50	50	954.56	100
700	xt-1M-1000-120-1	0	teradata	929	1	0	50	75	1118.06	100
700	xt-1M-1000-120-1	0	teradata	929	1	0	50	100	1083.29	100
700	xt-1M-1000-120-1	0	teradata	929	1	0	75	25	926.22	100
700	xt-1M-1000-120-1	0	teradata	929	1	0	75	50	972.24	100
700	xt-1M-1000-120-1	0	teradata	929	1	0	75	75	940.25	100
700	xt-1M-1000-120-1	0	teradata	929	1	0	75	100	940.13	100
700	xt-1M-1000-120-1	0	teradata	929	1	0	100	25	932.15	100
700	xt-1M-1000-120-1	0	teradata	929	1	0	100	50	967.76	100
700	xt-1M-1000-120-1	0	teradata	929	1	0	100	75	958.95	100
700	xt-1M-1000-120-1	0	teradata	929	1	0	100	100	777.15	100
700	xt-1M-1000-120-2	0	db2	949	2	0	25	25	38.34	1100
700	xt-1M-1000-120-2	0	db2	949	2	0	25	50	39.53	1100
700	xt-1M-1000-120-2	0	db2	949	2	0	25	75	40.03	700
700	xt-1M-1000-120-2	0	db2	949	2	0	25	100	37.13	1100
700	xt-1M-1000-120-2	0	db2	949	2	0	50	25	34.74	1100
700	xt-1M-1000-120-2	0	db2	949	2	0	50	50	39.13	500
700	xt-1M-1000-120-2	0	db2	949	2	0	50	75	34.52	1100
700	xt-1M-1000-120-2	0	db2	949	2	0	50	100	36.33	1100
700	xt-1M-1000-120-2	0	db2	949	2	0	75	25	35.21	1100
700	xt-1M-1000-120-2	0	db2	949	2	0	75	50	36.01	1100
700	xt-1M-1000-120-2	0	db2	949	2	0	75	75	39.31	700
700	xt-1M-1000-120-2	0	db2	949	2	0	75	100	39.44	1100
700	xt-1M-1000-120-2	0	db2	949	2	0	100	25	33.79	1100
700	xt-1M-1000-120-2	0	db2	949	2	0	100	50	34.78	1100
700	xt-1M-1000-120-2	0	db2	949	2	0	100	75	34.77	1100
700	xt-1M-1000-120-2	0	db2	949	2	0	100	100	37.84	600
700	xt-1M-1000-120-2	0	db2	949	2	.01	0	25	34.25	800
700	xt-1M-1000-120-2	0	db2	949	2	.01	0	50	35.25	700
700	xt-1M-1000-120-2	0	db2	949	2	.01	0	75	38.43	600
700	xt-1M-1000-120-2	0	db2	949	2	.01	0	100	29.87	800
700	xt-1M-1000-120-2	0	db2	949	2	.01	25	25	96.5	1100
700	xt-1M-1000-120-2	0	db2	949	2	.01	25	50	123.09	800
700	xt-1M-1000-120-2	0	db2	949	2	.01	25	75	129.46	1100
700	xt-1M-1000-120-2	0	db2	949	2	.01	25	100	116.46	1100
700	xt-1M-1000-120-2	0	db2	949	2	.01	50	25	110.94	1100
700	xt-1M-1000-120-2	0	db2	949	2	.01	50	50	117.8	1100
700	xt-1M-1000-120-2	0	db2	949	2	.01	50	75	124.95	1100
700	xt-1M-1000-120-2	0	db2	949	2	.01	50	100	117.98	700
700	xt-1M-1000-120-2	0	db2	949	2	.01	75	25	116.94	600
700	xt-1M-1000-120-2	0	db2	949	2	.01	75	50	131.5	600
700	xt-1M-1000-120-2	0	db2	949	2	.01	75	75	126.69	1100
700	xt-1M-1000-120-2	0	db2	949	2	.01	75	100	130.95	1100
700	xt-1M-1000-120-2	0	db2	949	2	.01	100	25	109.31	1100
700	xt-1M-1000-120-2	0	db2	949	2	.01	100	50	115.69	700
700	xt-1M-1000-120-2	0	db2	949	2	.01	100	75	123.97	800
700	xt-1M-1000-120-2	0	db2	949	2	.01	100	100	136.63	1100
700	xt-1M-1000-120-2	0	db2	949	2	.1	0	25	26.16	1100
700	xt-1M-1000-120-2	0	db2	949	2	.1	0	50	30.51	800
700	xt-1M-1000-120-2	0	db2	949	2	.1	0	75	32.45	1100
700	xt-1M-1000-120-2	0	db2	949	2	.1	0	100	31.03	1100
700	xt-1M-1000-120-2	0	db2	949	2	.1	25	25	84.7	1100
700	xt-1M-1000-120-2	0	db2	949	2	.1	25	50	97.33	1100
700	xt-1M-1000-120-2	0	db2	949	2	.1	25	75	102.37	600
700	xt-1M-1000-120-2	0	db2	949	2	.1	25	100	103.32	1100
700	xt-1M-1000-120-2	0	db2	949	2	.1	50	25	62.67	1100
700	xt-1M-1000-120-2	0	db2	949	2	.1	50	50	73.04	1100
700	xt-1M-1000-120-2	0	db2	949	2	.1	50	75	82.96	1100
700	xt-1M-1000-120-2	0	db2	949	2	.1	50	100	89.05	1100
700	xt-1M-1000-120-2	0	db2	949	2	.1	75	25	52.54	1100
700	xt-1M-1000-120-2	0	db2	949	2	.1	75	50	57.28	1100
700	xt-1M-1000-120-2	0	db2	949	2	.1	75	75	72.87	1100
700	xt-1M-1000-120-2	0	db2	949	2	.1	75	100	77.35	1100
700	xt-1M-1000-120-2	0	db2	949	2	.1	100	25	46.04	1100
700	xt-1M-1000-120-2	0	db2	949	2	.1	100	50	52.01	1100
700	xt-1M-1000-120-2	0	db2	949	2	.1	100	75	91.03	700
700	xt-1M-1000-120-2	0	db2	949	2	.1	100	100	93.62	1100
700	xt-1M-1000-120-2	0	oracle	610	2	0	0	25	13.01	1100
700	xt-1M-1000-120-2	0	oracle	610	2	0	0	50	18.46	1100
700	xt-1M-1000-120-2	0	oracle	610	2	0	0	75	22.27	800
700	xt-1M-1000-120-2	0	oracle	610	2	0	0	100	22.68	1100
700	xt-1M-1000-120-2	0	oracle	610	2	0	25	25	13.16	1100
700	xt-1M-1000-120-2	0	oracle	610	2	0	25	50	18.57	1100
700	xt-1M-1000-120-2	0	oracle	610	2	0	25	75	22.85	1100
700	xt-1M-1000-120-2	0	oracle	610	2	0	25	100	21.39	1100
700	xt-1M-1000-120-2	0	oracle	610	2	0	50	25	12.66	1100
700	xt-1M-1000-120-2	0	oracle	610	2	0	50	50	18.4	1100
700	xt-1M-1000-120-2	0	oracle	610	2	0	50	75	21.07	1100
700	xt-1M-1000-120-2	0	oracle	610	2	0	50	100	23.17	1100
700	xt-1M-1000-120-2	0	oracle	610	2	0	75	25	56	100
700	xt-1M-1000-120-2	0	oracle	610	2	0	75	50	26.49	1100
700	xt-1M-1000-120-2	0	oracle	610	2	0	75	75	22.46	1100
700	xt-1M-1000-120-2	0	oracle	610	2	0	75	100	23.81	1100
700	xt-1M-1000-120-2	0	oracle	610	2	0	100	25	13.6	1100
700	xt-1M-1000-120-2	0	oracle	610	2	0	100	50	20.29	1100
700	xt-1M-1000-120-2	0	oracle	610	2	0	100	75	23.37	1100
700	xt-1M-1000-120-2	0	oracle	610	2	0	100	100	22.83	1100
700	xt-1M-1000-120-2	0	oracle	610	2	.01	0	25	669.5	700
700	xt-1M-1000-120-2	0	oracle	610	2	.01	0	50	1142.17	1100
700	xt-1M-1000-120-2	0	oracle	610	2	.01	0	75	1137.23	100
700	xt-1M-1000-120-2	0	oracle	610	2	.01	0	100	1610.68	200
700	xt-1M-1000-120-2	0	oracle	610	2	.01	25	25	1294.17	400
700	xt-1M-1000-120-2	0	oracle	610	2	.01	25	50	2078.22	300
700	xt-1M-1000-120-2	0	oracle	610	2	.01	25	75	2843.69	800
700	xt-1M-1000-120-2	0	oracle	610	2	.01	25	100	2893.84	400
700	xt-1M-1000-120-2	0	oracle	610	2	.01	50	25	1251.55	1100
700	xt-1M-1000-120-2	0	oracle	610	2	.01	50	50	2263.77	700
700	xt-1M-1000-120-2	0	oracle	610	2	.01	50	75	1188.54	200
700	xt-1M-1000-120-2	0	oracle	610	2	.01	50	100	9683.99	100
700	xt-1M-1000-120-2	0	oracle	610	2	.01	75	25	152.21	500
700	xt-1M-1000-120-2	0	oracle	610	2	.01	75	50	1990.07	1100
700	xt-1M-1000-120-2	0	oracle	610	2	.01	75	75	1847.41	300
700	xt-1M-1000-120-2	0	oracle	610	2	.01	75	100	2276.47	600
700	xt-1M-1000-120-2	0	oracle	610	2	.01	100	25	902.06	400
700	xt-1M-1000-120-2	0	oracle	610	2	.01	100	50	2111.41	700
700	xt-1M-1000-120-2	0	oracle	610	2	.01	100	75	2295.59	600
700	xt-1M-1000-120-2	0	oracle	610	2	.01	100	100	815.22	800
700	xt-1M-1000-120-2	0	oracle	610	2	.1	0	25	565.95	800
700	xt-1M-1000-120-2	0	oracle	610	2	.1	0	50	188.84	100
700	xt-1M-1000-120-2	0	oracle	610	2	.1	0	75	1563.43	300
700	xt-1M-1000-120-2	0	oracle	610	2	.1	0	100	1213.32	100
700	xt-1M-1000-120-2	0	oracle	610	2	.1	25	25	1343.6	700
700	xt-1M-1000-120-2	0	oracle	610	2	.1	25	50	2247.48	300
700	xt-1M-1000-120-2	0	oracle	610	2	.1	25	75	1803.51	1100
700	xt-1M-1000-120-2	0	oracle	610	2	.1	25	100	2389.97	200
700	xt-1M-1000-120-2	0	oracle	610	2	.1	50	25	1293.95	100
700	xt-1M-1000-120-2	0	oracle	610	2	.1	50	50	2267.6	600
700	xt-1M-1000-120-2	0	oracle	610	2	.1	50	75	2057.97	1100
700	xt-1M-1000-120-2	0	oracle	610	2	.1	50	100	2847.12	1100
700	xt-1M-1000-120-2	0	oracle	610	2	.1	75	25	1090.35	700
700	xt-1M-1000-120-2	0	oracle	610	2	.1	75	50	1549.76	800
700	xt-1M-1000-120-2	0	oracle	610	2	.1	75	75	2229.74	300
700	xt-1M-1000-120-2	0	oracle	610	2	.1	75	100	3501.31	1100
700	xt-1M-1000-120-2	0	oracle	610	2	.1	100	25	1650.26	1100
700	xt-1M-1000-120-2	0	oracle	610	2	.1	100	50	1007.3	600
700	xt-1M-1000-120-2	0	oracle	610	2	.1	100	75	2097.05	1100
700	xt-1M-1000-120-2	0	oracle	610	2	.1	100	100	2454.05	1100
700	xt-1M-1000-120-2	0	oracle	610	2	1	0	25	610.56	300
700	xt-1M-1000-120-2	0	oracle	610	2	1	0	50	2157.94	100
700	xt-1M-1000-120-2	0	oracle	610	2	1	0	75	1694.88	400
700	xt-1M-1000-120-2	0	oracle	610	2	1	0	100	618.38	200
700	xt-1M-1000-120-2	0	oracle	610	2	1	25	25	1137.97	100
700	xt-1M-1000-120-2	0	oracle	610	2	1	25	50	645.02	600
700	xt-1M-1000-120-2	0	oracle	610	2	1	25	75	1592.33	100
700	xt-1M-1000-120-2	0	oracle	610	2	1	25	100	1054.61	700
700	xt-1M-1000-120-2	0	oracle	610	2	1	50	25	1259.52	200
700	xt-1M-1000-120-2	0	oracle	610	2	1	50	50	1099.72	100
700	xt-1M-1000-120-2	0	oracle	610	2	1	50	75	1516.84	100
700	xt-1M-1000-120-2	0	oracle	610	2	1	50	100	583.24	200
700	xt-1M-1000-120-2	0	oracle	610	2	1	75	25	1261.42	500
700	xt-1M-1000-120-2	0	oracle	610	2	1	75	50	1520.24	100
700	xt-1M-1000-120-2	0	oracle	610	2	1	75	75	3156.38	800
700	xt-1M-1000-120-2	0	oracle	610	2	1	75	100	835.21	200
700	xt-1M-1000-120-2	0	oracle	610	2	1	100	25	793.05	300
700	xt-1M-1000-120-2	0	oracle	610	2	1	100	50	698.64	100
700	xt-1M-1000-120-2	0	oracle	610	2	1	100	75	513.19	300
700	xt-1M-1000-120-2	0	oracle	610	2	1	100	100	12998.85	100
700	xt-1M-1000-120-2	0	pgsql	709	2	0	25	25	39.94	200
700	xt-1M-1000-120-2	0	pgsql	709	2	0	25	50	34.66	200
700	xt-1M-1000-120-2	0	pgsql	709	2	0	25	75	31.39	200
700	xt-1M-1000-120-2	0	pgsql	709	2	0	25	100	26.18	400
700	xt-1M-1000-120-2	0	pgsql	709	2	0	50	25	27.53	100
700	xt-1M-1000-120-2	0	pgsql	709	2	0	50	50	39.31	300
700	xt-1M-1000-120-2	0	pgsql	709	2	0	50	75	46.79	400
700	xt-1M-1000-120-2	0	pgsql	709	2	0	50	100	24.41	600
700	xt-1M-1000-120-2	0	pgsql	709	2	0	75	25	32.43	400
700	xt-1M-1000-120-2	0	pgsql	709	2	0	75	50	8.17	200
700	xt-1M-1000-120-2	0	pgsql	709	2	0	75	75	31.73	200
700	xt-1M-1000-120-2	0	pgsql	709	2	0	75	100	39.61	200
700	xt-1M-1000-120-2	0	pgsql	709	2	0	100	25	25.15	200
700	xt-1M-1000-120-2	0	pgsql	709	2	0	100	50	22.42	200
700	xt-1M-1000-120-2	0	pgsql	709	2	0	100	75	33.82	300
700	xt-1M-1000-120-2	0	pgsql	709	2	0	100	100	41.53	200
700	xt-1M-1000-120-2	0	pgsql	709	2	.01	0	25	91831.27	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.01	0	50	73694.14	500
700	xt-1M-1000-120-2	0	pgsql	709	2	.01	0	75	84214.38	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.01	0	100	74473.76	100
700	xt-1M-1000-120-2	0	pgsql	709	2	.01	25	25	77130.93	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.01	25	50	88130.08	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.01	25	75	78266.19	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.01	25	100	90127.52	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.01	50	25	78630.84	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.01	50	50	87187.67	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.01	50	75	77372.89	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.01	50	100	87776.9	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.01	75	25	76426.69	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.01	75	50	87405.72	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.01	75	75	79608.36	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.01	75	100	84389.72	200
700	xt-1M-1000-120-2	0	pgsql	709	2	.01	100	25	84881.91	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.01	100	50	87223.29	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.01	100	75	81275.55	200
700	xt-1M-1000-120-2	0	pgsql	709	2	.01	100	100	84662.17	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.1	0	25	67901.82	200
700	xt-1M-1000-120-2	0	pgsql	709	2	.1	0	50	72266.08	200
700	xt-1M-1000-120-2	0	pgsql	709	2	.1	0	75	72153.43	200
700	xt-1M-1000-120-2	0	pgsql	709	2	.1	0	100	68240.46	200
700	xt-1M-1000-120-2	0	pgsql	709	2	.1	25	25	88151.1	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.1	25	50	88570.17	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.1	25	75	86929.59	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.1	25	100	84741.36	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.1	50	25	88014.31	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.1	50	50	87034.77	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.1	50	75	87675.09	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.1	50	100	88327.42	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.1	75	25	90379.38	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.1	75	50	86658.62	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.1	75	75	88364.04	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.1	75	100	87589.63	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.1	100	25	87659.09	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	.1	100	50	82787.29	200
700	xt-1M-1000-120-2	0	pgsql	709	2	.1	100	75	87018.78	100
700	xt-1M-1000-120-2	0	pgsql	709	2	.1	100	100	82736.82	200
700	xt-1M-1000-120-2	0	pgsql	709	2	1	0	25	68769.57	200
700	xt-1M-1000-120-2	0	pgsql	709	2	1	0	50	67878.58	200
700	xt-1M-1000-120-2	0	pgsql	709	2	1	0	75	68200.62	200
700	xt-1M-1000-120-2	0	pgsql	709	2	1	0	100	70596.18	100
700	xt-1M-1000-120-2	0	pgsql	709	2	1	25	25	87039.79	100
700	xt-1M-1000-120-2	0	pgsql	709	2	1	25	50	80152.13	200
700	xt-1M-1000-120-2	0	pgsql	709	2	1	25	75	92098	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	1	25	100	94338.48	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	1	50	25	100548.98	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	1	50	50	97866.57	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	1	50	75	102289.48	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	1	50	100	100034.19	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	1	75	25	103861.62	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	1	75	50	104700.55	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	1	75	75	104249.36	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	1	75	100	103230.12	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	1	100	25	105158.57	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	1	100	50	99672.9	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	1	100	75	106738.69	1100
700	xt-1M-1000-120-2	0	pgsql	709	2	1	100	100	102349.58	1100
700	xt-1M-1000-120-4	0	db2	849	4	0	25	25	15.04	1100
700	xt-1M-1000-120-4	0	db2	849	4	0	25	50	14.68	1100
700	xt-1M-1000-120-4	0	db2	849	4	0	25	75	14.05	1100
700	xt-1M-1000-120-4	0	db2	849	4	0	25	100	14.08	1100
700	xt-1M-1000-120-4	0	db2	849	4	0	50	25	15.4	1100
700	xt-1M-1000-120-4	0	db2	849	4	0	50	50	14.46	1100
700	xt-1M-1000-120-4	0	db2	849	4	0	50	75	14.46	1100
700	xt-1M-1000-120-4	0	db2	849	4	0	50	100	14.45	1100
700	xt-1M-1000-120-4	0	db2	849	4	0	75	25	15.3	1100
700	xt-1M-1000-120-4	0	db2	849	4	0	75	50	15.31	1100
700	xt-1M-1000-120-4	0	db2	849	4	0	75	75	14.84	1100
700	xt-1M-1000-120-4	0	db2	849	4	0	75	100	13.88	1100
700	xt-1M-1000-120-4	0	db2	849	4	0	100	25	14.58	1100
700	xt-1M-1000-120-4	0	db2	849	4	0	100	50	14.64	1100
700	xt-1M-1000-120-4	0	db2	849	4	0	100	75	14.59	1100
700	xt-1M-1000-120-4	0	db2	849	4	0	100	100	13.84	1100
700	xt-1M-1000-120-4	0	db2	849	4	.01	0	25	13.94	1100
700	xt-1M-1000-120-4	0	db2	849	4	.01	0	50	14.57	700
700	xt-1M-1000-120-4	0	db2	849	4	.01	0	75	13.65	600
700	xt-1M-1000-120-4	0	db2	849	4	.01	0	100	13.4	600
700	xt-1M-1000-120-4	0	db2	849	4	.01	25	25	28.19	1100
700	xt-1M-1000-120-4	0	db2	849	4	.01	25	50	22.8	500
700	xt-1M-1000-120-4	0	db2	849	4	.01	25	75	23.33	500
700	xt-1M-1000-120-4	0	db2	849	4	.01	25	100	24.07	600
700	xt-1M-1000-120-4	0	db2	849	4	.01	50	25	26.67	500
700	xt-1M-1000-120-4	0	db2	849	4	.01	50	50	23.81	500
700	xt-1M-1000-120-4	0	db2	849	4	.01	50	75	24.71	500
700	xt-1M-1000-120-4	0	db2	849	4	.01	50	100	25.05	600
700	xt-1M-1000-120-4	0	db2	849	4	.01	75	25	25.08	1100
700	xt-1M-1000-120-4	0	db2	849	4	.01	75	50	26	1100
700	xt-1M-1000-120-4	0	db2	849	4	.01	75	75	27.11	1100
700	xt-1M-1000-120-4	0	db2	849	4	.01	75	100	25.93	1100
700	xt-1M-1000-120-4	0	db2	849	4	.01	100	25	24.74	1100
700	xt-1M-1000-120-4	0	db2	849	4	.01	100	50	25.13	1100
700	xt-1M-1000-120-4	0	db2	849	4	.01	100	75	24.86	1100
700	xt-1M-1000-120-4	0	db2	849	4	.01	100	100	25.36	1100
700	xt-1M-1000-120-4	0	db2	849	4	.1	0	25	13.57	600
700	xt-1M-1000-120-4	0	db2	849	4	.1	0	50	14.31	600
700	xt-1M-1000-120-4	0	db2	849	4	.1	0	75	12.58	600
700	xt-1M-1000-120-4	0	db2	849	4	.1	0	100	10.93	600
700	xt-1M-1000-120-4	0	db2	849	4	.1	25	25	32.96	1100
700	xt-1M-1000-120-4	0	db2	849	4	.1	25	50	46.54	1100
700	xt-1M-1000-120-4	0	db2	849	4	.1	25	75	52.97	1100
700	xt-1M-1000-120-4	0	db2	849	4	.1	25	100	65.02	1100
700	xt-1M-1000-120-4	0	db2	849	4	.1	50	25	27.78	1100
700	xt-1M-1000-120-4	0	db2	849	4	.1	50	50	36.24	1100
700	xt-1M-1000-120-4	0	db2	849	4	.1	50	75	44.84	1100
700	xt-1M-1000-120-4	0	db2	849	4	.1	50	100	53.66	1100
700	xt-1M-1000-120-4	0	db2	849	4	.1	75	25	26.29	1100
700	xt-1M-1000-120-4	0	db2	849	4	.1	75	50	32.6	1100
700	xt-1M-1000-120-4	0	db2	849	4	.1	75	75	39.89	1100
700	xt-1M-1000-120-4	0	db2	849	4	.1	75	100	50.48	1100
700	xt-1M-1000-120-4	0	db2	849	4	.1	100	25	23.99	1100
700	xt-1M-1000-120-4	0	db2	849	4	.1	100	50	29.34	1100
700	xt-1M-1000-120-4	0	db2	849	4	.1	100	75	37.19	1100
700	xt-1M-1000-120-4	0	db2	849	4	.1	100	100	46.13	1100
700	xt-1M-1000-120-4	0	db2	849	4	1	0	25	14.32	700
700	xt-1M-1000-120-4	0	db2	849	4	1	0	50	14.06	700
700	xt-1M-1000-120-4	0	db2	849	4	1	0	75	12.81	800
700	xt-1M-1000-120-4	0	db2	849	4	1	0	100	11.71	600
700	xt-1M-1000-120-4	0	db2	849	4	1	25	25	21.07	1100
700	xt-1M-1000-120-4	0	db2	849	4	1	25	50	21.48	1100
700	xt-1M-1000-120-4	0	db2	849	4	1	25	75	22.06	1100
700	xt-1M-1000-120-4	0	db2	849	4	1	25	100	22.27	800
700	xt-1M-1000-120-4	0	db2	849	4	1	50	25	19.79	1100
700	xt-1M-1000-120-4	0	db2	849	4	1	50	50	21.31	1100
700	xt-1M-1000-120-4	0	db2	849	4	1	50	75	24.11	1100
700	xt-1M-1000-120-4	0	db2	849	4	1	50	100	23.56	1100
700	xt-1M-1000-120-4	0	db2	849	4	1	75	25	20.44	1100
700	xt-1M-1000-120-4	0	db2	849	4	1	75	50	21.27	1100
700	xt-1M-1000-120-4	0	db2	849	4	1	75	75	21.91	1100
700	xt-1M-1000-120-4	0	db2	849	4	1	75	100	22.72	1100
700	xt-1M-1000-120-4	0	db2	849	4	1	100	25	20.14	1100
700	xt-1M-1000-120-4	0	db2	849	4	1	100	50	19.66	1100
700	xt-1M-1000-120-4	0	db2	849	4	1	100	75	20.74	1100
700	xt-1M-1000-120-4	0	db2	849	4	1	100	100	20.75	1100
700	xt-1M-1000-120-4	0	oracle	809	4	0	25	25	38.55	300
700	xt-1M-1000-120-4	0	oracle	809	4	0	25	50	97.66	100
700	xt-1M-1000-120-4	0	oracle	809	4	0	25	75	40.95	500
700	xt-1M-1000-120-4	0	oracle	809	4	0	25	100	43.02	400
700	xt-1M-1000-120-4	0	oracle	809	4	0	50	25	42.48	300
700	xt-1M-1000-120-4	0	oracle	809	4	0	50	50	84.86	200
700	xt-1M-1000-120-4	0	oracle	809	4	0	50	75	46.78	300
700	xt-1M-1000-120-4	0	oracle	809	4	0	50	100	46.57	500
700	xt-1M-1000-120-4	0	oracle	809	4	0	75	25	41.89	300
700	xt-1M-1000-120-4	0	oracle	809	4	0	75	50	44.5	200
700	xt-1M-1000-120-4	0	oracle	809	4	0	75	75	47.06	100
700	xt-1M-1000-120-4	0	oracle	809	4	0	75	100	45.43	600
700	xt-1M-1000-120-4	0	oracle	809	4	0	100	25	106.9	100
700	xt-1M-1000-120-4	0	oracle	809	4	0	100	50	40.79	500
700	xt-1M-1000-120-4	0	oracle	809	4	0	100	75	45.49	600
700	xt-1M-1000-120-4	0	oracle	809	4	0	100	100	43.48	500
700	xt-1M-1000-120-4	0	oracle	809	4	.01	0	25	1076.04	700
700	xt-1M-1000-120-4	0	oracle	809	4	.01	0	50	6507.83	200
700	xt-1M-1000-120-4	0	oracle	809	4	.01	0	75	2708.08	1100
700	xt-1M-1000-120-4	0	oracle	809	4	.01	0	100	3794.71	500
700	xt-1M-1000-120-4	0	oracle	809	4	.01	25	25	2993.47	700
700	xt-1M-1000-120-4	0	oracle	809	4	.01	25	50	4606.94	700
700	xt-1M-1000-120-4	0	oracle	809	4	.01	25	75	5764.63	400
700	xt-1M-1000-120-4	0	oracle	809	4	.01	25	100	6870.36	400
700	xt-1M-1000-120-4	0	oracle	809	4	.01	50	25	3339.3	200
700	xt-1M-1000-120-4	0	oracle	809	4	.01	50	50	4474.5	500
700	xt-1M-1000-120-4	0	oracle	809	4	.01	50	75	4295.34	800
700	xt-1M-1000-120-4	0	oracle	809	4	.01	50	100	6685.24	500
700	xt-1M-1000-120-4	0	oracle	809	4	.01	75	25	2911.19	300
700	xt-1M-1000-120-4	0	oracle	809	4	.01	75	50	4488.01	100
700	xt-1M-1000-120-4	0	oracle	809	4	.01	75	75	8105.69	500
700	xt-1M-1000-120-4	0	oracle	809	4	.01	75	100	12653	500
700	xt-1M-1000-120-4	0	oracle	809	4	.01	100	25	5172.89	500
700	xt-1M-1000-120-4	0	oracle	809	4	.01	100	50	7839.99	300
700	xt-1M-1000-120-4	0	oracle	809	4	.01	100	75	6696.91	500
