"DBMS" "EXPERIMENTNAME" "RUNID" "BATCHSETID" "PK" "NUMPROCESSORS" "ACTROWPOOL" "PCTREAD" "PCTUPDATE" "ATP" "MAXMPL"
"247" "mysql" "pk-xt-1M-1000-120-2" 1471 9452 1 0.25 0.75 1 1 0.0413240421561178 1
"248" "mysql" "pk-xt-1M-1000-120-2" 1471 9454 1 0.25 1 1 1 0.0460267109428442 0.2
"249" "mysql" "pk-xt-1M-1000-120-4" 1473 8686 1 0.5 0.25 0 0 0.126352592210341 1
"250" "mysql" "pk-xt-1M-1000-120-4" 1473 8766 1 0.5 0.5 0 0 0.0381085308510864 0.6
"251" "mysql" "pk-xt-1M-1000-120-4" 1473 8806 1 0.5 0.75 0 0 0.285650418082974 0.1
"252" "mysql" "pk-xt-1M-1000-120-4" 1473 9413 1 0.5 1 0 0 0.160851871702346 0
"253" "mysql" "pk-xt-1M-1000-120-4" 1473 9415 1 0.5 0.25 0 0 0.0794034715259401 0.6
"254" "mysql" "pk-xt-1M-1000-120-4" 1473 9417 1 0.5 0.5 0 0 0.0909403802412605 1
"255" "mysql" "pk-xt-1M-1000-120-4" 1473 9418 1 0.5 0.75 0 0 0.397588190862469 0
"256" "mysql" "pk-xt-1M-1000-120-4" 1473 9420 1 0.5 1 0 0 0.345462084856692 0
"257" "mysql" "pk-xt-1M-1000-120-4" 1473 9422 1 0.5 0.25 0 0 0.0916045776256794 1
"258" "mysql" "pk-xt-1M-1000-120-4" 1473 9424 1 0.5 0.5 0 0 0.0344073577834602 1
"259" "mysql" "pk-xt-1M-1000-120-4" 1473 9426 1 0.5 0.75 0 0 0.483686486634633 0.7
"260" "mysql" "pk-xt-1M-1000-120-4" 1473 9427 1 0.5 1 0 0 0.461383695118123 1
"261" "mysql" "pk-xt-1M-1000-120-4" 1473 9429 1 0.5 0.25 0 0 0.058504471742842 0.5
"262" "mysql" "pk-xt-1M-1000-120-4" 1473 9431 1 0.5 0.5 0 0 0.0360900594535419 1
"263" "mysql" "pk-xt-1M-1000-120-4" 1473 9433 1 0.5 0.75 0 0 0.503118000854647 1
"264" "mysql" "pk-xt-1M-1000-120-4" 1473 9435 1 0.5 1 0 0 0.472351426842514 1
"265" "mysql" "pk-xt-1M-1000-120-4" 1473 9438 1 0.5 0.25 0.01 0.01 0.000533125081191815 1
"266" "mysql" "pk-xt-1M-1000-120-4" 1473 9440 1 0.5 0.5 0.01 0.01 0.000522561704825506 1
"267" "mysql" "pk-xt-1M-1000-120-4" 1473 9446 1 0.5 0.25 0.1 0.1 0.00147037059254517 1
"268" "mysql" "pk-xt-1M-1000-120-4" 1473 9449 1 0.5 0.5 0.1 0.1 0.00145995461912403 1
"269" "mysql" "pk-xt-1M-1000-120-4" 1473 9451 1 0.5 0.75 0.1 0.1 0.00142325586973721 1
"270" "mysql" "pk-xt-1M-1000-120-4" 1473 9453 1 0.5 1 0.1 0.1 0.00140597914154856 1
"271" "mysql" "pk-xt-1M-1000-120-4" 1473 9455 1 0.5 0.25 1 1 0.0166779671114771 1
"272" "mysql" "pk-xt-1M-1000-120-8" 1470 9295 1 1 0.25 0 0 0.0492969590924614 1
"273" "mysql" "pk-xt-1M-1000-120-8" 1470 9304 1 1 0.5 0 0 0.182779762879908 0
"274" "mysql" "pk-xt-1M-1000-120-8" 1470 9307 1 1 0.75 0 0 0.216061906243071 0
"275" "mysql" "pk-xt-1M-1000-120-8" 1470 9309 1 1 1 0 0 0.145058883940141 0
"276" "mysql" "pk-xt-1M-1000-120-8" 1470 9311 1 1 0.25 0 0 0.0542456382377149 1
"277" "mysql" "pk-xt-1M-1000-120-8" 1470 9314 1 1 0.5 0 0 0.0517977642264358 1
"278" "mysql" "pk-xt-1M-1000-120-8" 1470 9316 1 1 0.75 0 0 0.378945729120261 0
"279" "mysql" "pk-xt-1M-1000-120-8" 1470 9318 1 1 1 0 0 0.301907029076862 0
"280" "mysql" "pk-xt-1M-1000-120-8" 1470 9320 1 1 0.25 0 0 0.067699724736997 0.7
"281" "mysql" "pk-xt-1M-1000-120-8" 1470 9322 1 1 0.5 0 0 0.0344577092113664 1
"282" "mysql" "pk-xt-1M-1000-120-8" 1470 9328 1 1 0.75 0 0 0.469679484597222 0.6
"283" "mysql" "pk-xt-1M-1000-120-8" 1470 9336 1 1 1 0 0 0.480202577486252 1
"284" "mysql" "pk-xt-1M-1000-120-8" 1470 9339 1 1 0.25 0 0 0.0465398412227832 1
"285" "mysql" "pk-xt-1M-1000-120-8" 1470 9348 1 1 0.5 0 0 0.0462690546352042 0.7
"286" "mysql" "pk-xt-1M-1000-120-8" 1470 9353 1 1 0.75 0 0 0.498520784693562 1
"287" "mysql" "pk-xt-1M-1000-120-8" 1470 9355 1 1 1 0 0 0.477692908192369 1
"288" "mysql" "pk-xt-1M-1000-120-8" 1470 9409 1 1 0.25 0.01 0.01 0.000311120416787486 1
"289" "mysql" "pk-xt-1M-1000-120-8" 1470 9412 1 1 0.5 0.01 0.01 0.000311642057044843 1
"290" "mysql" "pk-xt-1M-1000-120-8" 1470 9414 1 1 0.75 0.01 0.01 0.000300918600220592 1
"291" "mysql" "pk-xt-1M-1000-120-8" 1470 9416 1 1 1 0.01 0.01 0.000293264748848704 1
"292" "mysql" "pk-xt-1M-1000-120-8" 1470 9419 1 1 0.25 0.1 0.1 0.000826153899379014 1
"293" "mysql" "pk-xt-1M-1000-120-8" 1470 9421 1 1 0.5 0.1 0.1 0.000843624228228879 1
"294" "mysql" "pk-xt-1M-1000-120-8" 1470 9423 1 1 0.75 0.1 0.1 0.000777018868080142 1
"295" "mysql" "pk-xt-1M-1000-120-8" 1470 9425 1 1 1 0.1 0.1 0.00084018561404304 1
"296" "mysql" "pk-xt-1M-1000-120-8" 1470 9428 1 1 0.25 1 1 0.00941051472587384 0.4
"297" "mysql" "pk-xt-1M-1000-120-8" 1470 9430 1 1 0.5 1 1 0.00990729645778278 0.1
"298" "mysql" "xt-1M-1000-120-1" 1289 1602 0 0.125 0.25 0 0 0.362552516493717 1
"299" "mysql" "xt-1M-1000-120-1" 1289 1623 0 0.125 0.5 0 0 0.362504745763341 1
"300" "mysql" "xt-1M-1000-120-1" 1289 1661 0 0.125 0.75 0 0 0.362765986971668 1
"301" "mysql" "xt-1M-1000-120-1" 1289 1683 0 0.125 1 0 0 0.362403774817527 1
"302" "mysql" "xt-1M-1000-120-1" 1289 1723 0 0.125 0.25 0 0 0.362411048630013 1
"303" "mysql" "xt-1M-1000-120-1" 1289 1763 0 0.125 0.5 0 0 0.362638906437605 1
"304" "mysql" "xt-1M-1000-120-1" 1289 1801 0 0.125 0.75 0 0 0.362565859683351 1
"305" "mysql" "xt-1M-1000-120-1" 1289 1842 0 0.125 1 0 0 0.362483684618528 1
"306" "mysql" "xt-1M-1000-120-1" 1289 1882 0 0.125 0.25 0 0 0.362782119428985 1
"307" "mysql" "xt-1M-1000-120-1" 1289 1902 0 0.125 0.5 0 0 0.362547722316781 1
"308" "mysql" "xt-1M-1000-120-1" 1289 1923 0 0.125 0.75 0 0 0.362417824509907 1
"309" "mysql" "xt-1M-1000-120-1" 1289 1943 0 0.125 1 0 0 0.362349917448531 1
"310" "mysql" "xt-1M-1000-120-1" 1289 1983 0 0.125 0.25 0 0 0.362554737207184 1
"311" "mysql" "xt-1M-1000-120-1" 1289 2022 0 0.125 0.5 0 0 0.36229197183235 1
"312" "mysql" "xt-1M-1000-120-1" 1289 2043 0 0.125 0.75 0 0 0.36270087662691 1
"313" "mysql" "xt-1M-1000-120-1" 1289 2083 0 0.125 1 0 0 0.362360099998144 1
"314" "mysql" "xt-1M-1000-120-1" 1289 2123 0 0.125 0.25 0.01 0.01 0.527269669875974 0.1
"315" "mysql" "xt-1M-1000-120-1" 1289 2142 0 0.125 0.5 0.01 0.01 0.509992515164226 0.1
"316" "mysql" "xt-1M-1000-120-1" 1289 2144 0 0.125 0.75 0.01 0.01 0.527146882578031 0.1
"317" "mysql" "xt-1M-1000-120-1" 1289 2147 0 0.125 1 0.01 0.01 0.50663737452134 0.1
"318" "mysql" "xt-1M-1000-120-1" 1289 2503 0 0.125 0.25 0.1 0.1 0.53945453336012 0.1
"319" "mysql" "xt-1M-1000-120-1" 1289 2522 0 0.125 0.5 0.1 0.1 0.52408798611437 0.1
"320" "mysql" "xt-1M-1000-120-1" 1289 2541 0 0.125 0.75 0.1 0.1 0.522451313413333 0.1
"321" "mysql" "xt-1M-1000-120-1" 1289 2561 0 0.125 1 0.1 0.1 0.514831201988274 0.1
"322" "mysql" "xt-1M-1000-120-1" 1289 4144 0 0.125 1 1 1 0.797407698391342 0.1
"323" "mysql" "xt-1M-1000-120-2" 1291 401 0 0.25 0.25 0 0 0.362128329996059 1
"324" "mysql" "xt-1M-1000-120-2" 1291 422 0 0.25 0.5 0 0 0.36226088850488 1
"325" "mysql" "xt-1M-1000-120-2" 1291 462 0 0.25 0.75 0 0 0.362237287058678 1
"326" "mysql" "xt-1M-1000-120-2" 1291 482 0 0.25 1 0 0 0.362074252811884 1
"327" "mysql" "xt-1M-1000-120-2" 1291 521 0 0.25 0.25 0 0 0.361868856118963 1
"328" "mysql" "xt-1M-1000-120-2" 1291 542 0 0.25 0.5 0 0 0.361809726265515 1
"329" "mysql" "xt-1M-1000-120-2" 1291 582 0 0.25 0.75 0 0 0.36186328768263 1
"330" "mysql" "xt-1M-1000-120-2" 1291 601 0 0.25 1 0 0 0.361716555571277 1
"331" "mysql" "xt-1M-1000-120-2" 1291 641 0 0.25 0.25 0 0 0.362682148072823 1
"332" "mysql" "xt-1M-1000-120-2" 1291 662 0 0.25 0.5 0 0 0.36204430680772 1
"333" "mysql" "xt-1M-1000-120-2" 1291 702 0 0.25 0.75 0 0 0.362048897571457 1
"334" "mysql" "xt-1M-1000-120-2" 1291 741 0 0.25 1 0 0 0.362006809661526 1
"335" "mysql" "xt-1M-1000-120-2" 1291 762 0 0.25 0.25 0 0 0.361871760343754 1
"336" "mysql" "xt-1M-1000-120-2" 1291 802 0 0.25 0.5 0 0 0.361681619712409 1
"337" "mysql" "xt-1M-1000-120-2" 1291 841 0 0.25 0.75 0 0 0.361966143925006 1
"338" "mysql" "xt-1M-1000-120-2" 1291 862 0 0.25 1 0 0 0.362019624334964 1
"339" "mysql" "xt-1M-1000-120-2" 1291 902 0 0.25 0.25 0.01 0.01 0.52636076326126 0.1
"340" "mysql" "xt-1M-1000-120-2" 1291 941 0 0.25 0.5 0.01 0.01 0.553575143889725 0.1
"341" "mysql" "xt-1M-1000-120-2" 1291 962 0 0.25 0.75 0.01 0.01 0.517788721109468 0.1
"342" "mysql" "xt-1M-1000-120-2" 1291 1001 0 0.25 1 0.01 0.01 0.512821278529062 0.1
"343" "mysql" "xt-1M-1000-120-2" 1291 1441 0 0.25 0.25 0.1 0.1 0.557081292761862 0.1
"344" "mysql" "xt-1M-1000-120-2" 1291 1461 0 0.25 0.5 0.1 0.1 0.515701514171507 0.1
"345" "mysql" "xt-1M-1000-120-2" 1291 1482 0 0.25 0.75 0.1 0.1 0.518687591431525 0.1
"346" "mysql" "xt-1M-1000-120-2" 1291 1501 0 0.25 1 0.1 0.1 0.528814965929892 0.1
"347" "mysql" "xt-1M-1000-120-2" 1291 1861 0 0.25 0.75 1 1 0.843788626776597 0.1
"348" "mysql" "xt-1M-1000-120-2" 1291 1881 0 0.25 1 1 1 0.550839485396335 0.1
"349" "mysql" "xt-1M-1000-120-4" 1270 2203 0 0.5 0.25 0 0 0.360021729615021 1
"350" "mysql" "xt-1M-1000-120-4" 1270 2222 0 0.5 0.5 0 0 0.359342043031715 1
"351" "mysql" "xt-1M-1000-120-4" 1270 2224 0 0.5 0.75 0 0 0.359116681404902 1
"352" "mysql" "xt-1M-1000-120-4" 1270 2225 0 0.5 1 0 0 0.359624349968814 1
"353" "mysql" "xt-1M-1000-120-4" 1270 2228 0 0.5 0.25 0 0 0.359484299049942 1
"354" "mysql" "xt-1M-1000-120-4" 1270 2242 0 0.5 0.5 0 0 0.359303482263686 1
"355" "mysql" "xt-1M-1000-120-4" 1270 2261 0 0.5 0.75 0 0 0.358780697663834 1
"356" "mysql" "xt-1M-1000-120-4" 1270 2263 0 0.5 1 0 0 0.359025103708187 1
"357" "mysql" "xt-1M-1000-120-4" 1270 2283 0 0.5 0.25 0 0 0.359437740275463 1
"358" "mysql" "xt-1M-1000-120-4" 1270 2301 0 0.5 0.5 0 0 0.359333261096579 1
"359" "mysql" "xt-1M-1000-120-4" 1270 2304 0 0.5 0.75 0 0 0.359646101357642 1
"360" "mysql" "xt-1M-1000-120-4" 1270 2322 0 0.5 1 0 0 0.358980785773622 1
"361" "mysql" "xt-1M-1000-120-4" 1270 2323 0 0.5 0.25 0 0 0.359284008744569 1
"362" "mysql" "xt-1M-1000-120-4" 1270 2326 0 0.5 0.5 0 0 0.359223106689433 1
"363" "mysql" "xt-1M-1000-120-4" 1270 2342 0 0.5 0.75 0 0 0.359317540192868 1
"364" "mysql" "xt-1M-1000-120-4" 1270 2344 0 0.5 1 0 0 0.359596173301363 1
"365" "mysql" "xt-1M-1000-120-4" 1270 2362 0 0.5 0.25 0.01 0.01 0.507227899011298 0.3
"366" "mysql" "xt-1M-1000-120-4" 1270 2382 0 0.5 0.5 0.01 0.01 0.470885699872487 0.3
"367" "mysql" "xt-1M-1000-120-4" 1270 2384 0 0.5 0.75 0.01 0.01 0.498988336664968 0.3
"368" "mysql" "xt-1M-1000-120-4" 1270 2387 0 0.5 1 0.01 0.01 0.474216910599829 0.3
"369" "mysql" "xt-1M-1000-120-4" 1270 3003 0 0.5 0.25 0.1 0.1 0.497343341857224 0.3
"370" "mysql" "xt-1M-1000-120-4" 1270 3004 0 0.5 0.5 0.1 0.1 0.505594131824291 0.3
"371" "mysql" "xt-1M-1000-120-4" 1270 3023 0 0.5 0.75 0.1 0.1 0.491257715647532 0.3
"372" "mysql" "xt-1M-1000-120-4" 1270 3024 0 0.5 1 0.1 0.1 0.520445740991105 0.3
"373" "mysql" "xt-1M-1000-120-4" 1270 3183 0 0.5 0.25 1 1 0.521654055003541 0.3
"374" "mysql" "xt-1M-1000-120-4" 1270 3184 0 0.5 0.5 1 1 0.733235267615052 0.7
"375" "mysql" "xt-1M-1000-120-4" 1270 3203 0 0.5 0.75 1 1 0.687181064733695 0.3
"376" "mysql" "xt-1M-1000-120-4" 1270 3204 0 0.5 1 1 1 0.651267344325922 0.3
"377" "mysql" "xt-1M-1000-120-8" 1369 3764 0 1 0.25 0 0 0.357757972697533 1
"378" "mysql" "xt-1M-1000-120-8" 1369 3804 0 1 0.5 0 0 0.358306059750654 1
"379" "mysql" "xt-1M-1000-120-8" 1369 3806 0 1 0.75 0 0 0.358126137266232 1
"380" "mysql" "xt-1M-1000-120-8" 1369 3823 0 1 1 0 0 0.358079254534745 1
"381" "mysql" "xt-1M-1000-120-8" 1369 3843 0 1 0.25 0 0 0.357699189935762 1
"382" "mysql" "xt-1M-1000-120-8" 1369 3863 0 1 0.5 0 0 0.357707872384654 1
"383" "mysql" "xt-1M-1000-120-8" 1369 4164 0 1 0.75 0 0 0.357811401394699 1
"384" "mysql" "xt-1M-1000-120-8" 1369 4184 0 1 1 0 0 0.357573280818205 1
"385" "mysql" "xt-1M-1000-120-8" 1369 4204 0 1 0.25 0 0 0.357940687815985 1
"386" "mysql" "xt-1M-1000-120-8" 1369 4224 0 1 0.5 0 0 0.357842731396486 1
"387" "mysql" "xt-1M-1000-120-8" 1369 4244 0 1 0.75 0 0 0.357967096722459 1
"388" "mysql" "xt-1M-1000-120-8" 1369 4265 0 1 1 0 0 0.358152541373873 1
"389" "mysql" "xt-1M-1000-120-8" 1369 4384 0 1 0.25 0 0 0.357650446259999 1
"390" "mysql" "xt-1M-1000-120-8" 1369 4604 0 1 0.5 0 0 0.358173532541681 1
"391" "mysql" "xt-1M-1000-120-8" 1369 4625 0 1 0.75 0 0 0.35800539291008 1
"392" "mysql" "xt-1M-1000-120-8" 1369 4724 0 1 1 0 0 0.357510533432905 1
"393" "mysql" "xt-1M-1000-120-8" 1369 4765 0 1 0.25 0.01 0.01 0.448093355026706 0.1
"394" "mysql" "xt-1M-1000-120-8" 1369 4805 0 1 0.5 0.01 0.01 0.453402848218476 0.3
"395" "mysql" "xt-1M-1000-120-8" 1369 4824 0 1 0.75 0.01 0.01 0.436697624597778 0.3
"396" "mysql" "xt-1M-1000-120-8" 1369 4844 0 1 1 0.01 0.01 0.428579414626842 0.1
"397" "mysql" "xt-1M-1000-120-8" 1369 5205 0 1 0.25 0.1 0.1 0.427939455285989 0.3
"398" "mysql" "xt-1M-1000-120-8" 1369 5245 0 1 0.5 0.1 0.1 0.470849499700312 0.1
"399" "mysql" "xt-1M-1000-120-8" 1369 5284 0 1 0.75 0.1 0.1 0.450656673620802 0.3
"400" "mysql" "xt-1M-1000-120-8" 1369 5304 0 1 1 0.1 0.1 0.430198281295626 0.3
"401" "mysql" "xt-1M-1000-120-8" 1369 5606 0 1 0.25 1 1 0.431461563212853 0.3
"402" "mysql" "xt-1M-1000-120-8" 1369 5608 0 1 0.5 1 1 0.453192563735573 0.1
"403" "mysql" "xt-1M-1000-120-8" 1369 5626 0 1 0.75 1 1 0.458429507819185 0.3
"404" "oracle" "pk-xt-1M-1000-120-1" 1329 7207 1 0.125 0.25 0 0 0.000543260000600893 0.7
"405" "oracle" "pk-xt-1M-1000-120-1" 1329 7246 1 0.125 0.5 0 0 0.000634292206144301 0.5
"406" "oracle" "pk-xt-1M-1000-120-1" 1329 7286 1 0.125 0.75 0 0 0.000638700470996638 0.6
"407" "oracle" "pk-xt-1M-1000-120-1" 1329 7306 1 0.125 1 0 0 0.000809987706984726 0.4
"408" "oracle" "pk-xt-1M-1000-120-1" 1329 7327 1 0.125 0.25 0 0 0.000774994906746571 1
"409" "oracle" "pk-xt-1M-1000-120-1" 1329 7366 1 0.125 0.5 0 0 0.00098460289751323 0
"410" "oracle" "pk-xt-1M-1000-120-1" 1329 7406 1 0.125 0.75 0 0 0.00103420778465286 0.2
"411" "oracle" "pk-xt-1M-1000-120-1" 1329 7427 1 0.125 1 0 0 0.000758319106988408 1
"412" "oracle" "pk-xt-1M-1000-120-1" 1329 7467 1 0.125 0.25 0 0 0.000630802881907355 0
"413" "oracle" "pk-xt-1M-1000-120-1" 1329 7506 1 0.125 0.5 0 0 0.00071377827739593 1
"414" "oracle" "pk-xt-1M-1000-120-1" 1329 7546 1 0.125 0.75 0 0 0.000648773077207322 0.6
"415" "oracle" "pk-xt-1M-1000-120-1" 1329 7587 1 0.125 1 0 0 0.000588498093396085 0.5
"416" "oracle" "pk-xt-1M-1000-120-1" 1329 7627 1 0.125 0.25 0 0 0.000630971700537946 0.7
"417" "oracle" "pk-xt-1M-1000-120-1" 1329 7666 1 0.125 0.5 0 0 0.000713949459630598 1
"418" "oracle" "pk-xt-1M-1000-120-1" 1329 7686 1 0.125 0.75 0 0 0.000952888058008044 0.2
"419" "oracle" "pk-xt-1M-1000-120-1" 1329 7706 1 0.125 1 0 0 0.000639373525163655 1
"420" "oracle" "pk-xt-1M-1000-120-1" 1329 7726 1 0.125 0.25 0.01 0.01 0.00068052680874323 1
"421" "oracle" "pk-xt-1M-1000-120-1" 1329 7747 1 0.125 0.5 0.01 0.01 0.000684037405416869 1
"422" "oracle" "pk-xt-1M-1000-120-1" 1329 7766 1 0.125 0.75 0.01 0.01 0.000668235924294098 1
"423" "oracle" "pk-xt-1M-1000-120-1" 1329 7786 1 0.125 1 0.01 0.01 0.000679692743001513 1
"424" "oracle" "pk-xt-1M-1000-120-1" 1329 8126 1 0.125 0.25 0.1 0.1 0.000697074257637575 1
"425" "oracle" "pk-xt-1M-1000-120-1" 1329 8146 1 0.125 0.5 0.1 0.1 0.000660935467543905 1
"426" "oracle" "pk-xt-1M-1000-120-1" 1329 8166 1 0.125 0.75 0.1 0.1 0.000670285742023785 1
"427" "oracle" "pk-xt-1M-1000-120-1" 1329 8186 1 0.125 1 0.1 0.1 0.000735600359473382 1
"428" "oracle" "pk-xt-1M-1000-120-1" 1329 8526 1 0.125 0.25 1 1 0.000927485187378303 1
"429" "oracle" "pk-xt-1M-1000-120-1" 1329 8547 1 0.125 0.5 1 1 0.000808813353880287 1
"430" "oracle" "pk-xt-1M-1000-120-1" 1329 8567 1 0.125 0.75 1 1 0.000695655092450252 1
"431" "oracle" "pk-xt-1M-1000-120-1" 1329 8586 1 0.125 1 1 1 0.000677202865167308 1
"432" "oracle" "pk-xt-1M-1000-120-2" 1610 9266 1 0.25 0.25 0 0 0.000153365458759516 1
"433" "oracle" "pk-xt-1M-1000-120-2" 1610 9305 1 0.25 0.5 0 0 0.000149505621677409 1
"434" "oracle" "pk-xt-1M-1000-120-2" 1610 9306 1 0.25 0.75 0 0 0.000165485447471445 1
"435" "oracle" "pk-xt-1M-1000-120-2" 1610 9308 1 0.25 1 0 0 0.000168829302621106 1
"436" "oracle" "pk-xt-1M-1000-120-2" 1610 9310 1 0.25 0.25 0 0 0.000132655488212476 1
"437" "oracle" "pk-xt-1M-1000-120-2" 1610 9312 1 0.25 0.5 0 0 0.00013233926663672 1
"438" "oracle" "pk-xt-1M-1000-120-2" 1610 9313 1 0.25 0.75 0 0 0.000140217660395923 1
"439" "oracle" "pk-xt-1M-1000-120-2" 1610 9315 1 0.25 1 0 0 9.21233311345907e-05 1
"440" "oracle" "pk-xt-1M-1000-120-2" 1610 9317 1 0.25 0.25 0 0 8.86042827857675e-05 1
"441" "oracle" "pk-xt-1M-1000-120-2" 1610 9319 1 0.25 0.5 0 0 5.80647275017781e-05 1
"442" "oracle" "pk-xt-1M-1000-120-2" 1610 9321 1 0.25 0.75 0 0 7.86121107380669e-05 1
"443" "oracle" "pk-xt-1M-1000-120-2" 1610 9323 1 0.25 1 0 0 5.25814525406019e-05 1
"444" "oracle" "pk-xt-1M-1000-120-2" 1610 9329 1 0.25 0.25 0 0 8.12567688271321e-05 1
"445" "oracle" "pk-xt-1M-1000-120-2" 1610 9334 1 0.25 0.5 0 0 5.09236349658673e-05 0.1
"446" "oracle" "pk-xt-1M-1000-120-2" 1610 9337 1 0.25 0.75 0 0 8.33845854913598e-05 0.4
"447" "oracle" "pk-xt-1M-1000-120-2" 1610 9340 1 0.25 1 0 0 4.91429099791287e-05 1
"448" "oracle" "pk-xt-1M-1000-120-2" 1610 9341 1 0.25 0.25 0.01 0.01 2.978176949203e-05 0.6
"449" "oracle" "pk-xt-1M-1000-120-2" 1610 9434 1 0.25 0.5 0.01 0.01 8.1887994364423e-05 0.3
"450" "oracle" "pk-xt-1M-1000-120-2" 1610 9436 1 0.25 0.75 0.01 0.01 5.47649929615541e-05 0.2
"451" "oracle" "pk-xt-1M-1000-120-2" 1610 9439 1 0.25 1 0.01 0.01 6.71986963964297e-05 0.1
"452" "oracle" "pk-xt-1M-1000-120-2" 1610 9441 1 0.25 0.25 0.1 0.1 8.29246138131024e-05 0.3
"453" "oracle" "pk-xt-1M-1000-120-2" 1610 9443 1 0.25 0.5 0.1 0.1 0.000243069676933481 1
"454" "oracle" "pk-xt-1M-1000-120-2" 1610 9445 1 0.25 0.75 0.1 0.1 0.000193647002180874 1
"455" "oracle" "pk-xt-1M-1000-120-2" 1610 9447 1 0.25 1 0.1 0.1 0.000109505132268117 0.5
"456" "oracle" "pk-xt-1M-1000-120-2" 1610 9448 1 0.25 0.25 1 1 8.51383080921279e-05 0.5
"457" "oracle" "pk-xt-1M-1000-120-2" 1610 9450 1 0.25 0.5 1 1 8.1902175988885e-05 0.1
"458" "oracle" "pk-xt-1M-1000-120-2" 1610 9452 1 0.25 0.75 1 1 8.26890412734281e-05 0.2
"459" "oracle" "pk-xt-1M-1000-120-2" 1610 9454 1 0.25 1 1 1 0.000305082912482436 0
"460" "oracle" "pk-xt-1M-1000-120-4" 1709 8686 1 0.5 0.25 0 0 0.000287485736880439 1
"461" "oracle" "pk-xt-1M-1000-120-4" 1709 8766 1 0.5 0.5 0 0 0.000282605968826924 1
"462" "oracle" "pk-xt-1M-1000-120-4" 1709 8806 1 0.5 0.75 0 0 0.000358773969700641 1
"463" "oracle" "pk-xt-1M-1000-120-4" 1709 9413 1 0.5 1 0 0 0.000349787260502423 1
"464" "oracle" "pk-xt-1M-1000-120-4" 1709 9415 1 0.5 0.25 0 0 0.000308112479914222 1
"465" "oracle" "pk-xt-1M-1000-120-4" 1709 9417 1 0.5 0.5 0 0 0.000310592258712825 1
"466" "oracle" "pk-xt-1M-1000-120-4" 1709 9418 1 0.5 0.75 0 0 0.000294781394798112 1
"467" "oracle" "pk-xt-1M-1000-120-4" 1709 9420 1 0.5 1 0 0 0.000294809256676475 1
"468" "oracle" "pk-xt-1M-1000-120-4" 1709 9422 1 0.5 0.25 0 0 0.000371766128316982 0.5
"469" "oracle" "pk-xt-1M-1000-120-4" 1709 9424 1 0.5 0.5 0 0 0.000621735595297421 0.1
"470" "oracle" "pk-xt-1M-1000-120-4" 1709 9426 1 0.5 0.75 0 0 0.000458519350988629 0.1
"471" "oracle" "pk-xt-1M-1000-120-4" 1709 9427 1 0.5 1 0 0 0.000499114036138006 0.2
"472" "oracle" "pk-xt-1M-1000-120-4" 1709 9429 1 0.5 0.25 0 0 0.00107657001590564 0
"473" "oracle" "pk-xt-1M-1000-120-4" 1709 9431 1 0.5 0.5 0 0 0.000595202707045777 0
"474" "oracle" "pk-xt-1M-1000-120-4" 1709 9433 1 0.5 0.75 0 0 0.000774818281060089 0
"475" "oracle" "pk-xt-1M-1000-120-4" 1709 9435 1 0.5 1 0 0 0.000471322636151908 0.1
"476" "oracle" "pk-xt-1M-1000-120-4" 1709 9451 1 0.5 0.75 0.1 0.1 0.000173155772447506 1
"477" "oracle" "pk-xt-1M-1000-120-4" 1709 9456 1 0.5 0.5 1 1 0.000167113182812472 1
"478" "oracle" "pk-xt-1M-1000-120-4" 1709 9457 1 0.5 0.75 1 1 0.000182993164240346 0.7
"479" "oracle" "pk-xt-1M-1000-120-8" 1609 9295 1 1 0.25 0 0 0.000294314189058892 0
"480" "oracle" "pk-xt-1M-1000-120-8" 1609 9304 1 1 0.5 0 0 0.00030785857153686 0
"481" "oracle" "pk-xt-1M-1000-120-8" 1609 9307 1 1 0.75 0 0 0.000287234192107154 0
"482" "oracle" "pk-xt-1M-1000-120-8" 1609 9309 1 1 1 0 0 0.000264041506162506 0
"483" "oracle" "pk-xt-1M-1000-120-8" 1609 9311 1 1 0.25 0 0 0.000329736090873572 0
"484" "oracle" "pk-xt-1M-1000-120-8" 1609 9314 1 1 0.5 0 0 0.000254640091885323 0
"485" "oracle" "pk-xt-1M-1000-120-8" 1609 9316 1 1 0.75 0 0 0.000338630619512787 0
"486" "oracle" "pk-xt-1M-1000-120-8" 1609 9318 1 1 1 0 0 0.000249481060428892 0
"487" "oracle" "pk-xt-1M-1000-120-8" 1609 9320 1 1 0.25 0 0 0.000247501792699685 0
"488" "oracle" "pk-xt-1M-1000-120-8" 1609 9322 1 1 0.5 0 0 0.000246941188787241 0
"489" "oracle" "pk-xt-1M-1000-120-8" 1609 9336 1 1 1 0 0 0.000224898432038236 0
"490" "oracle" "pk-xt-1M-1000-120-8" 1609 9339 1 1 0.25 0 0 0.000255464058591439 0
"491" "oracle" "pk-xt-1M-1000-120-8" 1609 9348 1 1 0.5 0 0 0.000247107930311218 0
"492" "oracle" "pk-xt-1M-1000-120-8" 1609 9353 1 1 0.75 0 0 0.000225784855191477 0
"493" "oracle" "pk-xt-1M-1000-120-8" 1609 9355 1 1 1 0 0 0.000380262783603235 0
"494" "oracle" "pk-xt-1M-1000-120-8" 1609 9409 1 1 0.25 0.01 0.01 8.99732392925463e-05 0.7
